Attempt Regex,DeepSeek Output
0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,"positive example: [00, """", 11, ""0"", ""1"", ""000"", ""111"", ""0111"", ""0001"", ""1110"", ""000111""], negative example: [""01"", ""10"", ""010"", ""101"", ""0011"", ""1100"", ""0101"", ""1010""]"
b|(b|bbb|bbab|babb|a)*,"positive example:[aa, , bb, b, bbb, bbab, babb, a], negative example:[ab, ba, aba, bbba, baba]"
1*0*01*0*,"positive example:[01, 01110, 11000, 110001000],negative example:[11, 000101, 010001, 01011, 0101, 1101110101100]"
0*|0((11*0)|0)*|1((00*1)|1)*,"positive example:[00, , 1000101, 0100111010, 1011, 11101], negative example:[110, 001, 101100010, 0101110001]"
((0*)1(0*))+,"positive example:[00100, 00111], negative example:[00]"
a+|(a|b)*,"positive example:[aa, , bb],negative example:[]"
b|(a*b*)*aaa,"positive example:[baaa, babaaa, aababaaabbbaaa, aabaaabaaa, aabaaaaabaaa, bbbaaa, bbaaa, b, aabbaaa, abbaaa],negative example:[baba, abb, aa, , bbaaaaab, bbaaba, bbaaaba, bbaaabb, baa, bbbbab, bbaabb]"
(a*ba*a*)*,"positive example:[, bb, abaa, aaab, abbb, ba],negative example:[aaa, a]"
((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,"positive example: [babaab, baabba, , bababa, abba, aabb, aaaa, bbaaaa, bbaabb, bbbbbb, bbbbaa, bbbb, bbaa, baab, abab, baba, baabab], negative example: [a, b, abbba, abaaa, aaaba, abaab, aaabb, aabaa, aabab, abbbbaabb, baabb, babaa, bbaab, bbbbb, bbaaa, bbbba, baaba, babab]"
(a)(a|b)*,"positive example:[aaa, abb, a, aa, ab, aab, aba, baa, bab, bba, bbb],negative example:[, b, ba, bb, baa, bbb]"
(a|b)*b,"positive example:[bbbab, aabab, (a|b)*b, baab],negative example:[aaba, bbbaba, baa]"
[ab]*[baa][ab]*b,"positive example:[bbaab, abaab, aaabab, abbbab, bbbbab, baabab],negative example:[aa, , bbaabbbaba, abaabbbaba, ba]"
(a|ba*)+b,"positive example:[bab, aab, abaabbbab, bbaabbbab],negative example:[aa, , bbabbbaaa, ababbbaaa, ba]"
((ab)|(ba))*((a|b)(a|b))*,"positive example:[aa, , bb, aaaa, bbbb],negative example:[aaa, bbb]"
(ab|aa|bb|ba)*(a+b)*,"positive example: [, bb, ab, aabab, aabbab, aabaab, aabbbb, aaab, abbb, abba, aaaa, baab, bbbb, abab, bbab, baba, aaba, aabbba, ba], negative example: [abb, aaa, bba, bab, baa, bbb, aaaba, aabba, aababbb, aabbb, aabaaabbb]"
a+b*,"positive example:[aaa, ab, aaabbb],negative example:[bb, , aba, abbbabbab, abaaa, aaaba, ba]"
((((a|b)a*b))|((a|b)a*ba))*,"positive example:[, bbaaaba, abaaaba, abaab, abbaba, aaabbba, ababaaba, abbb, baabbba, bbabbbab, ababbbab, bbabaaba, bbbb, bbaab, bbaba, bbbaba, ababa],negative example:[abb, bbb, bbabbaa, abaaa, aaababaa, abbbb, baababaa, ababbbabaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa, ababbaa]"
0*1(11)*(0|1)*,"positive example:[00100, 00111, 0110, 0101, 0111],negative example:[00, 000, 111, 1010]"
(a?)|((a|b)a*b(a?))*,"positive example:[bb, , a, abababbaabab, aab, babab, abaaaabbbab, abaaba, aaabab, abbabab, ababa, abbb],negative example:[aaa, bbababbaa, bbba, bbb, abbbb, abaabb, abaaaabaa, ababaa, aabb, ba]"
a(a)*|(ab)*b*a*,"positive example: [abb, , ab, bbba, aba, baa, aaaa], negative example: [bbbab, babaa, baaab, aab, abaab, abbab, babbabb, aaab]"
a*(b+aaa*)*,"positive example:[, baaa, aabaabbbaa],negative example:[aababbaabb, baba, aab, baaabab, baabbba]"
(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
(((a|b)+)+)aaa,"positive example:[aaaaaabbaaa, bbaaa, abaaa, aabbaaa, baaabaaa, aaaabaaa, aaabaaa, baaaaabbaaa, babbaaa, aabaabbbaaa, baabaaa, babaabbbaaa],negative example:[, bb, babbaa, ab, bbaaaaab, aabbaaaba, bbaaabb, babbaaaba, aabbaa, bbaabb, baba, aaba, bbaaba, abaaba, abaabb, abaaabb, abaaaaab]"
((a|b)a*(b|ba))*,"positive example:[, bbabaab, abaab, abbab, abbb, bbaaab, bbabbbab, baababa, ababbbab, bbbb, bbbab, bbaab, aaababa, abaaab, ababaab],negative example:[abb, bbb, abaaa, aaababaa, abbbb, baababaa, ababbbabaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(a|b|bb)*,"positive example:[aa, , bb],negative example:[]"
(0*(1+0*1+)*0*)*,"positive example:[, 1010111, 1010110, 101, 10100, 0010001100, 0010001111],negative example:[10101, 0010001001, 10]"
((1)?(0)?)*,"positive example:[00, , 11],negative example:[]"
((ab)*(ba)*)*|abb*a*b*ba,"positive example:[, abbbaaba, abbbabba, abbaba, abbabba, abbaaba, abbaaaba, abbaababab, abba, abbaabbba, baab, abbaabbbba, baba, abbbaba, abaaba, baabba, ab, abbbaaaabbba, abbbbba, abbaabbaab, abbaaaaba, abbaababba, abab, abbaabbaba, baabab],negative example:[abaababa, aaa, bb, abababbbb, bab, abababbba, ababaaa, aab, baa, abaab, abbbaaa, abbbbbabab, abbbaab, abbb, baabb, baaba, abbaabaa, abaabaabb, ababbaabbb, abaabab, abbaaa, ababbbb, abb, abbbabab, aba, a, abababaab, abababaaa, ababb, abbbabb, abbababb, abaaaabbbaaaaba, ababbbab, abbabb, ababbababb, ababaab, abaababb]"
a|b*a*b,"positive example:[bbbab, ab, a, bab, b, aab, aaaab, baab],negative example:[babba, aaa, abb, , babaaa, babbb, babb, aba, bbbaaabababb, aabb, ba]"
(a|b)*a(a|b)*|b*a*,"positive example:[aa, , bb],negative example:[]"
(a|bb*)*,"positive example:[aa, , bb],negative example:[]"
(a*)b((a*)|(b+(a*)+b))+(a*),"positive example:[bbaabbb, aab, aabbbaa, aabbbbb, bbabaabb],negative example:[bbabaab, aabbaa]"
0*|1*|(1*0+1+)*|(0*1+0+)*,"positive example: [00, , 11, 0000, 1111, 101, 010, 11011, 00100], negative example: [01, 10, 0110, 1001, 1010, 0101]"
(ab(ab)*)*((a|b)(a|b))*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
aaa(a)*|(a|b)*baaa(a)*,"positive example:[bbabaaa, aabbaaa, aabaaa, abaaa, aaabaaa, aaaaabbaaa, abbaaa],negative example:[baaabb, baaaba, aba, baaba, abbaa, abbaabb, baaaaab]"
(a|(a*b*(aa)a*)*)*,"positive example:[, aabaaa, baabbbaa], negative example:[aabbbaaab, aabbba, baababb, baababaabba]"
(aa|ab|ba|bb)*(a|b)*aaa,"positive example:[bbabaaa, aabaaa, aabbaaa, abaaa, aaaaabaaa, aaabbaaa, aaabaaa, abbaaa],negative example:[abb, aaba, aaaba, aaaaabb, abaabbb, aaab, abaa]"
a*|(a|b)*aa,"positive example:[babbaa, , baaa, babaa, aabbbabaa, baabaa],negative example:[baba, bbaabb, aababbaaab]"
a|a*b,"positive example:[ab, a, aab, aaaab],negative example:[bba, abb, , aba, bab, bbb, aaaaba, aabb, aaaa, baaabba]"
(ab|ba?)*(aa|ab|bb|ba)*,"positive example:[abb, , ab, baa, bbb, ababb, aaaaaa, aabbbb, aaaa, aabb],negative example:[aba, a, aaaaa, aabbb]"
001|110|10101|1010,"positive example:[110, 001, 1010, 10101],negative example:[, 00, 101010, 101011, 00101, 1000, 00100, 0000, 0001, 1111, 10110, 10111, 10, 11, 101000, 101001, 1110, 00110, 00111, 0, 1, 101, 010100, 1101, 0111, 1001, 1100]"
(((a|b)a*ba)|((a|b)a*b))*,"positive example:[, bbabaab, ababb, abaab, abbab, aaabbb, abbb, bbaaab, bbabbbab, ababbbab, bbbb, bbbab, bbaab, bbabb, bbaba, abaaab, ababa, ababaab, baabbb],negative example:[bbabbaa, abaaa, aaabb, abbbb, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, abaabb, ababaa, ababbaa]"
(a*b+a*)*,"positive example:[, bb, ab, aaabaa, aaabbb, ba],negative example:[aaa, a]"
([ab](a)*(bb)*)*,"positive example: [aa, , bb, a, b, ab, aab, abb, aabb, bba, bbaa, bbaabb], negative example: [ba, aba, baa, bab, baba, abab, aaba, abba]"
/#*(a|b|/|(#*(a|b)))*#*/,"positive example: [//aa///a/, /b/, /a/, //bb///b/], negative example: [, /a, /b, //bb///b/b, //aa///a/a]"
(a|b)+aaa,"positive example:[babaaa, bbaaa, abaaaaabbaaa, abaaa, aabaaa, aabbaabbaaa, abaaabaaa, bbaaaaabbaaa, babbaabbaaa, bbaaabaaa, abaabaaa, bbaabaaa],negative example:[, baaabb, bb, ab, aaaba, baaaaaba, aaaaaaba, aaaab, aabaa, aaaabb, aabaabbb, aabb, babaabbb, baaab, babb, babaa, baaba]"
((aa)*|(bb)*)(aa|bb|ab|ba)*,"positive example:[aa, , bb, aaaa, bbbb],negative example:[aaa, bbb]"
(a*|b?)+,"positive example:[aa, , bb, a, b, aaa, ab, ba, bbb, aab, aba, abb, baa, bab, bba],negative example:[]"
(a|b)+(aaa)+,"positive example:[aaaabbbaaa, aabaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, baabaaa, babaaaaabaaa, bbaaa, aabbaaa, baabbaaa, baaabbbaaa, babbaaa],negative example:[, bb, babbaa, ab, bbaaaba, babbaaba, aabbaaba, abaaaba, abaaaaabb, aabbaa, bbaaab, bbaabb, bbaaaaabb, baba, aaba, abaabb, abaaab]"
(aa|bb|ab|ba)*,"positive example:[aa, , bb, aaaa, bbbb, ab, ba, abab, baba, aabb],negative example:[aaa, bbb, a, b, aba, bab, aab, bba]"
((1+0*1+)*)|((0+1*0+)*)|(0|1)*,"positive example:[00, , 11],negative example:[]"
a*b+(a|ba*b)*,"positive example:[babba, aab, aababb, baaabaabbb, bbaa, bbbb],negative example:[aa, babaabb, baaabbb, babbab]"
(0*)(0*1*)*(0*),"positive example:[00, , 11],negative example:[]"
[a]*[baa]*,"positive example: [aa, , bb, a, baa, aabaa], negative example: [ab, bba, aba, aab, ba]"
(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)),"positive example:[(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)), aabaa, aabbb], negative example:[aa]"
(a|(b*b)*)*,"positive example:[aa, , bb, a, b, bbb, ab, aab, bba, abab], negative example:[ba, aba, baba, abba, aaab]"
(((aa)|(bb)|(ab)|(ba))?)*,"positive example:[aa, , bb, (((aa)|(bb)|(ab)|(ba))?)*, aaaa, bbbb], negative example:[aaa, bbb]"
(0+(1*0)*)*|(1+(0*1)*)*,"positive example:[, 00010, 1000101, 0100, 1011, 11101, 0111010],negative example:[011101, 000101, 100010, 111010, 10110, 01001]"
(a|b)*|(baa)+b,"positive example:[aa, , bb, baaab, baa], negative example:[ba, abaa, baaa]"
(aa|ab|ba|bb|b|a)*(aaa)a*,"positive example:[baaabaaa, abaaa, baaabbaaa, baaaaabaaa, baabaaa, abbaabbaaa],negative example:[abb, aaba, abaaaba, aaabbb, aaaaab, abaa, aabb]"
(0)*(0*1*)*(0)*,"positive example:[00, , 11],negative example:[]"
((((a|b)a*ba)|((a|b)a*b))*)?,"positive example:[, baabaaaba, abbba, aaabaaaba, abaab, abbaba, abbb, ababaaba, bbabbbab, ababbbab, bbbb, bbabaaba, bbaab, bbbba, bbaba, bbbaba, ababa],negative example:[abaaa, aaabb, abbbb, ababbbabaa, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(ab|aa|bb|ba)*aaa*,"positive example:[abaaa, aaaaa, aaabaaa, abbaaaa, aaabbbaaa, abbbaaa, aaabbaaaa, aaaa, baaaa, aabbbbaaa, bbaaa, aaaabbaaa, aaaabaaaa, aababaaaa],negative example:[abb, bb, bba, ab, aba, baa, aaaba, aaabb, aaaab, aabbb, aabab, aaaabb, aaaaab, aaaaba, ba]"
(a*)+(a*|(b+a+a))+(a*),"positive example:[, aabaaa, baabbbaa], negative example:[baaab, aabbbaaba, aabbbaababaabba, baababb]"
((0*|1)*(0*|1)*)*,"positive example:[00, , 11],negative example:[]"
(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,"positive example:[baaaa, babbaa, baabb, babaa, aabbbabaa],negative example:[baba, aa, babb, aabbbab, ba]"
(baa)*(a|b)*(baa)*b,"positive example: [bbbab, aabab, baab], negative example: [babbbaaa]"
(0|1)?(0|1)?(0|1)?,"positive example:[000, 00, 0, , 11, 111, 1], negative example:[000000, 111111]"
(a*b*(bab)*a*b*)*,"positive example: [aa, , bb, ab, aab, abb, baba, aabba, bababab, aaabbb], negative example: [ba, aba, bba, aaba, abab, baaa, abbaa, babba, aabab, babbab]"
(a*(bb*)*a*)*,"positive example:[aa, , bb],negative example:[]"
0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,"positive example:[, 00010, 1000101, 0100, 1011, 11101, 011010],negative example:[110, 001, 1010001110, 0101110001]"
(a|b)(a|b)*aaa(a)*,"positive example:[babaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, abbabaaa, bbbabaaa, baabaaa, aaaaaabbaaa, aabaaa, aabbaaa, baaaaabbaaa, baabbaaa, babbaaa],negative example:[, aaa, baaabb, baa, aaaba, baaaaaba, aaabb, abbab, aaaaaaba, aaaab, aaaabb, aabb, bbbab, baabb, baba, baaab, babb, aaba, baaba]"
(a*|(b*bb*)+)*,"positive example:[aa, , bb, a, b, ab, aab, bbb, aabb, bbaa], negative example:[ba, aba, baba, abab, bbaab]"
(a|b)+b,"positive example:[bbaab, abaab, aaabab, abbbab, bbbbab, baabab],negative example:[aa, , bbabbbaaa, ababbbaaa, ba]"
(a|b)*(b)(a|b)*,"positive example:[aabaa, aabbb],negative example:[aa]"
(001|1010|110)+,"positive example:[0011101010, 110, 001001, 001110001, 1010],negative example:[00, , 01, 1100010, 110001011, 110001010, 1, 1111, 1100001, 1100000, 11101100, 1100011001, 110001101011, 1100011000, 1100011011, 10]"
((0*1*0*)|(1*0*1*))*,"positive example:[00, , 11],negative example:[]"
(0*1?0*1?0*)*,"positive example:[00, , 11],negative example:[]"
a*b(a*|ba*|b)*a*,"positive example:[a*b(a*|ba*|b)*a*, aabaa, aabbb], negative example:[aa]"
(001|1010|110)*,"positive example:[0011101010, , 001001, 001110001],negative example:[00, 0011101001, 0011101011, 0011101000, 0010, 00111, 0101100, 0011111, 0011110, 00111010100, 011, 00111010, 0000, 0011, 0001]"
(0*(10)*1*)*0*,"positive example:[00, , 11],negative example:[]"
(/#)|((a|b|/?)|#)*|(#/),"positive example: [aa, , bb, /a//, /b//], negative example: []"
(((a*)+b+(a*)+b+(a*))|(a*))+b+(((a*)+b+(a*)+b+(a*))|(a*)),"positive example:[babba, babbb, babab, baaababa, babaaba, aabbaa, aabbbb],negative example:[aa, babaa, baaab, bab, babababa]"
a(a|b)*aa*b*,"positive example:[aaaa, abba, aabb],negative example:[abb, , a, baa, bbb]"
(((a|b)a*ba)*|((a|b)a*b))*,"positive example: [, bbaaabab, bbabaabab, ababb, aaabbbab, abaab, baabbbab, abbabab, abbb, bbbb, bbaab, bbabb, bbaba, bbbabab, ababa, abaaabab, ababaabab], negative example: [abb, bbb, bbabbaa, abbbb, aaabaaa, ababbbabaa, baabaaa, bbabaa, abba, bbaabb, bbbbb, bbba, bbabbbabaa, abaabb, ababaa, ababbaa]"
a?(a|bb*)*,"positive example:[aa, , bb, a, b, ab, aab, bbb, abb], negative example:[ba, aba, bba, aaaab]"
(a|b)*(baa)*(a|b)*b,"positive example:[bbbab, aabab, baab, (a|b)*(baa)*(a|b)*b], negative example:[babbbaaa]"
(b|aa|a)*,"positive example:[aa, , bb, a, b, aaa, aab, baa, bbb, aaaa, aaab, aaba, abaa, abab, baaa, baab, bbaa, bbab],negative example:[ab, ba, aba, abb, bab, bba, aabb, abba, baba, bbaa]"
((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
(0|(0|1)*0),"positive example:[0, 00010, 11010, 0110], negative example:[011, 000101, 1101]"
(a|b)*bb(a|b)*|a*,"positive example:[baabb, aa, , babb, baaababb, aabbaa, aabbbb],negative example:[bab, aab, baa]"
(((a|b)a*b)a*)*,"positive example:[, bbbab, abbab, aaabaaa, abbb, baababb, bbbb], negative example:[abb, aaa, bbbbb, bbba, bbb, baa, abbbb, abba]"
(a|b|baa)*b,"positive example:[babbbaaab], negative example:[babbbaaa]"
a*b*a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[bbbab, babb, bab, aabaaabaabba]"
001|10101|1010|110,"positive example:[110, 001, 1010, 10101],negative example:[, 00, 101010, 101011, 00101, 1000, 00100, 010010, 0000, 0001, 1111, 10110, 10111, 10, 11, 101000, 101001, 1110, 00110, 00111, 0, 1, 101, 1101, 0111, 1001, 1100]"
(b*|ab+)*aa(a|b)*|b*,"positive example:[bb, , abbaa, bbabaa, abaa, aaaa, aabb], negative example:[a, aba, bbaba, abbbab]"
(a*|b*)*|bab|(a*|b*)*,"positive example:[aa, , bb, bab, a, b, aaa, bbb, ab, ba], negative example:[aba, abb, baa, bba, abc, aab, baba]"
(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*,"positive example: [aa, , bb, (bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*, aaaa, bbbb], negative example: [aaa, bbb]"
(0*|1)*,"positive example:[00, , 11],negative example:[]"
(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*,"positive example: [aa, , bb, aaaa, bbbb], negative example: [aaa, bbb]"
[a]*[ab],"positive example:[ab, a, aaab],negative example:[bba, abb, , babb, aba, bbb, aaabb, baabaa]"
(0*1*)*((10)*(0*1*)*(01)*)*(0*1*)*,"positive example: [00, , 11], negative example: []"
(0?1?0*1?0*)*,"positive example:[00, , 11, 010, 1010, 000, 111, 01010], negative example:[2, 01a, 1011, 0110, 0001, 1100]"
(a*)b,"positive example:[aab, b, aaaaaab], negative example:[bba, aa, aabbbaabb, bab, baa]"
((a|b)*bb(a*b*))|a*,"positive example:[baabb, aa, , babb, aabbabbbbaaab, bbabbababbb, aabbabbbbaaabaaababb, bbabba],negative example:[bbababbabbbaba, bbbbaaababbabbaba, aabab, bbabaa]"
(a)*(ab|ba|b|a)*(a)*,"positive example:[aa, , bb, a, b, ab, ba, aaa, aba, bba, aab, baa, bab], negative example:[]"
((ab)|(ba))*((a|b)(b|a))*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
(a|b)+aaa(a)*,"positive example:[bbaaa, abaaa, aabbaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, baabbaaa, aabaaaaabbbaaa, babaaaaabbbaaa, babbaaa, baabaaa],negative example:[, bb, babbaa, ab, bbaaaaab, bbaaaba, babbaaba, bbaaabb, aabbaaba, abaaaba, aabbaa, bbaabb, baba, aaba, abaabb, abaaabb, abaaaaab]"
(aa|bb)*|(ab|ba)*,"positive example:[, abbaba, aaaaaa, aaaabb, aabbbb, aabbaa, abba, aabb, aaaa, bbaa, bbbb, baab, abab, baba, abbaab, ababba, ababab], negative example:[a, b, baaaa, babba, bbbab, baabb, babbb, bbbaa, bbbbb, babaa, bbaab, bbabb, bbbba, bbaaa, bbaba, baaba, aabbba, aaaaba, babab, abbabb, ababbb, baaabaabb]"
((b|a)*b+a+a*(b|a)+b),"positive example:[baaab, babb, aabbbabbabbbaaab, babab, aabbbaababbbaaab, baab],negative example:[aa, babbaa, bbba, aab, babbbbaba, aababaaba, aabaaaaba, baabbbaba, baabaa]"
(a|b)+(aaa),"positive example: [babaaa, aaaaaabaaa, baaabaaa, aaaabaaa, aaabbaaa, aaabaaa, abbabaaa, bbbabaaa, baabaaa, aaaabbaaa, aabaaa, aabbaaa, baabbaaa, baaabbaaa, babbaaa, baaaaabaaa], negative example: [, bb, ab, aaaba, aaaabbb, aaaaaab, aaabb, aabaa, aabb, baaabbb, baaaaab, baabb, babb, babaa, babaaaba, aabaaaba, baaba]"
a*b(a*b)*a*,"positive example:[aabaa, aabbb, b, abba, aaabaa], negative example:[aa, a, aba, baba, aaba]"
0*(10*10*)*,"positive example: [11, 110, , 0*(10*10*)*, 00100111], negative example: [10011, 00111]"
(a|b*bb*)*,"positive example:[aa, , bb, ab, b, a, bbb, aab, aba, bba], negative example:[ba, abb, baa, baba, abab]"
(ab|ba)*(aabb+bbaa+baba+abab)*,"positive example:[baba, , ab, aabbbbaaaababaabab, aabbbbaababaaaabab, aabbbbaababaabab, aabbbbbbaababaababaabbbbaababaabab, abba, baab, ba, abab],negative example:[aaa, aabbbbaaaab, bab, baa, abaabbbbaa, aabbbbaababaab, aabba, abaab, aabbbbaababaababaaab, abaabbbbaababaa, abaabbbbaababa, aabbbbaababaababaaaa, aabbbbaabaab, baaabbbbaababaab, bbaa, aabbbbaababaabababb, aabbbbaababaabababa, aabbbbaababaababbb, abaabb, aabbbbaababaaba, aabbbbaababbb, aabbbbaababba, aabbbbaababaabaab, aabbbbaababaabaaa, aabbbbab, abaabbbbaababaab, abb, aabbbbaabbb, aba, abaabbbbaaba, aabbbbaabba, aabbbbaabababb, aabbbbaabababa, aabbbbaababaabba, abaabbbbaabab, aabbbbaababaababba, bbbbab, abaa, aabbbbbba, aabbbab, aabbbaa, aabbbbaabaaa, aabbbbaababaaaabbb, aabbbbaababaababaabab, abaabbb, aabbbbaababaababaabaa, abaabbbb, aabbbbaababaababa]"
(0*(0|1)*0*)|(1*(0|1)*1*),"positive example: [00, , 11], negative example: []"
((a*(bb)*a*)ba*)+,"positive example:[aabaa, aabbb], negative example:[aa]"
((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*,"positive example:[aa, , bb, aaaa, bbbb], negative example:[aaa, bbb]"
(a|b)*(bab)*(a|b)*(bab)*(a|b)*,"positive example: [aa, , bb, bab, abab, baba, aabab, babbab, ababab, bababab], negative example: [baa, abba, bbaa, aaba, ababba, bbaaba, aaabbb, bbbaaa]"
(a*|baa*)*,"positive example:[baba, , aaba, baa, (a*|baa*)*],negative example:[bbaaba, bab, aabab, bbbb, baab]"
(a|b)*(a|b)*aaa,"positive example:[bbabaaa, aabaaa, aabbaaa, abaaa, aaabaaa, aaaaabbaaa, abbaaa],negative example:[abb, aa, aba, aaba, aaaba, aaabb, aaaaab, aabb, bbab]"
(aa*)b+,"positive example:[abbb, aaab],negative example:[, babaa, a, bbb, abbba, aaaba, abaa, abab]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*,"positive example:[00, 1011000101, 11, , 0100111010],negative example:[011101, 000101, 100010, 111010, 10110, 01001]"
(a)*(b+),"positive example:[aabbb, b, ab, aabb, bbb], negative example:[aa, baaa, aabbbabbab, ba, a]"
((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*,"positive example:[aa, , bb, aaaa, bbbb, ((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*], negative example:[aaa, bbb]"
0*|1*|0*(1*0*)*|1*(0*1*)*,"positive example:[00, , 11, 0, 1, 000, 111, 01, 10, 001, 110],negative example:[011, 101, 010, 1010, 0101]"
0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*,"positive example: [10101000, 00, , 10101001, 0101011, 010, 010110, 1010111, 1010110, 1010011, 010111, 0101, 10110, 10111, 11, 1010, 01001, 0101001, 0101000, 0, 1010000, 1, 101, 01000, 0110, 0111], negative example: [01, 010101, 101010, 10]"
(aa*|bb*)*,"positive example:[aa, , bb, a, b, aab, bba, ab, ba, aaa, bbb],negative example:[abab, abba, baab, baba, c, ac, bc, abc, aabb, ababab]"
0*|1*|1+(0+1+)*|0+(1+0+)*,"positive example:[00, , 1000101, 0100111010, 1011, 11101], negative example:[001, 100010, 111010, 10110, 0101110001]"
((a|b)*(a|b))aa(a)*,"positive example:[babaabaa, babbaa, aaabbbaa, aaaaabaa, baabbbaa, baaaabaa, aabbaa, abaa, aabaabaa, bbaa],negative example:[, bb, ab, babb, babaaaaba, aaabbb, aabaaaaba, aaab, aabb, baab, baabbb]"
0*(1|0)*0*,"positive example:[00, , 11, 0, 1, 000, 010, 100, 110, 0000, 1010, 1111],negative example:[2, 01a, b1, 123, a, abc, 01.2, -1, +0]"
(a|b)(a|b)(a|b)*(aaa(a)*)*,"positive example:[aaaa, bbbb, aaa, bbb, aabaa, bbaaa],negative example:[, a, b, aa, bb, ab, ba, aab, bba]"
((aa)|(bb)|(ab)|(ba))*,"positive example:[aa, , bb, aaaa, bbbb, ab, ba, abba, baba], negative example:[aaa, bbb, a, b, aba, bab]"
(0|1)*1(0|1)*,"positive example:[00100, 00111], negative example:[00]"
1*|(0|1)*,"positive example:[00, , 11],negative example:[]"
(0+(0|1)*0+)*,"positive example:[, 001100010, 010],negative example:[110011, 0011, 01101, 0000101, 10]"
(b|a)*,"positive example:[aa, , bb],negative example:[]"
(baa*|a*)*,"positive example:[baba, , (baa*|a*)*, a],negative example:[bba, bbbaabb, bab, aabab, baab]"
((ab)*(ba)*)*|abb*ba,"positive example:[baba, baabba, , ab, abbba, abbaba, abbaab, abbbbba, ababab, baab],negative example:[aaa, abb, a, bab, aab, baa, abaaa, abaab, abbaabb, abbabab, abbbabb, abbbaab, bbbb, baabb, abbbbbaaa, babb, baaa, bbaaba, abbbaba, abbbbb, abbbab, ababa]"
(a|(ab)*b)+(ba)*,"positive example: [aaa, bbb, abab, abba, ababba, aabba, abababba], negative example: [aab, aba, baba, ababab, baa, bbaba]"
(ab|ba)*(aa|bb|ba|ab)*,"positive example:[aa, , bb, aaaa, bbbb, ab, ba, abaa, babb, abab], negative example:[aaa, bbb, aba, bab, aab, bba]"
(a+)*b*a*,"positive example:[aa, , aabbbaaa, aabbb, ba],negative example:[bbbab, aabaaababaa, babbb, bab]"
(a)*(b)*,"positive example:[aa, , (a)*(b)*, aabbb], negative example:[baaa, bbba, aababbab]"
a+(a|b)+a+(a|b)*,"positive example:[aaa, aba, aabbaaa, abbbabb],negative example:[aa, , a, ab, baa, bbb, abbb, aabb]"
(/#((a|b|/)*#*)*#/)*,"positive example: [""#a#"", ""#b#"", ""#/#"", ""##"", ""#a#b#"", ""#a#/#"", ""#a##"", ""#(a|b|/)*#*)*#""],  
negative example: [""a"", ""b"", ""/"", ""#a"", ""b#"", ""#/"", ""##a"", ""#a#b""]"
(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example:[00, , 1000101, 1011, 11101, 010111000],negative example:[110, 001, 101100010, 0101110001]"
(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*),"positive example: [00, , 11, 0, 1, 000, 111, 010, 101, 0011, 1100], negative example: [01, 10, 011, 100, 0101, 1010, 0010, 1101]"
(((a+)|b+a*))*,"positive example:[aa, , bb],negative example:[]"
(a+)*(b),"positive example:[aab], negative example:[aa, bab, baa, aabbabaa, bbbb]"
a(a*b*)*b,"positive example:[aab, ababbbaaab],negative example:[aa, baabba, bb, , ababbbaaa]"
(a*|b*)*(aa|ab|ba|bb)*,"positive example: [aa, , bb, a, b, ab, ba, aab, bba, abab], negative example: [c, abc, aabca, bbac, aabbc]"
