Attempt Regex,ChatGPT Output
(a|abb+)*,"positive example: [a, aa, abb, abbb, aabb, abba, abbbabb]
negative example: [ab, abab, abbba, abaa, baa, bb]"
(b*bb*)|a,"positive example: [a, b, bb, bbb, bbbb]  
negative example: [ab, ba, aa, aab, bab]"
a(a)*|(a*b*),"positive example: [a, aa, aaa, aab, ab, abb, b]  
negative example: [ba, bab, bb, aba, baa]"
a*|a*(baaa)a*,"positive example: [a, aa, aaa, abaaa, aabaaa, baaa, abaaaa, babaaa, aaaabaaa]  
negative example: [b, ab, bb, abb, aacabaa, abaa, baa, abbaaa, bbaaa]"
((a|b)a*b(a(a|b)a*b)*)*,"positive example: [a, aaab, ab, aaba, abaab, baa, bbabaa, abbabaaab, baaab, bab, baaa, abababab]

negative example: [bbb, ba, abc, aac, aabaabbaa, bababab, bbba, baabaa, bba, abbb, abba, abbbabaa]"
(a*b*|a*a*|b*b*|b*a*)(a{3}),"Positive example: [aaa, aaaa, aaaaa, aaaaaa, aabaaa, abaaa, abbaaa, baaa, baaaa, baaaaa, bbaaa, bbaaaa, bbbaaa]

Negative example: [abaa, abaaaa, abaaab, baaab, aba, babaaa]"
ab|aaa*,"positive example:[ab, aa, aaa, aaaa],
negative example:[b, a, ba, abab, bb]"
b+(a*|bb*),"positive example: [b, ba, baa, bb, bba, bbb, bbbb, baa, baa, baa, bbaaa, baaab, bbbba]
negative example: [a, ab, abab, aab, aba, abb, aaaa]"
(0*1)*,"positive example: [1, 01, 001, 0101, 1001], negative example: [0, 10, 110, 1010, 011]"
a*(b*bb*)a*,"positive example:[abba, abbba, abbbba, abbb, abbbaa, aabbba, b, bbba, abbaaa, aabbbba],
negative example:[ba, a, aa, bb, bba, aab, aba, bbb, aaabba, aabbb]"
1(0|1)*1|0(0|1)*0?,"positive example: [0, 00, 000, 0000, 010, 1001, 101, 11, 111, 110, 1011, 011, 100, 1111]  
negative example: [1, 10, 001, 0110, 1110, 0010, 1010, 0101, 0011, 1101, 11111]"
a*b(b+a)*ba*,"positive example: [aabbaba, abba, abbab, abbaba, abbabaa, abbababa, abbbaba, bb, bbaba, bba, abbbab, abbbbaba]  
negative example: [ababa, aa, abab, aab, ba, aabba, abaa, abb, abbabbaa]"
(ba*)+b,"positive example: [baab, bab, babab, bb, baaaab, baaab, baa, babbab, babba]

negative example: [b, ba, aba, abb, ab]"
a(a+b)+a(a+b)*,"positive example: [aaabaa, aabaa, aaababaa, aabaaba, aaaba, aabaababaa]  
negative example: [aaa, ab, aabaabb]"
(111)*(1)*,"positive example: [1, 111, 1111, 11111, 1111111, 111111, 1111111111]  
negative example: [11, 11111111, 111111111, 11111111111, 11, 11111, 111111111111]"
(a)(a)*(b)*(a)*,"positive example: [a, aaa, ab, aabaaa, aa, abaaa, aaaaa, aaabb, aaabab]
negative example: [b, bb, abb, ba, aabbab, baa, bba, aaaab, abaaba]"
(a)*(aaa)*(aba)*(a+b)*,"positive examples: [aaaaaaaabaa, aaabaa, aaaaaaaaaaabaaab, aaaabaabab, aaaaabaa, aaaaabaabab, aaabab, aaaaba, aaaaaba, abab]

negative examples: [ab, aaa, aabbaa, baaa, abaa, aabaaab, ababa, aabaa, baabab, ababaa]"
(ba*)*,"positive example: ["""", ""b"", ""ba"", ""baa"", ""baba"", ""baaa"", ""bab"", ""bba"", ""baba"", ""babaa""]
negative example: [""a"", ""bb"", ""ab"", ""baab"", ""abb"", ""aaa""]"
(a)*(b|aa)*(a)*(b|aa)*,"positive example: [b, aa, aba, abaa, aaaab, aab, aabab, abaab, abab, abb, abbab, babba]  
negative example: [aaa, bb, aaab, aaaa, babaa, aabb, baabb, bbb, aaaba, aaabb]"
(01)+(01)+,"positive example:[010101, 01010101, 0101010101],negative example:[01, 010, 101]"
(0(1+(0*1+)*)*0)*|0*,"positive example:[, 0, 00, 000, 010, 010010, 01010, 0101001010, 0101010, 010110, 01011010, 0110, 011010, 0000, 00000]

negative example:[0010, 0100, 10, 101, 110, 100, 1010]"
"(a|b)(a|b)a{2,}","positive example: [aaaa, abaa, baaa, aaaaa, abaaa, baaab], negative example: [aaa, aaab, abbb, bbba, bab]"
a*b*a{3},"positive example:[aaaa, aaaaa, aabaaa, abaaa, bbaaa, baaa],negative example:[bbaa, aabaa, abaaaab]"
(0|1)(0|1)(0|1)(0|1)*,"positive example: [000, 0000, 0001, 001, 0010, 010, 0101, 011, 100, 1000, 101, 110]
negative example: [00, 0, 1, 11, 111, 1111, 01, 10, 1010, 1101]"
(a|baa)*b,"positive example: [aab, ab, b, baab]  
negative example: [a, baa, baaa]"
bb(a|b)*b,"positive example: [bbab, bbaab, bbb, bbbb, bbabab, bbabb, bbbbab, bbbaab]  
negative example: [bab, bba, bbbba, abbb, b, a, bbaaba, ababab]"
(a)*((b)+(aa)+)*(a)*,"positive example: [a, aa, aaaa, abaa, abaaa, abaaaa, abaaaaa, abaabaaa, abbaaa, baa, baaabaa, aabaa]
negative example: [aba, b, aab, abb, aabaaa, abab, ababab]"
(b)(aa+)*,"positive example: [b, baa, baaa, baaaa, baaaaaa]
negative example: [ba, a, aa, ab, aaaa]"
(a+b)*aaa,"positive example: [aaa, aabaaa, abaaa, ababaaa, aaaa, baaa, aaabaa, babaabaa]  
negative example: [baaa, aaab, abaa, aabab, baaab, ababa]"
"(a|b*a{2,})","positive example:[a, aa, baa, bbaa, bbaaa], negative example:[b, ba, bba]"
a*(b|bbb)+(a|bb)*,"positive example:[bbbba, abbbba, abbbb, abba, ba, bbb, bbba, aba, abbba, b],  
negative example:[bbbb, aaa, aaaaa, bbbbb, baaa, a]"
a*(bb)*(a)*b*,"Positive examples: [aabba, abba, bba, abb, aabb, abbab, bbb, abbabb, aabbb, bbabb]

Negative examples: [baa, aaabb, ab, bab, aaaba, abbaba, ababab, aaaa, bbbb, aabab]"
a(a|b)*aaa,"positive example:[aaaa, aaaaa, aaaaaa, abaaa, aabaaa, aaabaa, abaaba, baaabaaaa], negative example:[aa, abab, abba, ababa, baa, aaa, aab, ab, ba]"
((01+0)|(10+1))*,"positive example: [0101, 1010, 01001010, 01100110, 10011001, 0100100101]  
negative example: [00, 11, 001, 110, 1010, 0101]"
(a+b+)|(b+a+)a+a+a+,"positive example: [aab, ab, abb, baaaa, baaaaa, bbaaaa]  
negative example: [a, aaaa, b, baaa]"
((a*)+(b*)+(aa)+(a*)),"positive example: [aa, aaaa, abaa, abaaa, abaaaa, abaaaaa, abbaaa, baaa, aabaaa, aaaaabaa]

negative example: [aba, abb, baa, bbb, bab, aaab, aabaa]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example: [0, 00, 0010, 010, 0100, 010010, 01010, 0110, 1, 100101, 101, 101001, 10101, 1010101, 101011, 1010110101, 1011, 11, 1101, 110101, 111, 1110]

negative example: [01, 0101, 10, 1010, 110, 011, 100, 001, 10100, 1111, 10110]"
"(a{1,})?b?(ba{2,})?","positive example:[, aabbaa, ab, abaa, abbaa, bbaa, aaab, baaa, aaba, baa, aaabaa]
negative example:[abba, abbaabaa, abbbaa, aaa, bab, bbb]"
((((a|b)a*b)*a)*)?,"positive example: [aba, aa, abbaba, ba, aaaabaa, aaabaa, babbaa, abab]

negative example: [aabbb, bab, bb, aabbaa, baaab, abbb, abaaabb, aaaab]"
a|ba|b+aaa,"positive example: [a, ba, baaa, bbaaa, bbaaaaaa]  
negative example: [aaa, bb, bbb]"
1|(111)*|01,"positive example:[1, 01, 111, 111111, 111111111]  
negative example:[0, 11, 1111, 10, 011]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example:[00, 000, 0110, 101, 111, 010010, 1010110, 1101001, 0010, 1, 10101, 0, 1001, 110111, 00, 01, 010, 1101, 1111, 10101101], negative example:[10, 0001, 01, 0101, 10010, 1010, 1110, 101100, 1101100, 011]"
a*|baa*|a*baa*|baa*baa*,"positive example: [ε, a, aa, aaa, ba, baa, baaa, aab, aabaa, aba, abaa, abaaa, baaabaa, baaba, baabaa, baabaaa, baba, babaa]

negative example: [b, ab, aab, bb, aabab, bba, abab, abba, bbaa, abbaa, babab, baabaaab, bababab, baaaaaaab, bbbaa]"
0*(1|1||1)0*,"positive example:[, 0, 00, 000, 01, 001, 10, 100, 110, 0100],negative example:[0001, 0110, 011, 111, 1010]"
a*(bb*)*a*,"positive example:[, aa, aabba, aba, abb, abba, abbaa, abbba, abbbba, bba]

negative example:[a, b, ba, abbab, bbaa, bab, abbb]"
a*(b+)(bb)*a*,"positive example:[ba, ab, abb, bbb, bb, bbbaa, abbbb, ba, aabb, abbba], negative example:[a, bbbba, bbbb, aa, aaa, abbbbbb, bbab, aba, abbaba, bbaba]"
(b*|ab+)*aa(a+b)*,"positive example:[aaa, aab, abaaa, baa, aaabab, ababaa, bbaa, aaabb, abbbaa, baaab]
negative example:[abab, baaaba, aabaa, bbaab, abba, ab]"
b(a+b)*b,"positive example: [bab, baab, baabab, baabbab, baaab, bbb]
negative example: [bbab, abb, babbab, ab, aabb]"
a+(b*a*)+,"positive example: [a, aa, ab, aba, aaba, abba, aabaa, abbba]  
negative example: [ba, b, bb, bbb, baa, bab, abbb]"
((b)*(aa)[a]*)*,"positive example:[, aaa, baa, baaa, baaaa, baaabaaa, bbaaa], negative example:[a, aa, aaaa, b, ab, abaa]"
"[ab]*a{2,}","positive example:[aaaa, abaa, aaab, abaaaa], negative example:[b, ab, bb, abab]"
((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example: [, 0, 00, 1, 11, 111, 1111, 111111, 11111, 1111111]

negative example: [01, 10, 110, 101, 011, 1011, 1100, 0011]"
(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example:[, 0, 1, 00, 11, 010, 101, 0100, 1011, 000, 1111, 00110, 110, 1110, 010010, 101101]
negative example:[01, 10, 011, 110, 100, 00111, 11100]"
(a*|b*)(aaa)a*,"positive example: [aaa, aaaa, aaaaa, aaaaaa, baaaa, bbaaaa], negative example: [aa, aab, abab, baa, bbb, abaaa]"
(a+b+bab)*,"positive example:[, abbab, aabbab, abbbab, abbababbbab, abbabababab]  
negative example:[abab, bbab, ababbab, bab, babbab]"
0*1(11)*(0*|1(11)*),"positive example:[1, 11, 1110, 111110, 0111, 01110, 010, 001110, 011100, 01111110, 011111111, 0111111]  
negative example:[0, 100, 11, 10, 111, 011, 1111, 111111, 001, 101, 1111110, 0110]"
(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example:[, 00010100, 00100100, 001001010, 0010100, 00101000010100, 0010101, 001100, 0011100, 010001010, 01001010, 010100, 0101010, 01011010, 1001010, 1010100, 11001010],  
negative example:[0, 1, 00, 11, 010, 101, 0010, 0110, 1000, 1111, 0010, 1101, 0000, 0100, 1001, 1110]"
(a|b)*(baa)b*,"positive example:[abaa, baa, abaab, baab, abaabb, aabaab, bbaab], negative example:[aab, bab, baaab, ab, baaa, bbaa, aaaa]"
0*(0*|1*)0*,"positive example: [, 0, 00, 000, 0000, 00000, 010, 0110, 01110, 00001100]  
negative example: [1, 01, 0011, 110, 11100, 101, 1001, 111, 0101, 100011]"
(1?|11?),"positive example:[, 1, 11],negative example:[111, 1111, 11111]"
0*1+,"positive examples: [1, 11, 0111, 001, 0001]  
negative examples: [0, 00, 000, 10, 101]"
(a)*(bb+a)*(b+a)*(a)*,"positive example: [bb, aabbabaa, abaa, ababaa, abbaa, abbaaa, abbaba, abbabaa, abbabaaa, abbababaa, abbabbaa, abbabbabaa, abbbabaa, bbabaa, aabbaa]  
negative example: [bab, bbaa, aaa, baab, bba, aba, abbba, bbb, ab, aaaba, babba, bbbabaa]"
(a|b)*(b),"Positive example: [b, ab, bb, aab, bab, bbb]  
Negative example: [a, aa, ba, aba, aaa, bba]"
(a*)b(a*|bb*),"positive example:[b, ab, baa, aaba, abb, ba, aba, abaa, abbb, abbbb], negative example:[a, aa, aab, bbba, aaa, bab, aaabb, babb, baaab]"
ba*b|a*ba,"positive example:[baa, aabba, abaab, ba, b, abba], negative example:[aaa, ab, aab, aa, abb]"
(0*)|(1|1|1)|(0*),"positive example: ["""", ""0"", ""00"", ""1""], negative example: [""11"", ""10"", ""01""]"
(a+b)*(b+aaa),"positive example: [abbaaab, abbabaaa, ababbaaa, bbaaab, babaaa, bbbbaaa]  
negative example: [aaab, bbbaaaa, abaaa, aaaabba, bbaab]"
0*1+|1*0*,"positive example:[, 0, 001, 01, 011, 1, 10, 100, 110], negative example:[11, 000, 111, 101, 010, 1110, 1001]"
(11*0*11*)*|(00*1*00*)*,"positive example: [11, 1100, 111000, 000, 001, 00100, 0011100, 0001000, 1101110, 1110111]  
negative example: [10, 11000, 00111, 1110, 1010, 00011, 010101, 000110, 111101, 001110]"
(a*b*)(a*b*)aaa(a)*,"positive example: [aaa, aabaa, aabaaaa, aababaaaa, abaaaa, abaabaaaa, abaaa, ababaaa, abaaaaa, babaaa, babaaaa, babaaaaa]

negative example: [aaaa, abaa, aaabaaa, aabaaa, abbacaaaa, baba, baa, bbbaaa, baaabaa, bbbba, abbbba]"
b*(b*b*),"positive example:[b, bb, bbbb, bbbbbb],negative example:[bbb, bbbbb, bbbbbbb]"
a*(b+)bb*,"positive example:[abb, abbb, abbbb, bb, bbb, abbbbb, aabb, bbbbb], negative example:[a, aa, aaaa, ab, aab, aabbbbb, abbbbbbb, aaabbb]"
(b*aa(a+b)*)*,"positive example:[aa, aaab, baa, baaa, baaaab, baaabab, baaabbaaab, bbaaab, baaabbbaa, aabbaa, aabaa]
negative example:[baab, a, ab, b, aab, aba, bab, bbaab, baaabb]"
a|(a+b)|a|(a+b)*,"positive example: [a, aab, ab, abab, aa, aba, aabab, aababab]  
negative example: [b, ba, bb, bab, baab]"
(ab)+(aa|bb|ab|ba)*,"positive example: [ab, abaa, abaaaa, abab, ababaa, abba, abbb, ababab, abb, abababaa]

negative example: [aa, aaa, aaaaa, ba, aaaa, bbb, a, b]"
(01(0|1)*10)*,"positive example: [010, 0110, 010010, 0101010, 011010, 01010010]  
negative example: [01, 10, 0101, 011, 1100, 00110]"
0*(1+1)*0*,"positive example:[, 0, 1, 00, 11, 001, 110, 0110, 01100, 1110, 0111100, 1100, 111, 11100],  
negative example:[010, 101, 100, 00010, 11110, 1001, 0100]"
(b*a*aa+b*a*a+|b*),"positive example: [aaa, aaabaa, b, baaaaa, baaaabaa, baaaba, baaabaa, baaabaaa, baaabbaa, baabaa, bb, bbaaabaa]  
negative example: [a, anbb, ababa, bab, abab, aaab, baaabaaab, aaaaa, bbba, aba, bba, babaa]"
a*|b*|(a|bab)*(b|aba)*,"positive example: [ε, a, aa, bb, b, abb, ab, aab, aaba, bab, babb]  
negative example: [aba, bababa, aabb, bbb, abaa, baa, abab]"
0*1+0*1*,"positive example: [1, 01, 011, 101, 110, 001, 010, 0111, 0011, 01001], negative example: [0, 000, 0010, 0100, 100, 1010, 1101, 0001, 00011, 01000]"
(a+b)*|(b+a)*,"positive example: [ε, aab, ab, abab, ba, baba, bba, aba, bab, baa, bb]
negative example: [a, b, aa, bb, abba, baab, abababa]"
0*1(0*1+)*,"positive example:[01, 001, 101, 0101, 011, 01001, 010101, 01011, 1, 10101], negative example:[010, 111, 100, 00, 00010]"
((a)|(ba(a)*)),"positive example:[a, ba, baa, baaa],negative example:[b, aa, aaa, ab, bab]"
(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"Positive example: [aabababababa, abaababababa, ababaabababa, ababaabababababa, ababab, abababaababa, ababababaaba, ababababab, abababababa, abababababaa, abababababaababa, abababababba, ababababba, ababababbaba, abababbaba, abababbababa, ababbababa, ababbabababa, abbabababa, abbababababa, b, bababa, bababababa]

Negative example: [aababababa, abaabababa, ababaababa, abababaaba, ababababaa]"
((a)(b))*,"positive example:[, ab, abab, ababab, abababab], negative example:[a, b, aba, bab, abba]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*),"positive example: [abaa, abba, abbaa, aababba, aabbaba, ababba, abbab, babba, ababb, bbaba]

negative example: [a, bbb, ba, ab, aa, bbba, abbb, aabba, abb, bab, aaa]"
(b|aa)*,"positive example: [aa, b, bb, aaab, aaaa, bbaa, abab]  
negative example: [a, ab, aab, aba, baab, aabb, baa]"
a*b(b|ab*b)*,"positive example:[ab, abb, abbb, ababb, ababbb, b, bb, aabbb, aabb], negative example:[a, aaa, aba, aa, bab, baa]"
(b*(aa)+)*,"positive example: [, aa, baa, baaaa, baabaa, bbaa, aaaa, baaaaa, aaa, aaaaaa, baaabaa]
negative example: [b, a, aaaab, ab, bb, aaaaab, ba]"
((0+1+0+)|(1+0+1+))*|0*|1*,"positive example:[, 0, 00, 0010, 010, 0100, 010010, 0110, 1, 1001, 101, 1011, 11, 1101]

negative example:[01, 10]"
(aa|ab|ba|bb)*aaaa*,"positive example:[aaaa, aaaa, aaaaa, aaaaaa, abaaaa, baaaaa, bbaaaa, aaaaaaaa, bbbaaa, bbabaaaaa],
negative example:[abab, babba, bbba, aba, ba, abbb, baa, bbaa, bbb, aabab]"
(0*(1)*0(1))*,"Positive example: [001, 00101, 0101, 01010101, 01101, 101, 0010101, 010101]
Negative example: [1, 0, 01, 10, 11, 011, 1010]"
a(a+b)a(a+b)*,"positive example: [aaaba, aaabab, aabaa, aabaaaba, aaabaaab]  
negative example: [abaa, aabab, aab, aba, aabaa]"
[b]*[a]{2},"positive example:[aa, baa, bbaa, aaaa, bbbaaa], negative example:[ba, baaa, ab, bba]"
(ab+ba)(ab+ba)*(a+b)*,"positive example:[abba, abbaab, abbaabba, abbaabbbaa, abbaabbaabab, abbaabbaabba, abbbaabbaab, abbaabaabaa, abbaabbaabbaa, abbbaabbaabb]

negative example:[ababba, abbaabbab, ababab, baabba, ababba, abbabab, baabbab, bababa, ababababab, babbabaa]"
(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaa, aaaa, aaaaa, abaaa, baa, abaaaaaaa, bbaa, bbbaaaaa, abbaaaa, aaaaaaa]  
negative example: [a, aa, aab, abb, baab, bbb, abab, bbaa, aaba, baaab]"
(b+(a+)(a+)a*)*,"positive example:[b, ba, baa, baaa, bbaa, babaaa, bbaaaa],  
negative example:[bbb, aaa, abaa, aaaa, bbba]"
a*|baa*|a*baa*|abaa*baa*,"positive example: [a, aa, baa, aabaa, abaa, abaaa, baaabaa, abaabaa, aba, baaa]

negative example: [b, bb, ab, ba, bba, bab, abab, bbba, babaa, bbbaa]"
(a+|b*a)*,"positive example: [a, aa, ba, bba, aaa, abab]
negative example: [b, bb, c, abc, acb]"
(a)*(baa)*((a)*(bbb)*)*,"Positive example: [baa, baaabbb, abaaaabbbbbb, aabbbaa, baaabbbaa, baaaabbaabbb, abbbbb]

Negative example: [abbb, baaa, bbb, aaa, aaaaa, ab, aab]"
(a|b)*aa,"positive example: [aa, aaa, aaaa, baa, abaa, aabaa, bbaa, baaa]
negative example: [a, b, ab, bab, bb, abba, b, ba, bbb]"
(aa*bb*)*,"positive example:[, aaabb, aab, aabb, aabbaabb, aabbb, abb, aaabbbb, aabb, aabbaabbb, aaab, ab, aaaaaabb]
negative example:[a, b, ba, aaa, bba, aaaa, abbba, bbb]"
(a+bb*)*,"positive example:[, a, aa, ab, abb, aabb, abbb, abbabb, aabbbb]
negative example:[b, bb, ba, abba, bab, baabb, bbbb]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"Positive examples: [1, 0, 00, 11, 101, 010, 110, 001, 111, 000, 100, 0101, 1010, 0010, 1100, 1110, 0001, 0011, 0110, 0100, 1011, 1101, 1001, 0111, 1111, 0000, 1000, 00101, 10101, 01011, 11010, 01101, 10010, 01100, 10110, 11011, 00111, 01010, 10111, 11101, 00010]

Negative examples: [101010, 010101, 1010101, 0101010, 01010101, 10101010, 10101, 01010, 101010101, 010101010]"
(0*1|0*111+),"positive example: [001, 00111, 01, 0111, 01111, 1, 111]  
negative example: [011, 000, 0110, 01110]"
a*b+a*,"positive example: [aaba, ab, aba, abaa, abba, b, ba]  
negative example: [aa]"
1*1*0*1*1*0,"positive example: [0, 10110, 1100110, 11010, 110110, 1101110, 1110110, 11110],  
negative example: [011, 1100, 111000, 11101011, 100010, 010]"
(0|1)*1(0|1)1*0*,"positive example: [010, 110, 101, 100, 000, 001110, 01101, 00101, 111, 11011]  
negative example: [0, 1, 00, 11, 101, 1011, 0110, 1110, 01000, 0000]"
(aa|ab|ba|bb)*a|b*(aaa),"positive example: [a, aaa, aaaaa, aba, baa, baaa, bba, bbaaa]  
negative example: [b, abab, aab, bbab, baaaa, aaab, bbbaa, aabab]"
b*a(ab*a|b)*,"Positive example: [a, ababa, bab, baa, abab, aba, bba, baab, baabaa]  
Negative example: [ab, abaaba, aab, bbab, bb, aa, abbaa, b, babba]"
(((a*)*b)*b)*(b),"positive example:[aabbb, ababbb, abbabbb, abbb, b, bb, bbb], negative example:[a, aa, aaa, aaab, ba, baa, baaa]"
0*0?|10+11*,"positive example:[, 0, 00, 000, 10, 100, 1001, 101, 1011, 10111],negative example:[1, 111, 110, 1110]"
a*b(a*ba*b)*a*,"Positive example: [aabababa, aba, abaababa, ababaaba, ababab, abababa, abababaa, abababababa, ababba, abbaba, b, bababa]

Negative example: [aa, baa, aabaaab, abab, abba, abbabb, bb, babbbab, bab, babababba]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"positive example: [ababbba, abbaa, aba, abbba, abbabbaa, abababa, baaba, babbaa, bbba, bbaba, baba, babbaa, ababa, abbba, bba, babbaaba, abba, abaa]

negative example: [abbaabb, ababbb, baabba, abbb, aaabaa, abb, bbaab, babbb, ababab, baaa, aabaab, abbabaa, baa, aabab, abbaabbba]"
(a*|(bb)*)*b*,"positive example: [, a, aa, aab, ab, abb, abbb, b, bb, bbb, bbbb, aabb]  
negative example: [bba, baa, bab, bbaab, aabba]"
a+(a|b)+a,"positive example: [aaa, aaaa, aba, aabaa, abba, aallaa, aabba]
negative example: [aa, aba, aab, ab, a]"
(a|b)*aab(a|b)*b,"positive example:[aababb, baabaaabb, abaaabb, bbaabaabbb, abbab, babbaababb, bbabaaab, babaaab], negative example:[abab, baa, bab, abb, baaabab, abbaabb, bba, babbb]."
"[a-b]((ba{2,})?)","positive example: [a, abaa, aba, abaaa, abaaaa]  
negative example: [ab, abab, abaab, abba, abbab]"
(0)*(1*)+(0)*,"positive example:[1, 11, 011, 1110, 01110, 1100, 100, 01000],  
negative example:[0, 000, 110, 111, 0011, 1010, 1001, 0001]"
(a)*(bb(b)*)*(b+a)*,"positive example: [a, abb, bbb, aaabbba, bbbaa, abbab, abbbbb, aabbbbbaa, bbbb, abbaa]

negative example: [bbb, baaa, bbba, abbaaa, aab, aaaa, bbbbb, bab, abab, ba]"
(a*b*)|(b*a*),"positive example: [aab, abb, baa, bba, """", a, b, ab, ba]  
negative example: [aabb, abab, baba, bbaa, bbab, aaab]"
(ab)*|(ba)*|(aa)*|(bb)*,"positive example: [, aa, aaaa, ab, abab, ba, baba, bb, bbbb], negative example: [a, b, aaa, aab, abb, baa, bab, bba]"
a|b(a|b)+aaa(a)*,"positive example: [a, baaaa, baaaaa, baaaaaa, bbaaa, bbaaaa, baaaaaaaaa, bbaaaaaa, bbaaa, baa]

negative example: [b, bbb, aa, bbbaa, bab, abbaa, abbba, ba, baaa]"
(aba+aaa)*(a+b)*,"positive example:[, ab, abaaaa, abaaaaaab, abaaaaab, abaaaaabaaaaab, abaaaaabab, abaaaab, a, b, aba, ababa, abaaaaa, abaaaab, abaab]

negative example:[ba, baa, aa, bb, abb, aaaaab, abbb, abaaaabbb, bbaa, aaa, aaab]"
(a+b)*a*,"positive example:[, a, aa, ab, aba, abbba, aababab, aaaaa]
negative example:[ba, bab, bba, bbba, babaa, bbbbb]"
0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example: [ """", ""0"", ""00"", ""0000"", ""1"", ""11"", ""111"", ""101"", ""1011"", ""10101"", ""101011"", ""101101"", ""1001"", ""10011"", ""100111"", ""10011001"", ""011"", ""0111"", ""01110"", ""011011"", ""010110"", ""011001"", ""010"", ""0101"", ""010110"", ""01100"" ]

negative example: [ ""01"", ""10"", ""0001"", ""01101"", ""100"", ""110"", ""101010"", ""1010110"", ""1101"", ""0100"", ""1010101"" ]"
a*b*(ba+ab)*b*a*,"positive example: [abba, abaabba, abbaabba, aabbaa, abbaabaabba, abbaba, aaabbaabb, aabbaabba, baaabba]

negative example: [abbabba, ababab, aabb, aaabba, bbaba]"
(ab+ba)*(aa+ab+ba+bb)*,"positive example: [abaa, abbbaa, abababaa, abbaabb, abbabaabbaa, abbaabbaaa, abbabaabbaaababb]

negative example: [abaaa, abbaaaaa, abbaaabab, abababbb, ababbbabbb, abbbaabbaa, abaabaabbb]"
b*(aa+)*,"positive example: [aa, aaa, b, baa, baaa, bbaa, bbaaa, baaaa, bbaaaa, bbbaa, bbbaaa]
negative example: [a, ba, bab, aba, abaa, aab, ab, abaa, bbba, babaa]"
((a|b)*bb(a|b))|a*,"positive example: [a, aa, aaa, abba, abbb, bba, bbba, bbaaba, aaaaa]
negative example: [b, abab, baa, bbbb, babb, ab, abb, bbaa, bbbaa]"
((aaa)|(aba))*,"positive example:[, aaa, aba, aaaaaa, aaaabaaba, abaaba, aaaaaabaabaa]
negative example:[aa, aab, baa, bab, a, aaaaaaabaa, ab]"
(ab+ba)*(a+b)+(a+b)?,"positive example:[ab, abaabab, abab, abbaaabab, abbaab, abbaabaab, abbaabab, abbaababab, abbaabbaabab, abbbaabab, a, b, abba, bab, abb, baa]
negative example:[abbaabb, ababab, abbabab, bababa, abbaabba, ababbab, abbbaabba, abaa, bb]"
(a*|baa*),"positive example: [ """", ""a"", ""aa"", ""aaa"", ""ba"", ""baa"", ""baaa"", ""baaaa"" ]  
negative example: [ ""b"", ""ab"", ""abab"", ""bba"", ""bab"", ""abbaa"", ""aba"" ]"
(00|01|10|11|000|111|100|010|001|110|101|011),"positive example:[00, 01, 10, 11, 000, 111, 100, 010, 001, 110, 101, 011]  
negative example:[0000, 0010, 0011, 0100, 0110, 0111, 1000, 1010, 1011, 1100, 1110, 1111]"
(aa|bb)*aaa,"positive example: [aaa, aaaaa, aaaaaaa, bbaaa, aabbaa, bbaaabbbaa, aabbaaabbbaaa], negative example: [aa, bb, aabbb, bbbaa, aaabb, bbbaaa]"
(ab)*|(ba)*|(a(bb)*a),"positive example: [aa, ab, abab, abba, abbbba, ba, baba, a, abbba, bb, abbba, aba, b]
negative example: [abbb, bab, baa, aab, bbb, aaa, bbab, abb]"
(a*)|(a*b*),"Positive examples: [, a, aa, aaa, aab, ab, abb, abbb, b, bb, bbb]

Negative examples: [c, ac, abc, ba, ca, bac, bc]"
0*(0*1+0*1)*,"positive example: [0, 00, 0101, 1101, 01101, 00101, 101, 1001, 0010101]  
negative example: [01, 001, 10101, 0001, 0011101]"
(ab*ab*)*a*ba*,"positive example:[aba, aaba, ababa, ababaab, abababa, bab, abba, abababaaba, ababbaba, abbababa, b]  
negative example:[bb, a, aa, abab, abaa, abb, baa, ababababa, ababababab, ababaabaa]"
(a*(bb*))*,"positive example:[, bb, ab, aabb, abbabb, abb, abbb],  
negative example:[b, ba, bba, aa, aab, ababa]"
(001|10101|110)*,"positive example:[, 001, 110, 10101, 001001110, 1010111010101, 110110001, 00111010101]
negative example:[0, 1, 11, 101, 000, 111, 1100, 101010]"
(a|b)*abb((a|b)*b)*,"positive example:[aabbab, aaabb, aabbbab, abbab, abbb, abbaabb, baaabbab],
negative example:[aaa, bbb, aaba, abba, abaaa, abab, baaa]"
