Short Description,regex,Attempt Regex,ChatGPT Output
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0|(0|1)*|0,"positive example: [ ""0"", ""00"", ""01"", ""000"", ""011"", ""0010"" ], negative example: [ ""1"", ""10"", ""111"", ""100"", ""101"", ""1101"" ]"
even prefix,(ab|ba)*,(ab|ba)*(aa|bb)?,"positive example: [ab, ba, abab, baba, abba, baaa, ababab, bababb, abababaa, babaabab, ababaa, bababbba]  
negative example: [aa, bb, aab, abb, baa, bba, abaa, babb, bbbb, aaab, ababb, bababa]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))+(a*),"positive example: [""bbaa"", ""baaabbb"", ""baabbaa"", ""bbaabbaaaa"", ""bbbabba""]

negative example: [""a"", ""bbbb"", ""abab"", ""bbaaab"", ""bbbaba""]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*,"Positive example: [`""""`, `""a""`, `""aa""`, `""b""`, `""abab""`, `""aaaabaaa""`, `""abaaabbaa""`, `""ba""`, `""bab""`, `""baaab""`]  
Negative example: [`""bb""`, `""abbb""`, `""baaaab""`, `""babb""`, `""ababa""`, `""abba""`, `""aabab""`, `""bbbab""`, `""abaabb""`]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*(1+0+)*|1*(0+1+)*,"positive example: [ ""0"", ""1"", ""10"", ""01"", ""000111000"", ""111000"", ""000"", ""111"", ""01010"", ""10101"", ""000111000111"" ]  
negative example: [ ""10001"", ""01110"", ""000220"", ""abc"", ""1100"", ""0010"", ""1111"", ""0000"", ""10110"", ""01101"", ""1110001"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*,"positive examples: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""010101"", ""001100"", ""111000"" ]
negative examples: [ ""0102"", ""1101a"", ""01 01"", ""abc"", ""1100b1"", ""0011\0"", ""1 0"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|b*a*)+,"Positive example: [ ""a"", ""aa"", ""aaa"", ""ba"", ""bba"", ""abba"", ""aaaa"", ""b"", ""bbbaaa"", ""abaaa"" ]  
Negative example: [ """", ""bbb"", ""bbbbaa"", ""c"", ""abc"", ""bcb"", ""abab"" ]"
even prefix,(ab|ba)*,(aa|ab|ba|bb)*,"positive example: [aa, ab, ba, bb, aaab, baba, bbaa, ababbb, baab, bbbb]  
negative example: [aaa, abba, aab, aba, bab, bba, aaaa, bbaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a|(ba*b))*b+a*,"positive example: [ ""b"", ""ba"", ""baaaa"", ""bab"", ""babab"", ""babaa"", ""baab"", ""bbb"", ""baabb"", ""ba"", ""bbaaaaa"" ]  
negative example: [ ""a"", ""aa"", ""aaa"", ""ab"", ""babba"", ""bb"", ""bababba"", ""baaba"", ""abbb"", ""baaaaab"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b+(bb*|a*)*,"Positive example: [""abb"", ""aabbbb"", ""aa"", ""bbba"", ""aaaabb""]
Negative example: [""ba"", ""bbbba"", ""bab"", ""bbaa"", ""ababaab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*|b*)*(a)(a)(a)(a*),"positive example: [ ""aaaa"", ""aaaaaaaa"", ""baaaa"", ""bbbbbaaaa"", ""bbbbbaaaaaa"", ""aaaaaaa"" ]  
negative example: [ ""aaaaa"", ""bbbaaaaa"", ""aaab"", ""aaaaab"", ""abab"", ""bbbba"" ]  "
non isolated 'b',(a|(b*bb))*,((b(b*))|a)*,"Positive example: [a, b, ab, baa, bb, bbb, ababbb, bba, aa, abbbba]  
Negative example: [c, abc, bac, bbbac, aabb, bbbbaaabb, bbaac, bab]"
At least one a followed by one b,a+b,(a|b)*a*b,"Positive example: [ ""ab"", ""aab"", ""bab"", ""aaab"", ""babab"", ""aabab"" ]  
Negative example: [ ""aa"", ""bb"", ""ba"", ""baa"", ""a"", ""b"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba*)*,"positive example: [ """", ""ab"", ""b"", ""aba"", ""bab"", ""aab"", ""aaabbaa"", ""abab"", ""baaba"", ""babab"" ]  
negative example: [ ""aaa"", ""bb"", ""aa"", ""aaba"", ""bbb"", ""babaa"", ""abba"", ""ba"", ""abaabb"", ""bba"" ]  "
non isolated 'b',(a|(b*bb))*,((bb*)*a*)*,"Positive example: ["""" , ""a"", ""aa"", ""b"", ""bb"", ""bbb"", ""ba"", ""bba"", ""bbba"", ""abb"", ""babb"", ""bbabb"", ""bbbba"", ""bbabba"", ""bbaabbbb""]
  
Negative example: [""aaa"", ""bbbbaaabb"", ""bbbabab"", ""abab"", ""abaab"", ""bbaabbbabbab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa)*,"positive example: [aaa, baaaa, babaaa, aaaa, abaaaaa, baabaaa]  
negative example: [aa, b, ababab, baa, abba, bbb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a+b*a*|b*a*,"positive example:[a, aa, bb, ab, aaab, abaa, ba, bba, baa, aaa]
negative example:[bbaa, aab, bab, aabbaa, aba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|b(bb)*)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""bb"", ""abb"", ""abbbb"", ""bbbb"", ""bbbba"", ""abbbbab"" ]  
Negative example: [ ""ba"", ""aa"", ""bab"", ""bba"", ""bbbbbbabb"", ""babab"", ""abbabb"", ""bbab"", ""aab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*b*)*,"Positive examples: [`""""`, `""a""`, `""b""`, `""ab""`, `""aba""`, `""bab""`, `""aab""`, `""abb""`, `""aaabbb""`, `""baab""`]  
Negative examples: [`""bb""`, `""aabbaa""`, `""baa""`, `""abbba""`, `""baba""`, `""abab""`, `""baaa""`, `""aaabbab""`, `""babab""`]"
even prefix,(ab|ba)*,(ab|ba)*(aa|bb)*,"Positive example: ["""" ,""ab"", ""ba"", ""abba"", ""baba"", ""aabb"", ""bbaa"", ""ababaa"", ""baabba"", ""ababbb""]
Negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababab"", ""baabab"", ""aabaa"", ""bbabb"", ""aaabab"", ""abbbba""]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"positive example: [000, 100, 010, 001, 110, 011, 101, 111, 11, 00, 10, 01]  
negative example: [0000, 1110, 1010, 0101, 0011, 1011, 00000, 1001, 1111, 0100, 1100, 0010]  "
non isolated 'b',(a|(b*bb))*,(b(b*)|a)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aab"", ""bbaa"", ""bbbb"", ""aba"", ""bab"" ]  
Negative example: [ ""aaa"", ""ba"", ""aabb"", ""bba"", ""abba"", ""abb"", ""babab"", ""bbbbba"" ]"
non isolated 'b',(a|(b*bb))*,(a*|(b*bb*)*)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""bbb"", ""abab"", ""bba"", ""aaaa"", ""bbbbbb"", ""bababab"" ]  
Negative example: [ ""ba"", ""babababbbba"", ""baaa"", ""ababba"", ""aaaaab"", ""bbabbabbba"", ""bbabb"", ""bbaa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*,"positive example: [ ""1"", ""0"", ""101"", ""010"", ""110"", ""00110"", ""111000111"", ""001001"", ""000111000111"" ]  
negative example: [ ""0110"", ""1001"", ""1101"", ""1010"", ""0101"", ""1110001"", ""00011000"", ""101001010"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)+(0*1*0*),"positive example: [ ""1"", ""0"", ""101"", ""010"", ""1101"", ""0010"", ""111110011"", ""001100"", ""101010"" ]  
negative example: [ ""00"", ""11"", ""000"", ""111"", ""10001"", ""01010101"", ""000111"", ""1100011"" ]  "
Every b followed by two or more a's,(a|baa)*,(a)*(b|aa|a*)*,"Positive examples: [`""aabb""`, `""aa""`, `""aaaa""`, `""b""`, `""aaaaabaaa""`, `""""`, `""aaaaaa""`, `""ababaa""`]  
Negative examples: [`""ba""`, `""abbb""`, `""bb""`, `""aab""`, `""bbb""`, `""bba""`, `""abbaa""`, `""aaabbb""`]"
At least one a followed by one b,a+b,(a|b)*,"Positive example: [a, b, aa, bb, ab, ba, aaa, bbb, abab, baba, aab, bba, aba, bab, """"]
Negative example: [c, ac, bc, abc, cab, aac, bcc, acc, cca, cba, cbb, bac, cb]"
even prefix,(ab|ba)*,((a|b)(a|b))*,"positive example: [ """", ""aa"", ""bb"", ""abab"", ""baba"", ""aabb"", ""bbaa"" ]  
negative example: [ ""a"", ""b"", ""aaa"", ""bbb"", ""ab"", ""ba"", ""aab"", ""abb"" ]"
At least one a followed by one b,a+b,[ab]*[a][b][ab]*,"Positive example: [ab, ababab, aab]
Negative example: [aa, bbb, baa]"
Odd number of b's,(a*ba*b)*a*ba*,(a|b|bb)+,"positive example: [ ""a"", ""b"", ""bb"", ""ab"", ""ba"", ""bba"", ""aab"", ""bbb"", ""babab"", ""bbab"", ""aabb"" ]  
negative example: [ ""aaa"", ""bbbba"", ""abb"", ""bababba"", ""bbbb"", ""abbab"", ""bbba"", ""bbaa"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*,"Positive example: [ ""0"", ""1"", ""01"", ""001"", ""111"", ""000111"", ""10101"" ]  
Negative example: [ """", ""2"", ""0112"", ""01a"", ""0 1"", ""01_"", ""10.01"" ]  "
first and third,a(a|b)a(a|b)*,a(a|b)+a(a|b)*,"positive example: [aaa, aaba, ababaa, abbbaa, aabaaa]  
negative example: [aa, ab, abb, aabaa, baa]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)*(a|b)*(bab)*,"Positive example: [ ""bab"", ""baba"", ""babbab"", ""babab"", ""bababab"", ""bababbab"", ""a"", ""b"", ""bababa"" ]  
Negative example: [ ""ba"", ""bb"", ""babbbb"", ""abbab"", ""baa"", ""bababaa"", ""ababab"", ""babaa"" ]"
non isolated 'b',(a|(b*bb))*,(((b*bb*)|a)?)*,"positive example: ["""", ""a"", ""b"", ""bb"", ""ab"", ""ba"", ""abba"", ""bbba""]
negative example: [""aab"", ""bbbba"", ""bab"", ""bbbbbbbac""]"
Every b followed by two or more a's,(a|baa)*,(a)*((b|aa)*a*)*,"Positive example: ["""", ""a"", ""aa"", ""b"", ""ab"", ""aab"", ""aaa"", ""abab"", ""aabb"", ""aaaabab"", ""bbaaa"", ""baa"", ""aaaaaaa""]

Negative example: [""ba"", ""babab"", ""bbaa"", ""aaaabbb"", ""ababaa"", ""bb"", ""bba"", ""aabaa"", ""aabbb"", ""bbbb""]"
At least one a followed by one b,a+b,a+b+,"Positive example: [`ab`, `aab`, `abb`, `aaabbb`, `aabb`]  
Negative example: [`a`, `b`, `aa`, `bb`, `aabba`]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*aaa*,"positive example: [aaa, baaa, abaaa, aaaa, bbbaaa]  
negative example: [baa, abba, bba, bbb, abab]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(a|b)*(a|b)*a{3,}","Positive example: [aaa, aaaa, baaaa, bbaaaa, ababaaa]  
Negative example: [ab, aaaabba, bbb, ba, ababab] "
Odd number of b's,(a*ba*b)*a*ba*,b*((a|b)*(a|b)*)*,"Sure! Here's the result:

Positive example: [b, bb, baa, bab, baab, bbb, babb, baaab, bbaab]  
Negative example: [a, ab, abb, aabbb, abaa, abab, aaab, baaa, bbba]"
Length 1 or More,(0|1)(0|1)*,(1|0)*|(0|1)*,"positive example: [111, 000, 10101, 01010, 1, 0, 110, 1001]  
negative example: [10, 01, 101, 010, 11, 00, 0001, 1110]"
Odd number of b's,(a*ba*b)*a*ba*,(a|ab)*(a|ba)*(b|a)*,"positive examples: [ ""a"", ""ab"", ""aba"", ""abab"", ""aa"", ""ba"", ""b"", ""abababa"", ""abbaa"", ""aababa"" ]  
negative examples: [ ""c"", ""abc"", ""bbbaa"", ""abba"", ""aaaab"", ""abacab"", ""baba"", ""aaaabb"", ""abb"", ""baaaab"" ]  "
At least one a followed by one b,a+b,a*b+,"Positive example: [ ""ab"", ""aab"", ""b"", ""aaab"", ""bbbb"" ]  
Negative example: [ ""a"", ""aabbb"", ""abb"", ""aaa"", ""ba"" ]  "
Every b followed by two or more a's,(a|baa)*,(a|b(aa*))*,"```plaintext
positive example: [ """", ""a"", ""b"", ""ba"", ""baa"", ""baaa"", ""aba"", ""abaa"", ""baabaa"", ""ababaa"", ""bbaaa"" ]
negative example: [ ""c"", ""bb"", ""bab"", ""bac"", ""aa"", ""baba"", ""bbaa"", ""abbb"", ""baaab"", ""baab"" ]
```"
At least one a followed by one b,a+b,a*b*,"positive example: [a, b, aa, bb, ab, aab, abb, aabb, aaa, bbb]  
negative example: [ba, baa, bab, bbaa, baba, abab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*1*,"positive example: [ ""1"", ""01"", ""001"", ""10"", ""101"", ""010"", ""1101"", ""00010"", ""00101"", ""0111"" ]  
negative example: [ ""0"", ""00"", ""111"", ""100"", ""000"", ""1111"", ""110"", ""0001"", ""00110"", ""1010"" ]"
even prefix,(ab|ba)*,((ab)|(ba))*|(a|b)(a|b)*,"```plaintext
positive example: [ab, ba, abab, baba, a, b, aa, bb, abababab, aba, bab, abaa, bbba, aab, aaa]
negative example: [baa, abba, bbbb, abc, cab, aabbb, bbaaa, c, bac, caa, abac, abbc, bacb]
```"
non isolated 'b',(a|(b*bb))*,(a|(b*bb*))*,"Positive example: [ ""a"", ""bb"", ""ab"", ""aab"", ""bbaa"", ""abab"", ""bbb"", ""ba"", ""aaaa"", ""bbbbb"" ]  
Negative example: [ ""b"", ""abbab"", ""baba"", ""aaaab"", ""bbaab"", ""babab"", ""abba"", ""bbbbabba"", ""abbb"", ""ababab"" ]"
non isolated 'b',(a|(b*bb))*,(ab|ba|b|a)*,"positive example: [ab, ba, b, a, abab, baba, bbbb, aaab, abba, aba, baa, baaab]  
negative example: [abb, baab, bb, aaa, babab, aab, abbb, bba, aa, ababababa]  "
Odd number of 1s,0*10*(10*10*)*,((0|1))*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""0011"", ""010101"", ""111000"", ""0"" ]  
negative example: [ ""2"", ""01a"", ""1112"", ""002"", ""1100x"", ""a0b1"", ""01 01"", ""01 0"", ""0 1"", "" "" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa),"positive example: [aaa, aaaa, baaa, bbbaaa, abababaaa, aabaabaabaabaa]  
negative example: [aa, bbb, bbbaaab, babababaa, abaabaaa]  "
non isolated 'b',(a|(b*bb))*,(bb)*(a|b)*(bb)*,"Positive examples:  
[""bb"", ""bbb"", ""a"", ""b"", ""abba"", ""bbab"", ""bbbb"", ""bba"", ""bbbabb"", ""b""]  

Negative examples:  
[""abbb"", ""ba"", ""bbaabb"", ""bbbba"", ""bbabb"", ""abbba""]  "
even prefix,(ab|ba)*,(a+b|b+a)*,"Positive examples: ["""", ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""baab"", ""ababba"", ""bababa"", ""baabab""]
Negative examples: [""aa"", ""bb"", ""aab"", ""abb"", ""bbaa"", ""aabb"", ""babab"", ""abbaab"", ""aaa"", ""bbb""]"
At least one a followed by one b,a+b,(a|b)*(ab),"Positive example: [ab, aab, bab, abab, baab, aababb, ababbbab]  
Negative example: [a, b, aa, bb, aba, baa, abbba]"
even prefix,(ab|ba)*,(aa|ab|ba|ba)*,"Positive example: [ ""aa"", ""ab"", ""ba"", ""ba"", ""aaab"", ""ababaa"", ""babaab"", ""baaa"", ""aaabab"", ""bababa"" ]  
Negative example: [ ""a"", ""b"", ""aaa"", ""bbbb"", ""ababab"", ""aaba"", ""bb"", ""aab"", ""baa"", ""aba"" ]"
At least one a followed by one b,a+b,(aa*b)*,"positive example: [b, ab, aab, aaaaaab, bab, aabaaaaab]
negative example: [a, ba, aa, aaa, bb, aaab]"
non isolated 'b',(a|(b*bb))*,(a|((b|bb)+))*|a*,"positive example: [a, aa, aaa, b, bb, bbb, ab, abb, aab, aaabb]
negative example: [aba, bab, bba, baaa, abab, bbbabab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(0*1*)*0*,"positive example: [ """", ""0"", ""1"", ""00"", ""01"", ""001"", ""000"", ""011"", ""0011"", ""0001"", ""00011"", ""00001"", ""000111"", ""000011"", ""10"", ""100"", ""0000"" ]  
negative example: [ ""10"", ""101"", ""110"", ""111"", ""0101"", ""1001"", ""1010"", ""1111"", ""1100"", ""0110"", ""10110"", ""11101"", ""11100"" ]"
At least one a followed by one b,a+b,(a*)+b,"positive example: [ ""ab"", ""aab"", ""aaab"", ""b"", ""aaaab"" ]  
negative example: [ ""a"", ""aa"", ""aaa"", ""ba"", ""aba"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*1*0)*|(1*(10)*0*1)*,"positive example: [ ""010"", ""101"", ""01010"", ""0100101"", ""110"", ""1001"", ""00110"", ""000011100"", ""11101"", ""110110"" ]  
negative example: [ ""001"", ""1010"", ""000100"", ""0110"", ""11100"", ""0101"", ""10100"", ""0100010"", ""100"", ""1100"" ]"
even number of 1's,(0*10*10*)*|0*,0*(0*1+)*0*,"positive example: [ ""0"", ""1"", ""01"", ""001"", ""10"", ""010"", ""011"", ""0010"", ""00110"", ""0101"", ""1"", ""111"", ""00101"" ]  
negative example: [ ""11"", ""100"", ""0001"", ""00111"", ""1010"", ""110"", ""1110"", ""00001"", ""1001"", ""001010"", ""10010"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa)+,"Positive example: [aaa, aaaaaa, baaa, bbaaaaaa, aaabaaaaaa]  
Negative example: [aa, bbba, baaab, baabaaa, ababababab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa)*,"Positive example: [ ""aaa"", ""aaaaaa"", ""baaa"", ""bbaaaaaa"", ""abbbaaa"", ""aaaabaaa"", ""bababaaa"" ]  
Negative example: [ ""a"", ""b"", ""bb"", ""ab"", ""aa"", ""baab"", ""abaaaab"" ]"
even prefix,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*,"Positive example: [ ""aa"", ""bb"", ""aabbaa"", ""ab"", ""ba"", ""abab"", ""baba"", ""aaaabb"", ""bbaaab"", ""ababaa"", ""bbaa"", ""aba"", ""abababab"" ]  
Negative example: [ ""a"", ""b"", ""ababababa"", ""abba"", ""aaaaabb"", ""bbb"", ""abbb"", ""baaa"", ""aabab"", ""bbab"", ""aaabbbba"" ]"
even prefix,(ab|ba)*,(ab)*(ab|ba|aa|ab)*,"Positive example: [""ab"", ""abab"", ""ababa"", ""ababab"", ""ababbaaa""]
Negative example: [""a"", ""b"", ""ba"", ""abaa"", ""abababab""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,([ab]*(baa)*[ab]*)*b,"positive example: [b, ab, bab, aab, baab, abaa, abaab, babaaab]
negative example: [a, bb, aabb, abba, abbb, baabbaa, bbbaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*|1*(0+1+)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""0011"", ""1100"", ""111000"", ""000111"", ""011"", ""1001"" ]  
negative example: [ ""0110"", ""1000"", ""1010"", ""0101"", ""0001100"", ""1110011"", ""101101"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a|b)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aaa"", ""abab"", ""baba"" ]  
Negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aabca"", ""bcb"", ""cab"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa*,"Positive example: [baaaa, bbaaaa, ababaaa, abbaa, baa, bbbaa]

Negative example: [aa, babaa, abaaa, aaaaab, bbb, abaaaaaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,"Positive example: [ ""0"", ""1"", ""000"", ""111"", ""101"", ""11011"", ""0001000"", ""111000111"", ""01"", ""10"" ]  
Negative example: [ ""001"", ""1100"", ""1010"", ""0001"", ""10001"", ""1110"", ""010"", ""1000"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,b|(b|bbb|bbab|babb|a)*,"positive example: [b, babb, bbb, babbab, babba, bbab, abbb]
negative example: [aa, baaa, bbbbbbba, bbba, babbaab, bababa, abab]"
Three Choices (Regex),001|1010|110,1*0*01*0*,"Positive example: [ ""1010"", ""100"", ""001"", ""111010"", ""100100"" ]  
Negative example: [ ""110"", ""0100"", ""0001"", ""1110"", ""000"" ]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0)*|1((00*1)|1)*,"Positive example: [ """", ""0"", ""00"", ""000"", ""1"", ""11"", ""111"", ""0011"", ""1100"", ""01"", ""10"", ""11100"", ""00011"", ""110011"" ]  
Negative example: [ ""01"", ""10"", ""110"", ""001"", ""1001"", ""1010"", ""0010"", ""102"", ""1102"", ""0101"" ] "
Odd number of 1s,0*10*(10*10*)*,((0*)1(0*))+,"positive example:[10, 10001, 01, 0001000, 101010]
negative example:[00, 11, 001, 010, 100]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a+|(a|b)*,"Positive examples: [`a`, `aa`, `aaa`, `b`, `ab`, `ba`, `bb`, `aab`, `aba`, `bba`]

Negative examples: [``, `c`, `ac`, `bac`, `cab`]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,b|(a*b*)*aaa,"Positive example: [b, aaaa, aaabaaa, aaabaaabaaa, abbbb, abbaaabbbbaaa]  
Negative example: [a, aaa, ab, bb, aabaaa]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*a*)*,"positive example: ["""", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""aba"", ""aab"", ""baba"", ""aabaa""]  
negative example: [""bb"", ""bbb"", ""abb"", ""bab"", ""aabb"", ""baab"", ""bbaa""]"
even prefix,(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,"positive example: [aa, bb, aaaa, bbbb, abab, baba, baab, abba, aabb, ab, ba, aabbab, babaab, babba, aaabba]
negative example: [a, b, aaa, bba, aba, abaab, baa, babab, b, baaabba, aaba, abbb, bbba, aaaabb, abb]"
first and third,a(a|b)a(a|b)*,(a)(a|b)*,"Positive example: [ ""a"", ""aa"", ""ab"", ""aaa"", ""aab"", ""abab"", ""aaba"" ]  
Negative example: [ """", ""b"", ""ba"", ""bb"", ""baa"", ""bab"", ""baba"" ]"
At least one a followed by one b,a+b,(a|b)*b,"positive example: [b, ab, bb, aab, abb, abab, bab]  
negative example: [a, aa, ba, aba, aaa, baa, a]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*[baa][ab]*b,"Positive example: [baab, aabaab, ababaab]  
Negative example: [aaa, baa, abbab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|ba*)+b,"positive example: [ab, bab, baab, baaab, aab, aabbb]  
negative example: [a, baa, baaa, b, bbaa, aabaa]"
even prefix,(ab|ba)*,((ab)|(ba))*((a|b)(a|b))*,"Positive example: [ab, baba, abab, baab, ababaa, babaabbb, aabb, ababbbba]  
Negative example: [aaa, bbb, ababababa, ababbbb, aabbbabb, bbabaa, aaaaa, bbbbb]"
even prefix,(ab|ba)*,(ab|aa|bb|ba)*(a+b)*,"positive example: [ ""abab"", ""aaa"", ""bba"", ""abbaa"", ""abbab"", ""abaaabab"" ]  
negative example: [ ""aaaab"", ""babab"", ""abababbb"", ""baabaa"", ""bbba"" ]  "
At least one a followed by one b,a+b,a+b*,"positive example: [ ""a"", ""ab"", ""abb"", ""aab"", ""aabb"", ""aaab"", ""aaabb"" ]  
negative example: [ ""b"", ""bb"", ""ba"", ""baab"", ""abbab"", ""bba"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b))|((a|b)a*ba))*,"positive example: ["""" ,""a"", ""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""bba"", ""abab"", ""aabab"", ""babab"", ""abababab"", ""baaab"", ""aababaa"", ""baabaa""]
negative example: [""aaa"", ""bbb"", ""aa"", ""abb"", ""bab"", ""bbbb"", ""baab"", ""aabb"", ""bbba"", ""bbaa"", ""abaa"", ""bababba"", ""abababba"", ""aaab""]"
Odd number of 1s,0*10*(10*10*)*,0*1(11)*(0|1)*,"positive examples: [01, 011, 0110, 0110, 01111]
negative examples: [10, 1, 00, 110, 111]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?))*,"Positive example: ["""", ""a"", ""ba"", ""baba"", ""bba"", ""abab"", ""aa"", ""babab"", ""ababa"", ""aba""]
Negative example: [""b"", ""bb"", ""abb"", ""bab"", ""babb"", ""abbaba"", ""bbaabaa"", ""baab"", ""aabb"", ""bbb""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a(a)*|(ab)*b*a*,"Positive example: [ ""a"", ""aa"", ""aaa"", ""ab"", ""abab"", ""abba"", ""ababba"", ""abbbbbba"", ""bbba"", ""ababa"" ]  
Negative example: [ ""b"", ""ba"", ""bbb"", ""aab"", ""aabb"", ""abbaaa"", ""abababbb"", ""abbb"", ""babab"", ""bba"" ]  "
Every b followed by two or more a's,(a|baa)*,a*(b+aaa*)*,"Positive example: [a, aa, aaa, b, ab, abaaa, abba, aaab, aaaaabaaa]
Negative example: [abbb, ba, aab, bab, bb, abab, bba]"
even prefix,(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,"Positive example: [ ""aa"", ""bb"", ""abab"", ""bbaa"", ""aabbaab"", ""bbaabbab"", ""abbaab"", ""ababaa"", ""aabbba"", ""babab"" ]  
Negative example: [ ""aaa"", ""bbb"", ""aab"", ""babba"", ""ababaab"", ""aaab"", ""baaa"", ""babb"", ""a"", ""b"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(((a|b)+)+)aaa,"positive example: [ ""aaa"", ""baaa"", ""abaaa"", ""bbaaa"", ""ababaaa"" ],  
negative example: [ ""ab"", ""aab"", ""abb"", ""baaab"", ""cbaaa"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*(b|ba))*,"positive example: ['b', 'ba', 'bab', 'baab', 'abab', 'babab', 'babba']
negative example: ['a', 'bb', 'baa', 'ababab', 'baaa', 'abba']"
