Short Description,regex,Attempt Regex,ChatGPT Output
Length 1 or More,(0|1)(0|1)*,0*,"positive example: [0, 00, 000, ]
negative example: [1, 01, 10, 11]"
Odd number of 1s,0*10*(10*10*)*,1(1?)|0*,"Positive example: [ ""1"", ""11"", ""0"", ""00"", ""000"", ""0000"" ]

Negative example: [ ""10"", ""110"", ""101"", """", ""111"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0*1+)*|(0+1*0+)*,"Positive example: [ """", ""1"", ""0"", ""01"", ""10"", ""1001"", ""111"", ""001"", ""010"", ""1110"", ""00100"" ]

Negative example: [ ""1100"", ""0011"", ""1010"", ""1111"", ""000"", ""11"", ""0101"", ""10101"", ""01101"", ""100011"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*([b](bb)*)a*)?,"Positive example: ['a', '', 'ba', 'aba', 'b', 'bb', 'aa', 'abba', 'abbaaa', 'abbb', 'bbbb', 'abb', 'baaa']

Negative example: ['ab', 'bba', 'aab', 'bab', 'babab', 'aabb', 'abab', 'bbbbba', 'abaa', 'abbaa', 'bbab']"
even prefix,(ab|ba)*,(ab+aa+bb+ba)*(a+b)*,"Positive example: ["""" , ""ab"", ""aaa"", ""bb"", ""baa"", ""abab"", ""abba"", ""baab"", ""babaa""]

Negative example: [""bbaa"", ""bbb"", ""b"", ""aab"", ""abbaaa"", ""abaa"", ""bbbb""]"
Odd number of b's,(a*ba*b)*a*ba*,((b)(a)+)|((bbb)+(a)*),"positive example: [ba, bba, bbbaaa, bbb, bbbaa, bbbba, baaa, bbba]

negative example: [b, a, bbbbbb, bab, ab, bbbab, bbbbaa, bbab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a*b*a+)|(a+b*a*),"positive example: [aa, aab, aba, baa, ab, a, b, aabaaa, abab, baa, aabaa]

negative example: [bbb, abb, bbbaba, bb, baba, bbba, abba, aaaab, baaba]"
non isolated 'b',(a|(b*bb))*,(a+b)*b*(a+b)*,"positive example: [aaab, aabba, bbab, aabbaa, bbb, ababa]
negative example: [baa, aa, ababb, babba, baab, bbaa]"
Every b followed by two or more a's,(a|baa)*,(b)+(a)+(a)*,"positive example: [ ""ba"", ""bbaa"", ""bbbaaa"" ]

negative example: [ ""aab"", ""b"", ""abb"" ]"
even number of 1's,(0*10*10*)*|0*,1(0*|1)1,"positive example: [101, 11, 1001]  
negative example: [10, 1111, 00]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(aa|bb|ab|ba)*a{3,}","Positive examples: ['aaa', 'aaaa', 'bbaaabbaa', 'ababaaa', 'baaaa', 'abbbbaaaa']

Negative examples: ['a', 'aa', 'ababab', 'bba', 'abba', 'bab']"
Three Choices (Regex),001|1010|110,0*1*0*1*,"Positive example: ['01', '001', '010', '110', '011', '00011', '1110', '000110']

Negative example: ['10', '1001', '1101', '1010', '11110', '10001', '1011', '1100']"
Three Choices (Regex),001|1010|110,(0|1)*01(0|1),"positive example: [010, 101, 0001, 1100, 0101, 011, 1010]

negative example: [00, 11, 001, 1110, 0100, 1011, 110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)a*|b*aaa*,"Positive examples: ['a', 'b', ' aa', 'aaaa', 'baa', 'baaa', 'bbaaa', 'bbbbbbbaaa', 'aaa']

Negative examples: ['ab', 'bb', 'aba', 'abba', 'baab', 'baba', 'abb', 'bbaa', 'bbbb']"
Three Choices (Regex),001|1010|110,(001)|(10101)|(110),"positive example: [001, 10101, 110]  
negative example: [000, 101, 011, 0000, 1111]"
even number of 1's,(0*10*10*)*|0*,0*1+0*1+0*,"positive example: [""1101"", ""01010"", ""111"", ""101010"", ""1001""]  
negative example: [""0000"", ""1111"", ""1011"", ""0100"", ""1110""]"
Every b followed by two or more a's,(a|baa)*,a*|(b*aa)*,"Positive examples: ["""", ""a"", ""aaa"", ""bb"", ""bbbaa"", ""bbaaaa"", ""aa"", ""babbabaa"", ""baa""]

Negative examples: [""b"", ""ab"", ""aba"", ""bac"", ""ba"", ""bab"", ""bbbbab"", ""aab"", ""baaa""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab(ab|aa|ba|bb)*(aaa)*,"positive example: [ab, abaa, abab, ababbaaa, abbaaaa, abbbbaaa]
negative example: [aba, abaaa, aabb, baa, aa, aaa]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0)*(1+0+1)*)*,"positive example: [ """", ""0"", ""00"", ""1"", ""111"", ""0101010"", ""1010101"", ""01"", ""10"", ""000111000"", ""111000111"" ]
negative example: [ ""01a"", ""1102"", ""abc"", ""001210"", ""0110102"", ""0001110102"", ""111000201"", ""011 1"", ""0 00"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(aa*)|(bb)*b|a+,"Positive example: ['a', 'aa', 'aaa', 'b', 'bb', 'ab', 'aab', 'aaab', 'aaa', 'bbbb', 'ba', 'a']

Negative example: ['bbb', 'aaaa', 'bab', 'aaaba', 'bba', 'bbba', 'bbbaa', 'baaa', 'abba', 'aabbaa']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*b*a*aaa,"positive example: [aaa, aaaa, baaa, abaaa, aabaa, aabaaa]  
negative example: [a, b, aba, baa, aabaa, abba]"
Odd number of 1s,0*10*(10*10*)*,(((1*)+)+)|0*,"positive example: ['1', '11', '111', '0', '00', '000', '01', '10']
negative example: ['1100', '0011', '1010', '1110', '10001', 'abc']"
non isolated 'b',(a|(b*bb))*,a*(b+a)*(bb)*(bbb)*(b+a)*,"Positive example: [ ""abbb"", ""aaa"", ""bbb"", ""abbba"", ""aabbbaa"" ]

Negative example: [ ""babb"", ""baab"", ""bbba"", ""ababa"", ""abbbb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(b(a*)(b(a*)b))*,"Positive example: ['a', 'ababb', 'aa', 'aaabbabb', 'abaaaabbabaaabb', 'abab', 'aabaaaababbb']

Negative example: ['b', 'abb', 'ba', 'abababb', 'babab', 'aaaab', 'aaabbb']"
even number of 1's,(0*10*10*)*|0*,0*1(0|1)*,"positive example: [ ""01"", ""0011"", ""1001"", ""011"", ""0001"" ], negative example: [ ""10"", ""110"", ""000"", ""1010"", ""1110"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b|(a|ba*b)*,"positive example:[b, ab, aab, aaab, aba, baa, babb]
negative example:[ba, bb, aa, aaaa, ababab, bbba, abb]"
Odd number of 1s,0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)*|0*,"Positive example: ['0', '00', '11', '111', '1111', '', '1', '11111', '110', '10', '101', '1011', '10110']
Negative example: ['2', '01', '11010', '1111110', '11111a', '123', 'abc', '001', '11102', '1101', '010', '1111101']"
Length 1 or More,(0|1)(0|1)*,1*,"positive example:[1, 11, 111],negative example:[, 0, 10, 01]"
even prefix,(ab|ba)*,(a+b+a+b+)*,"positive example: [ab, abab, ababab, aabbab, abababab]
negative example: [aa, bb, aab, bba, abba]"
non isolated 'a',(b|(a*aa))*,(b*aa*b*)|(b*a*ab*),"Positive example: ['baa', 'aa', 'ab', 'baab', 'bba', 'aab', 'babab']  
Negative example: ['b', 'bbb', 'a', 'baaa', 'bbab', 'abba', 'ba']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|ba|aa|bb)*aaa,"positive example: [abaaa, baaaa, aaa, bbaaa, aaabbaa, abbaaa]  
negative example: [abab, baab, bbaa, bba, abaab, aaba]"
Odd number of b's,(a*ba*b)*a*ba*,((a|bb)*ba*(a|bb))*,"positive example:[abba, abbaabba, ababbbba]
negative example:[baa, bbaba, abbbba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b+aaa)*,"positive example: [ ""a"", ""b"", ""aaa"", ""baaa"", ""bbaaa"", ""abaaa"", ""ababaaa"" ]

negative example: [ ""c"", ""bb"", ""ab"", ""aab"", ""baa"" ]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(b+a)*,"Positive examples: ['bbb', 'ab', 'abb', 'aab', 'aabb', 'bbbb', 'aaabbbbbb', 'aaa', 'bbbaa', 'abbbba']

Negative examples: ['bbaa', 'baa', 'bbbaaab', 'aaaabba', 'ba', 'abba', 'aba', 'abbab', 'bbaba', 'babab']"
even number of 1's,0*(10*1)*0*,0*1*,"positive example:[01, 0011, 111, 0001, 1100, 000, 11100]
negative example:[010, 100, 1100, 11101, 1010]"
Every b followed by two or more a's,(a|baa)*,"[a-b](ba{2,})?","positive example:[ab, abaaa, bbaa, abaa]
negative example:[aaa, bba, aa, bb]"
non isolated 'b',(a|(b*bb))*,a*(b*b)a*,"positive example: [bba, abba, bbba, abbba, aaabba]
negative example: [bbb, aaabbb, aabaa, abaa, bbbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(ab)*,"positive example:[ab, abab, ababab]
negative example:[a, b, aa, bb, ba, aba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a(a|b)aaa*,"positive example:[aaaaa, abaaa, aaaaaaa]
negative example:[aabaa, aaaab, baaaaa]"
non isolated 'a',(b|(a*aa))*,b*(a*a*)*b*,"Positive example: ['b', 'aa', 'bbb', 'aab', 'aabb', 'aaa', 'bb', 'baab', 'bbaa']

Negative example: ['abab', 'baba', 'ab', 'ba', 'aabbbab', 'a', 'abbb']"
first and third,a(a|b)a(a|b)*,a+(a+b)+a+(a+b)*,"positive example: [aaaab, aabaa, aaabab, abaabaa]
negative example: [aa, abba, bbaa, baa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)(aaa+),"positive example:[aaaaa, abbbaaa, baaaa]
negative example:[aaab, aabaaaa, bbbaaaba]"
even number of 1's,(0*10*10*)*|0*,(1|01*0)*,"positive example: [ """", ""1"", ""0"", ""101"", ""010"", ""0110"", ""01010"", ""011010"", ""101010"" ]

negative example: [ ""11"", ""00"", ""100"", ""110"", ""001"", ""1010"", ""01111"", ""0001"", ""1110"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb+|a*|bab)*,"positive example: [ab, abbb, aaab, bba, aba, aabbabb, aabbbb, a, bb, aabaa]
negative example: [ba, babab, abbab, bbbbab, aabbb, aaa, bbaab, bbabba, abbabbb, abbaa]"
even number of 1's,(0*10*10*)*|0*,(1|01*0),"positive example:[1, 010, 0010, 0110]
negative example:[0, 11, 0001, 110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b){3}(a|b)*aaa+)|(aaa*),"positive example:[aaa, aaaaa, bbaaaa, abaa, aa, aaaab]
negative example:[abaaab, aabb, bbb, bbbaaa, aabaaa, b]"
4 | #0,1*(01*01*01*01*)*,1*(1*01*01*01*01*01*)*,"positive example: [000000, 001, 10001, 100100, 1111001100]
negative example: [10011, 011, 110000111, 10101, 220]"
Odd number of 1s,0*10*(10*10*)*,(0*|(1(11))*)+,"Positive example: [ ""0"", ""11"", ""1111"", ""0"", ""111111"", ""011"", ""111111111"", ""000"", ""111"" ]

Negative example: [ ""10"", ""01"", ""1101"", ""110"", ""1110"", ""010"", ""0001"", ""11111"" ]"
first and third,a(a|b)a(a|b)*,aaa|(a+b)*|aba(a+b)*,"positive example: [ ""aaa"", ""abaaaa"", ""b"", ""abab"", ""ababaa"" ]  
negative example: [ ""aaaa"", ""ababab"", ""baaa"", ""ab"", ""aabaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*b+a*,"positive example: [abbba, aaa, aabbbbaaaa]
negative example: [aab, bb, bba]"
Every b followed by two or more a's,(a|baa)*,a*(b*aa)*,"positive example:[aaaa, aa, aaaaa, abaa, abaaaabaaa],negative example:[baaa, baba, abaaab, bb]"
Length 1 or More,(0|1)(0|1)*,1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*,"positive example: [10010010010010, 11110000011110, 1010101010101010, 1111000001110000111100001110000, 100100]
negative example: [110101010101011, 10001100100100, 1010101010101110, 000011110000, 1111100010010101]"
non isolated 'b',(a|(b*bb))*,(a|b)*b*bb*(a|b)*,"positive example: [abb, bbb, abaaaab, ba, aaabbbb, bb]
negative example: [babba, aabbaa, baab, abbaabba, bbbbba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(10)*)*,"Positive example: [ """", ""01"", ""10"", ""0110"", ""010101"", ""101010"", ""01011010"" ]
Negative example: [ ""011"", ""100"", ""1100"", ""001"", ""111"", ""10101"" ]"
even number of 1's,(0*10*10*)*|0*,(0*1(0*10*110*)+)|0*,"positive examples:[0, 1, 0110, 001001100, 0001, 0000, 010110]
negative examples:[110, 1010, 000110, 001100, 01101, 010, 10011]"
even number of 1's,(0*10*10*)*|0*,(0*1+)*,"positive example:[1,01,001,011,0001,010,0011,0000,101,111]
negative example:[10,110,100,1010,1110,0010,0101,0110,1011,1100]"
even prefix,(ab|ba)*,(b*ab*ab*)*,"positive example:[baaab, abba, abb]
negative example:[bbbaaa, aa, babab]"
Every b followed by two or more a's,(a|baa)*,(a|abb+)*,"positive example: [ """", ""a"", ""aa"", ""abb"", ""aabb"", ""abbb"", ""abba"", ""abbabb"" ]

negative example: [ ""b"", ""ab"", ""abbba"", ""bab"", ""bba"", ""bb"", ""abbbba"" ]"
non isolated 'b',(a|(b*bb))*,(b*bb*)|a,"positive example:[a, bb, bbb, ab, ba, bbba]
negative example:[aaaa, aab, bba, aa, bbbb]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a(a)*|(a*b*),"positive example: ['a', 'aa', 'aab', 'ab', 'b', 'aabaa', 'bb', 'aaa', 'aabbb']
negative example: ['ba', 'bbba', 'baa', 'abba', 'baaa', 'baaab', 'bbb', 'bbbaa', 'bba']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*|a*(baaa)a*,"positive example: [aaaa, baaa, aabaaa, aaaaabaaaa, bb]

negative example: [abaaa, aab, baaaa, aaaabaa, baaaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*)*,"positive example: [ """", ""aba"", ""aaab"", ""ba"", ""bab"", ""ababaaab"", ""aaabaa"", ""abaaa"", ""abababaa"" ]

negative example: [ ""aaa"", ""abb"", ""babaa"", ""bba"", ""aaaa"", ""aababa"", ""abaa"", ""bbb"", ""bb"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*|a*a*|b*b*|b*a*)(a{3}),"positive example: [aaabaaaa, bbbbbbbbaaa, aaaaa, bbaaabaaa]  
negative example: [abababaa, aa, bbba, baaabb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab|aaa*,"positive example: ['ab', 'aaa', 'aaaa', 'aaaaaaaaa', 'aaaab', 'aab', 'aaaaab']  
negative example: ['b', 'a', 'aa', 'aaba', 'abab', 'ba', 'aba']"
Odd number of b's,(a*ba*b)*a*ba*,b+(a*|bb*),"positive example: [b, ba, baa, bbb, bba, bbba, bbaaa]
negative example: [a, ab, baaab, bab, bbbaa, aaa]"
An even number of 1's,(0|10*1)*,(0*1)*,"positive example: [ """", ""1"", ""01"", ""001"", ""101"", ""011"", ""0011"", ""0101"" ]
negative example: [ ""00"", ""10"", ""111"", ""100"", ""010"", ""1101"", ""0001"" ]"
non isolated 'b',(a|(b*bb))*,a*(b*bb*)a*,"positive example: [ ""bba"", ""aabbbaaa"", ""aaabaa"", ""abbba"", ""bbba"" ],  
negative example: [ ""abba"", ""aaa"", ""bbb"", ""aab"", ""ba"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0?,"positive example:[11, 101, 1001, 000, 010, 01]
negative example:[10, 1, 0, 111, 0011, 0001]"
non isolated 'b',(a|(b*bb))*,a*b(b+a)*ba*,"positive example:[abba, aababa, bbba]
negative example: [ab, aabba, aaa]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(ba*)+b,"positive example:[b, baab, baaab]
negative example:[a, bb, ab]"
first and third,a(a|b)a(a|b)*,a(a+b)+a(a+b)*,"Positive examples: [aaa, aabaaa, aabab, aaba, aabaabaa, aabbaa]

Negative examples: [aa, ab, a, baa, abbaa, baabaa]"
Odd number of 1s,0*10*(10*10*)*,(111)*(1)*,"positive example: [111111, 111, 1111, 111111111, 1]
negative example: [11, 11111, 1111111, 1111111111, 11111111111]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a)(a)*(b)*(a)*,"positive example:[a, aa, aaa, ab, aab, aabb, aaab, aaabb, abaa, aabaaa]
negative example:[b, ba, bab, bb, abba, aabbb, aaaba, bba, abaaa, baaa]"
first and third,a(a|b)a(a|b)*,(a)*(aaa)*(aba)*(a+b)*,"positive example: [ ""aaaa"", ""aaaaa"", ""abaa"", ""aaaabaaa"", ""abab"", ""aaaaaabaaaaa""]
negative example: [ ""b"", ""abaaa"", ""baba"", ""abba"", ""aaabbb"", ""baabaa""]"
Every b followed by two or more a's,(a|baa)*,(ba*)*,"positive example: [b, ba, baa, baaa, bba, baaaaa, bbaa, bbaaaa]
negative example: [ab, aa, a, bbabb, babab, baaaaab]"
Every b followed by two or more a's,(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*,"positive example:[ab, aabaa, aaab, aabbaa]
negative example:[ba, bbab, aaabbb, bba]"
even number of 1's,(0*10*10*)*|0*,(01)+(01)+,"Positive example: [0101, 010101, 01010101]  
Negative example: [01, 010, 1010]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(1+(0*1+)*)*0)*|0*,"positive example: ['0', '00', '010', '00100', '0110', '010110', '000', '0000', '0010100', '00100', '01010']
negative example: ['01', '10', '001', '101', '1110', '1100', '110110', '0101', '1010', '100', '111']"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(a|b)(a|b)a{2,}","positive example: [baaa, baaaaa, aaassaaaa, baa, baaabaaa]
negative example: [aa, ababaaa, ba, aaa, baaba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*b*a{3},"positive example:[aaabaaa, bbaaa, abaaaa]
negative example:[abaaa, aaaa, bbaa]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1)(0|1)*,"positive example: [0000, 1010, 110110, 0111, 01010101]
negative example: [001, 11112, 11, 01120, 10]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|baa)*b,"Positive example: [b, ab, baab, aab, baaab]
Negative example: [a, baa, aa, bab, bb]"
non isolated 'b',(a|(b*bb))*,bb(a|b)*b,"positive example:[bbab, bbbb, bbababbb]
negative example:[bbb, babb, bba]"
Every b followed by two or more a's,(a|baa)*,(a)*((b)+(aa)+)*(a)*,"positive examples: [a, aaaa, abbba, abaaa, baa, aaaaa, bbaaab, aabaaa]
negative examples: [abaa, aaaab, baaab, abbaaab, abaaaab]"
Every b followed by two or more a's,(a|baa)*,(b)(aa+)*,"positive example:[b, baaa, baaaaaa]
negative example:[a, bb, baa, ba, aa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+b)*aaa,"positive example: [aaa, baaa, aabaaa, bbbaaa, ababaaa]  
negative example: [aa, abaa, baa, ababab, baab]"
Every b followed by two or more a's,(a|baa)*,"(a|b*a{2,})","positive example: [a, baa, baaa, baaaa, abaa, bbaaa, aaaa]  
negative example: [b, bab, bb, c, aab, ba, bbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b|bbb)+(a|bb)*,"positive example: [ ""abb"", ""abbbba"", ""aabbb"", ""bbbb"", ""bab"", ""bbbbaa"" ]
negative example: [ ""aaa"", ""abba"", ""bbb"", ""babba"", ""bb"", ""aabbaa"" ]"
non isolated 'b',(a|(b*bb))*,a*(bb)*(a)*b*,"positive example:[bbb, aabbbbb, aabbba, abbb]
negative example:[abbaa, bbbab, abab, bbbbbbbbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a(a|b)*aaa,"positive example: [aaaaa, aabaaa, abaaaa, aabbaaa, ababaaa]
negative example: [ababa, aaab, aaaaaa, bbbaaa, aabaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1))*,"positive example: [ ""010"", ""1001"", ""0101001"", ""1001010"", ""0100101001"" ]

negative example: [ ""001"", ""110"", ""1010"", ""0110"", ""010101011"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+b+)|(b+a+)a+a+a+,"Positive example: [aaab, bbaaa, aaa, aaaa, aabaaa]
Negative example: [ab, bbab, baa, bbb, abab]"
Every b followed by two or more a's,(a|baa)*,((a*)+(b*)+(aa)+(a*)),"positive example:[aa, aaaabaa, aaa, baaa]
negative example:[bbb, abb, a, b]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example:[01010, 000011111000, 1111, 1001, 01110]
negative example:[0110, 100, 00032, 111a, 001011]"
Every b followed by two or more a's,(a|baa)*,"(a{1,})?b?(ba{2,})?","positive example:[a, aa, b, baaa, aabaaa, aba, aab, baa]
negative example:[ab, aabba, abaaa, aaba, bb]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)*a)*)?,"positive example: [ '', 'a', 'ba', 'bbaa', 'abbaa', 'aaabbaa', 'babaaa' ]
negative example: [ 'c', 'bbabb', 'abc', 'aaaaba', 'babbaa' ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|ba|b+aaa,"positive example:[a, ba, bbaaa, bbbbaaa]
negative example:[b, aa, bba, bbbb]"
Odd number of 1s,0*10*(10*10*)*,1|(111)*|01,"positive example:[1, 111, 01, 111111, 111111111]
negative example:[0, 11, 10, 1110111, 011]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example: [01100, 111110111, 0, 10, 00, 1111, 000101, 1111111]

negative example: [0101001, 001012, 11011, 0011010, 111001, 101, 0100, 000]"
Every b followed by two or more a's,(a|baa)*,a*|baa*|a*baa*|baa*baa*,"positive example: [a, aaa, baaaa, aaabaa, baa, baaabaaa]
negative example: [aba, b, bba, aab, abaa]"
Odd number of 1s,0*10*(10*10*)*,0*(1|1||1)0*,"positive example:[10, 010, 100, 0010, 00010]
negative example:[0, 00, 11, 101, 0101]"
non isolated 'b',(a|(b*bb))*,a*(bb*)*a*,"positive example: [ """", ""a"", ""bbaa"", ""abb"", ""abbbbbbaaa"", ""aaa"", ""bb"", ""abbbaaa"", ""aabbaa"" ]

negative example: [ ""bab"", ""bbaab"", ""abbbac"", ""b"", ""aba"", ""babba"", ""abc"", ""ac"", ""ba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b+)(bb)*a*,"Positive example: [b, bb, ab, abb, ba, bba, abba, abbbba, baaaaa]
Negative example: [a, aaa, baaa, abbb, bbb, bab, ababab, aab, bbaa]"
non isolated 'a',(b|(a*aa))*,(b*|ab+)*aa(a+b)*,"Positive example: ['aa', 'aaa', 'baaa', 'abaaa', 'ababaa', 'aaab', 'abaa', 'abaaaabb', 'ababaa']

Negative example: ['a', 'b', 'ab', 'aab', 'ababaaab', 'abab', 'ab', 'bba', 'abbaa']"
non isolated 'b',(a|(b*bb))*,b(a+b)*b,"positive example:[bab, bb, baab, bbb, baaab]
negative example:[ba, baa, abb, ab, aab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a+(b*a*)+,"positive example: [a, aba, aabbaaa, abaa, aabaaa]
negative example: [aa, abb, baa, abbbaa, bb]"
Every b followed by two or more a's,(a|baa)*,((b)*(aa)[a]*)*,"Positive example: ['aa', 'aaa', 'baaa', 'aabaa', 'baa', 'bbaa', 'aaaa', 'baaaaa']

Negative example: ['b', 'ab', 'bab', 'a', 'aba', 'bb', 'abab', 'bbb']"
Every b followed by two or more a's,(a|baa)*,"[ab]*a{2,}","positive example: [ ""aa"", ""aaa"", ""baaa"", ""abaa"", ""bbaaa"" ]  
negative example: [ """", ""a"", ""b"", ""ab"", ""abb"", ""bb"", ""babab"" ]"
Odd number of 1s,0*10*(10*10*)*,((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example:[1, 111, 1111, 0, 00, 000]
negative example:[2, 10, 110, 101]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example: [101, 010, 0, 1, 1110, 0001, 101010, 010101, 0, 1, 000, 111]
negative example: [1100, 0011, 1001, 0110, 001010, 110, 01, 10110, 10001, 010011]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*|b*)(aaa)a*,"Positive example: [ ""aaaaa"", ""aaa"", ""baaa"", ""bbaaa"", ""aa"", ""aaaaaaa"" ]

Negative example: [ ""abaa"", ""abaaa"", ""aabaaa"", ""bbbb"", ""bbaa"", ""ab"" ]"
contains 'bab',(a|b)*(bab)(a|b)*,(a+b+bab)*,"positive example: [ab, bb, abbab, abababb, babbab]
negative example: [abab, babb, aab, ba, aaabb]"
Odd number of 1s,0*10*(10*10*)*,0*1(11)*(0*|1(11)*),"positive example: [011, 101, 0110, 110, 111, 1100, 10111, 111101, 01111]

negative example: [1111, 1000, 001, 100, 010, 1110, 1010, 000, 111110, 010101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example: ['0110', '1001010', '10011010', '010010110', '10101010'], negative example: ['011', '1100', '010010', '101110', '00111']"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)b*,"positive example:[baa, abbaa, bbbaa]
negative example:[aab, bbb, abba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(0*|1*)0*,"
positive examples: [000, 000111000, 00, 1110000, 00000]

negative examples: [101, 010, 111, 100, 01]"
Odd number of 1s,0*10*(10*10*)*,(1?|11?),"positive example: [ ""1"", ""11"", """" ]
negative example: [ ""111"", ""2"", ""01"" ]"
At least one zero followed by 0 or more 1s,0+1*,0*1+,"positive example:[01, 0001, 1001, 111, 01,00001]
negative example:[0, 00, 001, 000, 100, 0110]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+a)*(b+a)*(a)*,"positive example: [abbab, aabb, aaaab, abba, bbaaaa]
negative example: [bab, ababa, bbaa, bbabbbb, aaabbba]"
Odd number of b's,(a*ba*b)*a*ba*,(a|b)*(b),"positive example: [b, ab, aab, abb, bab, abab, baab, bb]  
negative example: [a, aa, aba, baa, aaa, abc, bac, bbb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)b(a*|bb*),"positive example: [b, ab, aab, bb, abba, aaabbb]
negative example: [ba, bbb, abb, bab, aba, aabb]"
Odd number of b's,(a*ba*b)*a*ba*,ba*b|a*ba,"positive example: [b, ba, baa, aab, aba, aaaaba]  
negative example: [a, aa, bb, aabba, ab, aaab]"
Odd number of 1s,0*10*(10*10*)*,(0*)|(1|1|1)|(0*),"positive example: [0, 1, 00, 111, 0*]
negative example: [01, 10, 1110, *, 11000]"
