Short Description,Regex,Attempt Regex,ChatGPT Output
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)(10)*|(1+0*1+)(01)*,"positive example: [ ""0"", ""00"", ""1"", ""11"", ""010"", ""00100"", ""11011"", ""110101"", ""001010"", ""001000100110"", ""1101111110"", ""01"", ""10"", ""1010"", ""0101"", ""000110010"" ]  
negative example: [ ""0011"", ""1100"", ""1110"", ""1001"", ""0100"", ""10110"", ""00011"", ""11101"", ""1010001"", ""010110"", ""111000"", ""0001111"", ""010010"", ""10001"", ""0110011"" ]"
non isolated 'b',(a|(b*bb))*,(a|bb)*|a*,"Positive example: [a, bb, aaa, bbba, aabbbb, , abba, aa, bbaa, bbb, aaaa, abbaaa]  
Negative example: [b, ba, ab, baaa, bbbab, abbab, bbbbb, aaaabb, bab]  "
An even number of 1's,(0|10*1)*,((0*)1(0*)1(0*))*,"Positive example: [11, 11011, 101101, 1100100110001]  
Negative example: [1, 010, 1001, 111]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|(0+1*0+)*|(1+0*1+)*,"Positive example: [ ""1"", ""0"", ""00"", ""11"", ""0001"", ""100"", ""101"", ""0110"", ""111"", ""00100"" ]  
Negative example: [ ""10"", ""11001"", ""001"", ""011"", ""1010"", ""1110"", ""0100"", ""1100"", ""01111"", ""10101"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(ab*)+(b+b+a)+(ab*)+(b),"Positive example: [abbabbbbab, babbbabaaab, abbabbabb, abbbbabab]  
Negative example: [bbbabab, aabbbab, ababbbba, abbbabbabb]"
Every b followed by two or more a's,(a|baa)*,(baa+)*|a*,"Positive example: [baa, baaa, baaaaa, a, aa, aaa, baaabaaa, aaabaa, baaabaaaa]  
Negative example: [b, ba, ab, baab, abaa, babaa, baaabaaab, aabaaa]"
Every b followed by two or more a's,(a|baa)*,"(a)*ba{2,}|a*","positive example: [ ""aaa"", ""a"", ""bbaa"", ""baaa"", ""aa"", ""aaaabaa"" ]  
negative example: [ ""aaaab"", ""baa"", ""b"", ""ba"", ""aab"", ""bb"" ]  "
Every b followed by two or more a's,(a|baa)*,(a*baa(a)*)*,"Positive example: ["""", ""baa"", ""baabaa"", ""baaaa"", ""baabaabaabaa"", ""baaabaa"", ""baaaaabaa""]  
Negative example: [""a"", ""ba"", ""b"", ""aa"", ""aabaaa"", ""baaaaab"", ""babaa""]"
Every b followed by two or more a's,(a|baa)*,(a*b)aa+,"Positive example: [ ""baaa"", ""aaa"", ""aabaaa"", ""aa"", ""bbaa"" ]  
Negative example: [ ""baa"", ""b"", ""aaaa"", ""a"", ""ababaa"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)(a+|b+)(aaa+),"Positive example: [aaaabaa, bbbaaaa, aaabaaaaaa]  
Negative example: [aaaaa, bbbaabaaa, ababaaa]  "
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*bab(a|b),"Positive example: [ ""babab"", ""ababab"", ""babaa"", ""babbab"", ""ababba"" ]  
Negative example: [ ""bab"", ""bbaab"", ""bbaa"", ""aaaaa"", ""bbaba"" ]  "
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011,"positive example: [00, 01, 10, 11, 111, 110, 100, 000, 001, 011]  
negative example: [101, 010, 1110, 0000, 0011, 1011]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b)*,"Positive example: [b, ab, aba, ababa, aaab, aababa]  
Negative example: [a, ba, aaba, abaa, aaabab, bb]"
Odd number of 1s,0*10*(10*10*)*,1(11)*0,"Positive example: [10, 1110, 111110, 1111110, 111111110]  
Negative example: [1, 0, 110, 111, 111111, 1010]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)?,"positive example:["""", ""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""bba"", ""bab"", ""baaab"", ""aabaa"", ""aabab""]
negative example:[""bb"", ""aaa"", ""bbbb"", ""abab"", ""babb"", ""abbaa"", ""aabba"", ""abaaa"", ""bbbbb"", ""baab""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110),"```plaintext
positive example: [ ""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"", ""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"", ""10011"", ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"", ""00111"", ""00100"", ""01101"", ""01110"", ""01011"", ""01000"", ""101001"", ""101010"", ""101111"", ""101100"", ""100101"", ""100110"", ""100011"", ""100000"", ""110001"", ""110010"", ""110111"", ""110100"", ""111011"", ""111000"", ""111101"", ""111110"", ""000001"", ""000010"", ""000111"", ""000100"", ""001101"", ""001110"", ""001011"", ""001000"", ""011001"", ""011010"", ""011111"", ""011100"", ""010101"", ""010110"", ""010011"", ""010000"", ""101001"", ""1010001"", ""1010010"", ""1010111"", ""1010100"", ""1011101"", ""1011110"" ]

negative example: [ ""0"", ""00"", ""11"", ""000"", ""101"", ""110"", ""1111"", ""1001"", ""0000"", ""0011"", ""0101"", ""0110"", ""11111"", ""111111"", ""1010101"", ""10101010"", ""1111111"", ""110011"", ""110000"", ""001001"", ""011000"", ""010001"", ""010010"", ""1010000"", ""0110001"", ""10101000"", ""1111000"", ""1000000"", ""11010001"", ""0010110"", ""00001111"", ""0101001"", ""11111110"", ""1111011"", ""0"", ""1000111"", ""10101011"", ""01100010"" ]
```"
At least one zero followed by 0 or more 1s,0+1*,01*,"positive example: [01, 0, 011, 0111, 01*], negative example: [10, 111, 00, 101, 110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b){3}(a|b)*aaa+,"positive example: [aaabaaa, bbbaaaa, ababaaa, bbaaaaa, aabbaaa]  
negative example: [aaababa, bbbabaa, babb, aaa, aabbaa]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*011*100*)*)|((1*100*011*)*)|(0*)|(1*)|((1*10*11*)*)|((0*01*00*)*),"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""011"", ""100"", ""000"", ""111"", ""0100"", ""11011"", ""000111000"", ""111011"", ""100"", ""011000"", ""1011"", ""00"", ""0100"", ""101""]
Negative example: [""2"", ""01"", ""10011"", ""11000"", ""00110"", ""0111001"", ""10"", ""11100011"", ""010101"", ""001001"", ""11011001"", ""101010"", ""0011"", ""11100"", ""0001111""]"
3 | #b,a*(ba*ba*ba*)*,a*ba*ba*b,"positive example: [ ""b"", ""ab"", ""bab"", ""aab"", ""aba"", ""aaba"", ""aababb"", ""aaaabbaab"" ]  
negative example: [ ""a"", ""bb"", ""aa"", ""abaabb"", ""aaa"", ""aabba"", ""bba"", ""abbb"" ]"
non isolated 'b',(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a|bb)*,"positive example: [ """", ""a"", ""bb"", ""bbb"", ""abb"", ""bbbabb"", ""bbbbb"", ""bbbbbbaa"", ""aabbabbbbb"", ""bbbbbaaabb"" ]  
negative example: [ ""aab"", ""bbbbbb"", ""abbbbabba"", ""bbbbbbbbbb"", ""aabba"", ""bbbbaa"", ""abbbb"", ""ba"", ""bbbbabab"", ""abbbbb"" ]  "
non isolated 'a',(b|(a*aa))*,b*aa*ab*,"Positive examples: [ ""baab"", ""aaab"", ""bbaaab"", ""aaabbb"", ""bbbbaaab"" ]  
Negative examples: [ ""abab"", ""aaa"", ""babb"", ""bba"", ""ab"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(01))*|(0+(10)*),"Positive example: [1, 101, 10101, 0, 010, 01010]  
Negative example: [11, 00, 100, 0101, 0010, 1010]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*(10*1)*0*10*),"Positive example: [101010, 110110, 1001010, 10101010, 1011010]  
Negative example: [100010, 110, 10010010, 010101, 1010010]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(01*0)*1)*|(0*(01*0)*0*)*|(0(10*1)*0)*|(1*(10*1)*1*)*,"```plaintext
positive example: [
  ""1"", 
  ""0"", 
  ""10"", 
  ""01"", 
  ""11011"", 
  ""000"", 
  ""101"", 
  ""010"", 
  ""111"", 
  ""1001"", 
  ""00100"", 
  ""1110110""
],
negative example: [
  ""2"", 
  ""1012"", 
  ""1110"", 
  ""01011"", 
  ""0011"", 
  ""00011"", 
  ""10100"", 
  ""10011"", 
  ""1100"", 
  ""0002"", 
  ""11111010"", 
  ""0111100""
]
```"
first and third,a(a|b)a(a|b)*,a(a|b)a,"Positive example: [aaa, aba, baa]  
Negative example: [aab, abb, bab]"
non isolated 'b',(a|(b*bb))*,((a*)+(bbb*a*))*,"Positive example: ['a', 'bbba', 'aaaa', 'bbb', 'abbbba', 'aaaaaa', 'bba']

Negative example: ['b', 'bbb', 'bac', 'abab', 'cba', 'bb', 'abc']"
non isolated 'b',(a|(b*bb))*,(a*(bbb*)*a*),"Positive example: [ """", ""a"", ""aa"", ""bbb"", ""aabbb"", ""bbba"", ""aaa"", ""aabbbba"", ""bbbbb"", ""bbbbba"" ]  
Negative example: [ ""b"", ""ab"", ""abb"", ""bbab"", ""abab"", ""ba"", ""bab"", ""abbb"", ""bbaa"", ""bbbab"" ]  "
first and third,a(a|b)a(a|b)*,(aaa)|(aba),"positive example: [aaa, aba, aaaaba, abaaba]  
negative example: [aab, baa, abab, aaaa]  "
even prefix,(ab|ba)*,((ab)|(ba)),"positive example: [ab, ba, abab, baba, abba]  
negative example: [a, b, aaa, bb, abbab]  "
Odd number of b's,(a*ba*b)*a*ba*,[a]*b(([a]*b){2})*,"Positive example: ['b', 'ab', 'aab', 'bb', 'abab', 'aabab', 'aaaab', 'baaab', 'abbb', 'abbab', 'aabbab', 'aaababab']
Negative example: ['a', 'ba', 'aba', 'bba', 'aaba', 'aabb', 'aaab', 'bab', 'aabbb', 'ababb', 'abba', 'baa']"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*b)*ba*,"positive example: [ba, bba, abba, aba, aabbaa, baaa, aabba, bbaa]  
negative example: [bb, bbb, ab, bab, aab, abaab, baa, abb, a]  "
Odd number of b's,(a*ba*b)*a*ba*,b((a*)(bb))*,"Positive example: [b, bbb, babb, babbbb, bbbbb, babbbbb]

Negative example: [ba, bbba, aba, bbaaa, bab, bbaa]"
Every b followed by two or more a's,(a|baa)*,a*((baa)*)|a*,"
Positive examples: [""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""aabaabaa"", """"]
Negative examples: [""b"", ""ab"", ""ba"", ""baba"", ""aaab"", ""baaa"", ""abbaa""]"
even number of 1's,(0*10*10*)*|0*,0*|(0?10*10*)*,"```plaintext
positive example: [0, 00, 010, 0110, 01010, 0, 000, 010010, 0101010, 10],
negative example: [1, 01, 001, 011, 100, 110, 1010, 0001, 01011, 111]
```"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*b)*,"Positive example: [b, ab, bba, abb, abab, babb, aababb]  
Negative example: [a, ba, baba, aaba, abba, bbb, aa]"
Every b followed by two or more a's,(a|baa)*,((a)*baa+)+,"Positive example: [""baa"", ""baaa"", ""abaa"", ""abaaa"", ""aabaa"", ""aabaaa""]
Negative example: [""b"", ""ba"", ""aaa"", ""abab"", ""aab"", ""babab""]"
An even number of 1's,(0|10*1)*,0*|(0*10*10*),"Positive example: [ ""0"", ""00"", ""000"", ""010"", ""0010"", ""100"", ""01010"", ""001010"", ""0"", ""10"" ]  
Negative example: [ ""1"", ""101"", ""001"", ""110"", ""011"", ""0101"", ""1001"", ""1110"", ""0110"", ""10010"" ]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,a*|(b*a+),"positive example: [a, aa, aaa, bba, bbaa, bbbba]  
negative example: [b, bb, ab, aab, bab]"
even number of 1's,(0*10*10*)*|0*,0*|(10*1)*,"positive example: [ε, 0, 00, 10, 11, 0101, 1001, 101, 10101, 10001, 110011, 1010011101]  
negative example: [1, 01, 10, 100, 110, 00010, 1010, 111, 10011, 10100, 100110]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*ba*)*,"Positive example: [""b"", ""ab"", ""abba"", ""aba"", ""aab"", ""abbab"", ""ababab"", ""aabbaaaaab""]
Negative example: [""a"", ""ba"", ""bb"", ""aa"", ""baba"", ""abab"", ""aaa"", ""bbaa""]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*,"Positive example: [""b"", ""ab"", ""ba"", ""aaba"", ""aabbaa"", ""baab"", ""aabaa"", ""aabaabaa""]

Negative example: [""a"", ""aa"", ""bb"", ""aba"", ""baa"", ""abab"", ""aabba"", ""aabbb""]"
even number of 1's,(0*10*10*)*|0*,(11)*|0(11)*|(11)*0|0*|(101)*,"Positive example: [11, 0, 1111, 011, 110, 00, 101, 101101, 010101, 010110]
Negative example: [1, 10, 111, 1001, 001, 1101, 0110, 1010, 100]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*),"positive example:[100, 111010, 000110100, 0, 1010]
negative example:[101, 1100, 1001, 0110, 11100]"
At least one a followed by one b,a+b,(a)b,"positive example: [ab, ab, ab]  
negative example: [a, b, ba]"
non isolated 'b',(a|(b*bb))*,a*bb+bba*,"Positive example: [ ""abbb"", ""bb"", ""aabbbb"", ""bbbba"", ""aabbbbaa"" ]  
Negative example: [ ""aaa"", ""baba"", ""bbbb"", ""aabb"", ""abbbbba"" ]"
Every b followed by two or more a's,(a|baa)*,"(a+|(b{1}a{2,})+)+","Positive example: [ ""a"", ""aa"", ""aaa"", ""bbaa"", ""babaa"", ""aaabbaa"", ""baa"" ]  
Negative example: [ ""b"", ""bb"", ""ab"", ""aaaaab"", ""abab"", ""bbbaa"", ""baaa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),"positive example: [ ""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""11011"", ""00100"", ""10101"", ""01010"" ],
negative example: [ ""10"", ""01"", ""1110"", ""0011"", ""1001"", ""0110"", ""1010"", ""0101"", ""11110"", ""00011"" ]"
Odd number of 1s,0*10*(10*10*)*,(0*(11)*10*),"Positive example: [10, 1110, 110, 111110, 0110]  
Negative example: [1, 1101, 001, 111, 1001]"
even prefix,(ab|ba)*,(ab)*(ba)*,"Positive examples: [ """", ""ab"", ""ba"", ""abba"", ""abab"", ""ababa"", ""ababba"", ""abababab"", ""baba"", ""abbaba"" ]  
Negative examples: [ ""a"", ""b"", ""ababab"", ""b"", ""baab"", ""ababb"", ""babaa"", ""ababababa"", ""abbbaa"", ""babab"" ]"
Every b followed by two or more a's,(a|baa)*,"([a]+)|(b{1}a{2,})","positive example:[a, aaa, baa, baaa, baaaa],negative example:[b, ab, bbb, abab, aab]"
non isolated 'b',(a|(b*bb))*,a,Please specify the regular expression for which you need positive and negative examples.
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*,"Positive example: [`b`, `bb`, `abba`, `bbbabbb`, `bab`, `ababbb`, `bbbba`, `babba`, `bba`, `bbabbaa`]  
Negative example: [`a`, `bbbbaa`, `babbab`, `aabab`, `abbba`, `baabb`, `bbb`, `bababb`, `bbababbb`]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))?,"Positive example: ["""" , ""b"", ""ab"", ""ba"", ""bab"", ""aba"", ""baba"", ""abab"", ""babab"", ""ababa""]  
Negative example: [""aa"", ""aaa"", ""aab"", ""bb"", ""a"", ""abaabb"", ""bbb"", ""baaaa"", ""baa"", ""abaaaa""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010]  
Negative example: [11, 00, 110, 101, 000, 1111, 1011, 0101, 1001]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*,"Positive example: [ ""a"", ""aa"", ""bba"", ""bbbb"", ""abb"", ""aabb"", ""aabba"", ""bb"", ""bbb"" ]  
Negative example: [ ""b"", ""bab"", ""ab"", ""baa"", ""babab"", ""abab"", ""abba"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*(baaa*)+b,"Positive example: [babaab, babaaab, abbababaaab]  
Negative example: [baba, baaab, abbababaaa]  "
Odd number of b's,(a*ba*b)*a*ba*,(b)((a)*(bb)*)*,"positive example: [ ""b"", ""ba"", ""babb"", ""bababab"", ""babbb"", ""babbbabb"", ""babbbabbbababbb"" ]  
negative example: [ ""a"", ""bb"", ""bab"", ""babba"", ""babbab"", ""baa"", ""babbbbb"" ]  "
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*(a)*(baa)*,"Positive example: [ ""a"", ""baa"", ""aaa"", ""aabaa"", ""baabaa"", ""aa"", ""baaa"", ""aaaabaa"", ""baaabaa"", ""abaaa"" ]  
Negative example: [ ""b"", ""aaaab"", ""ba"", ""ab"", ""baabab"", ""bb"", ""ababa"", ""aabab"", ""bbaa"", ""abba"" ]"
Every b followed by two or more a's,(a|baa)*,(a*(baa+)a*)*,"Positive example: [baa, baaa, aabaa, aaabaaaa, baaaaabaaa]  
Negative example: [b, aaaab, baaab, abaa, bbaa]"
Every b followed by two or more a's,(a|baa)*,(a)*|((b)(aa))*(a)*,"positive example: [""a"", ""aaa"", ""b"", ""baaa"", ""baaaa"", ""baaabaa"", """"],  
negative example: [""ba"", ""ab"", ""bab"", ""baaaaab"", ""aab""]"
non isolated 'b',(a|(b*bb))*,(a)*(bb|bbb)*(a)*,"Positive examples: [ ""a"", ""bb"", ""bbb"", ""aabb"", ""bbbba"", ""aabbbba"", ""aabbbb"", ""bbb"", ""aaaa"", ""bbbbaa"" ]

Negative examples: [ ""b"", ""bba"", ""abbbbbb"", ""abba"", ""bbab"", ""bbbbbb"", ""abab"", ""bbbaab"", ""babb"", ""bbbbaaab"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(1|0)*1),"positive example: [00, 11, 00110, 1001, 010, 11011101]  
negative example: [1, 0, 01, 10, 011, 1000]  "
contains 'bab',(a|b)*(bab)(a|b)*,(bbab)*(a+b)*bab(a+b)*(babb)*,"Positive example: [bbabbabab, aababbabb, bbabababab, babbab, bbabab, abababababb, bbbabbabaab, bbbbabbabababb, bababb]
Negative example: [bab, aaab, bbb, aaababb, ababbab, baaaababb, abababbababab, bbababbabababb, ababbbbbbb]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000]

negative example: [0, 11, 101, 0011, 1111, 000, 00000, 110, 0101, 111001, 10010, 11110, 111111, 101101, 1010101, 1000000, 110000, 110011, 000001, 1111111, 1011111, 011111, 000000, 1100000, 010101, 101000, 00101, 00011]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb)*b,"Positive example: [ ""ab"", ""bbb"", ""aab"", ""babb"", ""b"", ""bbaab"" ]  
Negative example: [ ""a"", ""bb"", ""aa"", ""abab"", ""bbbba"", ""ba"" ]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(0*1*)0+,"positive example: [ ""000"", ""0000"", ""00100"", ""0001000"", ""0010"" ]  
negative example: [ ""0"", ""1"", ""010"", ""000111"", ""1000"" ]"
Odd number of 1s,0*10*(10*10*)*,1(11)*,"Positive example: [“1”, “111”, “11111”]  
Negative example: [“11”, “1111”, “111111”]"
Length 1 or More,(0|1)(0|1)*,(0*1+)+(1*0+)+,"Positive example: [ ""1010"", ""1100"", ""0110"", ""11110000"", ""0111000"" ]  
Negative example: [ ""1"", ""01"", ""10"", ""00"", ""111"", ""000"" ]"
non isolated 'b',(a|(b*bb))*,(a+bb)*a*,"positive example: [abb, aabb, ababbb, aabbbaa, bb, aa]  
negative example: [aba, bba, ab, baa, bbbab, bbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*)aaaa*,"Positive example: [aaaabaaaa, bbaaabaaaaa, babaaaaaaa, abaabaaaa, bbaaabaaa, aaaaaaaa]
Negative example: [aabbbaaaa, aabaaaaaaa, bbbbaaaaa, baaaabaaa, ababaaa, babbbaaa]"
non isolated 'b',(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*(a*),"Sure! Here's the requested response:

Positive examples:  
[""aabbbbaaa"", ""bbb"", ""aaabbbbb"", ""aaaaaaaa"", ""bbbbaaabbbbbba"", ""abbbabba"", """"]

Negative examples:  
[""abab"", ""bbbbbab"", ""aaaab"", ""bbbaabbbaa"", ""aabbbbbbbba"", ""ba"", ""abbabab""]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))(a*),"Sure! Here are the examples:

**Positive examples:**  
`[""aba"", ""b"", ""aabb"", ""aaabaaa"", ""baaab"", ""bbab""]`

**Negative examples:**  
`[""abbb"", ""ba"", ""aabbaa"", ""babab"", ""aaabb""]`"
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*,"positive example: [b, bb, bbbb, abab, bbaa, ba, aab, a, aa, bba, bbbab, ab, baaa]  
negative example: [bbbbaab, aba, aaaab, bbbabbaa, aaaa, abba, bbabaa, babbaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b),"Positive example: [ ""a"", ""b"", ""aba"", ""baa"", ""bab"", ""abab"", ""abaaab"", ""baabaa"", ""bababa"", ""baba"" ]  
Negative example: [ ""aa"", ""bb"", ""bbb"", ""ababaa"", ""baabab"", ""aaabab"", ""babbaa"", ""aaaab"", ""bababaa"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*)aaaa*,"Positive example: [aabaabaaaa, bbaaabaaaa, abaabaaaa, abbaaabaaaa, aaaaabaaaa]  
Negative example: [aaaa, baabb, aaabaaabb, bbaaaaa, ababaab]  "
first and third,a(a|b)a(a|b)*,(aba)+(aaa),"positive example:[abaabaaaa, abaabaa, abaabaabaabaaaa]
negative example:[aaab, abaa, aaaaaa]"
4 | #0,1*(01*01*01*01*)*,(1*(0000)*1*)*,"Positive example: ["""" , ""1"", ""11"", ""0000"", ""10000"", ""110000"", ""100001"", ""11000011"", ""1000000001"", ""11100000000111""]  
Negative example: [""0"", ""01"", ""10"", ""000"", ""1110"", ""0001"", ""100001000"", ""100010"", ""1100000011"", ""000000""]  "
non isolated 'b',(a|(b*bb))*,(bb)*|a*|(bb)*,"positive example: [bb, a, aaaa, bbbb, bbbbbb, ε]  
negative example: [ab, ba, bba, aaab, bbb]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001]  
Negative example: [11, 110, 101, 000, 1111, 0000, 1010, 1001, 011, 0100, 111111, 10000, 01110]  "
non isolated 'b',(a|(b*bb))*,(a*(bb|bbb)a*),"positive example: [bbaa, bbba, bb, bbbaa, bbbbbaa]  
negative example: [bbb, baa, bab, bbaaa, aa]"
contains 'bab',(a|b)*(bab)(a|b)*,a*b*a*(bab)(a|b)*,"Positive example: [ ""babab"", ""aaaabab"", ""abaaabababaaa"", ""babababab"", ""aaabababaa"" ]  
Negative example: [ ""baba"", ""abababab"", ""aaaabba"", ""babaaab"", ""babbabab"" ]  "
non isolated 'b',(a|(b*bb))*,a*bb(b)*a*|a*,"Positive example: [bb, abba, aabbbbba, aaa, aabbb, bba, aaaa]  
Negative example: [b, bbb, aaabb, abbbbaaa, baa, bab, ababab]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)(a*b*)a*(aaa),"Positive example: [aaaabaaa, bbaaabaaa, ababaaa, aaabaaa, bbbaabaa, abaabaa]  
Negative example: [aaaaaaa, abbbbaaaa, aaababa, bbaaabaaaa, ababbbba, aaaabba]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)1),"Positive examples: [  
""00"",  
""010"",  
""111"",  
""000"",  
""0110""  
]

Negative examples: [  
""011"",  
""110"",  
""101"",  
""01"",  
""10""  
]"
Odd number of 1s,0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|0*1(11)*0*1(11)*0*1(11)*0*,"positive example: [111101111, 10110111, 1110110111, 01101110110111, 01101110111011]  
negative example: [11101011, 11001111, 100101, 010111110, 1111001]  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|(bb|bab))*,"positive example: [ ""ab"", ""aabb"", ""abbb"", ""abab"", ""aabbbbab"", ""abababab"", ""aaaabab"", ""bb"", ""bab"", ""ababbab"" ],  
negative example: [ ""a"", ""ba"", ""baba"", ""abaaa"", ""aabab"", ""babbbb"", ""abbab"", ""babb"", ""aab"", ""bbb"" ]"
non isolated 'b',(a|(b*bb))*,(bb)*(a)*(bb+b)*(a)*(bb)*,"Sure! Here are the examples:

Positive example: [ ""bba"", ""bbaaaaa"", ""bbbbaaabb"", ""a"", ""bbbbbb"", ""bbaabbbbba"", """" ]  
Negative example: [ ""bbab"", ""aab"", ""bbbbaba"", ""bbbab"", ""abbb"", ""bbbaaabb"" ]"
even number of 1's,(0*10*10*)*|0*,(10*1)*,"positive example: [11, 101, 1011, 10101, 101011]  
negative example: [0, 00, 110, 1001, 010]  "
