Attempt Regex,ChatGPT Output
(b*aa*b*)|(b*a*ab*),"positive example:[aa, baa, abab, aab, bab, bbbaaab]
negative example:[bbb, aba, ab, baaab, aaba, bbbbabb]"
(ab|ba|aa|bb)*aaa,"positive example:[aaa, abaaba, aaaa, aaabaa, abbaaaa, abbbaa, baabaaa, aabaaa, bbbaaa, aaabbaaa, bbaaabbaaa, aabaa, aabbaa], negative example:[abab, bbb, bab, ab, ba, aabb, aaabb, aabaa, aaaabb, aabaab, aaaba, bbaaab, aaabaa, baaa]"
((a|bb)*ba*(a|bb))*,"positive example: [abba, a, abbaabba, abababba, aba, aaabbaa, abbbabbaa, babba, abbba, abbababa, abbaa, abbababababba]
negative example: [b, bbab, abb, babab, bbbbbbb, abab, baabaab, ababab, babababa, aa, bbaaa, abaabab, babbab]"
(a|b+aaa)*,"positive example:[, a, baaaa, aaaabaaabaaabaaa, abaaa, bbaaaabaaa]  
negative example:[baabb, baaaba, aabbbabaa, baaba, baa, aabbbabbb, aabbb, baaaabab, baabaaaa, abaaaaa]"
(a)*(bb)*(b+a)*,"positive example:[baba, bba, aa, , bbba, aabbbb, bbbb, bbabbbaba, a, ab, abb, aaa, bb, ba, abba]  
negative example:[baaaa, bbbab, babaa, babb, aabbb, babab, baababb, bbbbab, bbaa, babbbab, bbab, aabbbab, babaaa, baaab, ababa]"
0*1*,"positive examples:[0, 1, 000, 1111, 000011], negative examples:[010, 00110, 1100]"
"[a-b](ba{2,})?","positive example:[a, b, baaa, abaa, bbaaaa],negative example:[bba, ab, bb, aba, abb]"
a*(b*b)a*,"positive example: [bbba, abbba, abba, aabba, bba, ba, bbbba]

negative example: [bbb, aabaab, bbaa, abab, aab, baa, aabab]"
(ab)*,"positive example:[, ab, abab, ababab, abababab]  
negative example:[a, b, abb, bab, aba, aa]"
a(a|b)aaa*,"positive example:[abaaaa, aaaaaa, abaaa, aaaaa, abaaaaa]  
negative example:[aa, , aaa, bb, a, ab, aba, aaaba, ababb, abbbb, abaab, aabaa, aaaaaaba, aaaab, abaaaabb, ba, bba, bab, aaab]"
b*(a*a*)*b*,"positive example:[b, bbb, aa, aaab, baa, bbaabb], negative example:[aab, bab, a, abab, bbaab]"
a+(a+b)+a+(a+b)*,"positive example:[aaabaa, aabaa, aababaa, aaababaa, aababa, aaaabaa], negative example:[, ab, abb, aba, baa, aabaaaab, aabab, aabaabb, aabaabbb, aababab, aaaabbaa, ba]"
(a*b*)(aaa+),"positive example:[baaa, abaaa, aabaaa, aabbaaa, aaaaa, aaabaaa, abbaaa, aaaaabbaaa, bbbaaaaa]  
negative example:[abb, , aa, aba, a, baa, baaaaaba, aaaba, aaabb, baaaaabb, aaaaab, aabb, baabb, baaab, aaba, bbbabaa, baaba, bbbabbb, ba]"
(1|01*0)*,"positive example:[, 0, 1, 01, 10, 110, 0110, 010, 0010, 001100],negative example:[00, 11000, 01100, 0001, 10010]"
a*b(bb+|a*|bab)*,"positive example: [b, bb, ab, abab, aa, ba, bbabab, bba, aaab, a, bbbaba]  
negative example: [bababa, abbba, ababa, bbabaa, bab, aab, baaaa, baa, abba, aaabab]"
(1|01*0),"positive example:[0, 10, 000, 01110]  
negative example:[1, 110, 011, 100, 01111, 0100, 0001, 0010, 01111]"
((a|b){3}(a|b)*aaa+)|(aaa*),"positive example:[aaa, baaaaa, abbbbabaaa, abaaabbaaa, abbaabaaa, abbaabbaaa, aababaaa, bbbaaa, aabaaa, abaaaaaabaaa, abaaabaaa, aababbaaa, ababbabaaa, abaaaabbaaa, abbaaabbaaa, abaaaabaaa, abbaaaaabaaa, abbaaabaaa]  
negative example:[, ab, a, b, aab, baa, bbb, abaaaba, abaaa, abbaa, abbbbab, abbaabb, abaaaaaab, abbaaba, abbaaaba, aaab, abbaaaaab, aababb, abbaaabb, aababa, abaaabb, ababbab, abaaaabb, abaaaaba]"
1*(1*01*01*01*01*01*)*,"positive example: [1, 110110110011000011001, 110101010101, 1010101, 11111010101]  
negative example: [1101101101100000, 11011011011000000110100, 1101101101100000011, 1101101101100000011010, 101100010]"
(0*|(1(11))*)+,"positive example:[, 111111, 001110, 0, 111, 000111, 111000, 111111111],negative example:[11, 001011001, 1101, 1100, 1111, 111010, 10, 101, 1110]"
aaa|(a+b)*|aba(a+b)*,"positive example:[aaa, aba, ab, aaaab, aabab, abaabab, abaaab, ababab, aaab, aab, aaaaba, abaaa, abbaaa, abaaaa, aaaba]  
negative example:[aa, a, baa, abababb, bbb, abaaa, aaabb, abbb, abba, aabb, aaaa, aaba, abaabaabb, ababba, ababbb]"
a*(bb)*b+a*,"positive example: [abbba, aaabb, abbaaa, bbb, aba], negative example: [bbaa, aaaa, bab, bbaab, ababab]"
a*(b*aa)*,"positive example:[aa, aaaa, bbaa, bbaaaa, aabaaa, baa, baabaa, aabaaa]
negative example:[baabb, baaa, baaab, baaba, bab, abaa, bba, aba]"
1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*,"positive example:[1, 010, 1010, 010101010, 0001, 1110, 1100101, 0101010, 01010010, 0101011110, 1110001, 010111, 0101010101010, 1010, 011110, 01010101010101010, 0101010, 0101010000]  
negative example:[001101010101, 110110101010101, 0000001110, 01101001010, 0110101101, 0111100001, 001010101010, 011010101010101010, 0110101110, 0110100001, 010110101, 0110101010101]"
(a|b)*b*bb*(a|b)*,"positive example:[abb, bbb, ababb, abbba, abbbbba],negative example:[aa, aab, aba, baa, bab]"
((01)*(10)*)*,"positive example:[, 01, 0101, 0110, 101010, 1010, 0110, 1001]  
negative example:[000, 011, 110, 111, 001, 101, 1100110, 010]"
(0*1(0*10*110*)+)|0*,"positive example:[0, 111, 1111110, 0011101110, 11001110, 110111, 0000101010], negative example:[110, 1011, 1111, 110011, 101110, 0001111, 1111010]"
(0*1+)*,"positive example:[1, 01, 0011, 1111, 000111], negative example:[010, 1001, 1100, 0101, 1010]"
(b*ab*ab*)*,"positive example:[baba, , bbbaa, baa, aaaba, abbaaa, aabbaa, ab, abab, babab, a, aba]  
negative example:[aaa, baaa, bbba, b, babbabbaaa, aaab, bbab, baaab]"
(a|abb+)*,"positive example: [a, abb, aabb, abba, abbbabbb, abbbabbbabba], negative example: [abbab, ababab, abbabaa, baa, abbba, abbaa]"
(b*bb*)|a,"positive example:[b, bb, bbb, a]  
negative example:[ba, aa, aab, abb, abbb, aba, bba]"
a(a)*|(a*b*),"positive example:[a, aa, aaaa, aab, ab, aabb, abb, b, bb, bbb],negative example:[bab, abbba, ba, c, ac, abc]"
a*|a*(baaa)a*,"positive example: [aa, , aabaaaaa, a, aaaaa, baaa, aaaaba, aaaabaa, aaaaaaabbaaa]

negative example: [baba, baabb, baaab, babb, baaba, aab, baa,"
((a|b)a*b(a(a|b)a*b)*)*,"positive example:[a, baab, abaababa, aaabaa, bababaabab, abababba, baaabaa, abbaaab, aabbb, abaabab, bababa, abaababaa, aba, abab, abababa, bbaa, abbaabaab, babbaaaa, abbaab]
negative example:[ababababbaa, ababaaa, abbba, bbbaab, abaabaa, bab, bbb, abaa, abb, aab, bbbbb, ababaaa, abbbba, baabba, ababba, ababbbabaa, bababaa, bbabbba, baabaabaa]"
(a*b*|a*a*|b*b*|b*a*)(a{3}),"positive example:[baaaaa, aaa, bbaaa, abaaa, aabaaa, aabbaaa, aaabaaa, aaabbaaa, aaaaabaaa, abbbaaa],negative example:[, baa, aaaba, aaabb, aabb, baabb, bbba, babbb, baaba, abaaba, abaabb, ababa, abaaaaa, aa, baaabb, baaaba, a, b, abbba, ababb, aaaaab, abaa, baaaaab, babaa, aaba, abaaabb]"
ab|aaa*,"positive example:[ab, aaa, aaaa, aaaaa],negative example:[, bb, a, b, ac, aab, aba, abba, aaab]"
b+(a*|bb*),"positive example:[b, ba, bb, bbb, bbaa, bbbbaaa]  
negative example:[a, ab, baa, bbaaa, bab, abb, bbbaba]"
(0*1)*,"positive example:[, 01, 001, 0001, 011, 11]  
negative example:[10, 100, 110, 1110, 00010]"
a*(b*bb*)a*,"positive example:[abbba, aabbbbaaa, baa, bba, aabbbba],negative example:[baab, abbbb, aba, bbbab, aaabb]"
1(0|1)*1|0(0|1)*0?,"positive example:[11, 110, 101, 0100, 10101, 000, 010]
negative example:[1, 100, 1101, 1110, 1011]"
a*b(b+a)*ba*,"positive example:[bbbba, abbabbba, aba, aabbbabab, bbba],negative example:[aaababb, baaaab, a, bbaa, bbabba, babbba, aabab, bbabbaa, abba, babaa]"
(ba*)+b,"positive example:[bab, bbb, baab, baaaaab, bababab],negative example:[aa, aba, bbaabbbaba, abbab, ba]"
a(a+b)+a(a+b)*,"positive example: [aabaaa, aabaab, aabaabab, aabaababa, aabaabaaba, aababa, aabaaab, aaaababaab]

negative example: [a, aa, aaabb, bb, aabaabaa, aabbb, aabaabaaaabb, aaba, abaa, aabab, aabaabaabb, aabaababb, abbb, aabaabbb, aabaabba, aababb, aabaabb, aabaabababb, aabaabaababb, ba]"
(111)*(1)*,"positive example:[111, 1111, 111111, 1111111],negative example:[1, 11, 1110, 110111]"
(a)(a)*(b)*(a)*,"positive example:[a, aa, ab, aba, aaa, aab, aaab, aaaa, aabb, aabbaa, aaaaba, aaabaab, aaabba, aaabbaa, aaabbba], negative example:[, b, ba, bb, bbb, baa, baba, abaa, bab, abb, ababa, abab, baaba, abbba]"
(a)*(aaa)*(aba)*(a+b)*,"positive example: [aaa, aaaa, ab, a, aabaa, aab, aba, abbaa, aaab]

negative example: [b, ba, abaaa, aaaba, abaab, bbaa, bab, aabbaa, abaa]"
(ba*)*,"positive example:[, b, ba, baa, baaa, bba, bbaa],negative example:[a, aa, ab, abba]"
(a)*(b|aa)*(a)*(b|aa)*,"positive example:[babaab, aa, , babaa, baaa, aabbbaa, babbbaa, babaaaa, baab, a, b, aaabbaaa]
negative example:[babaaa, baaaba, aabaaaba, babbbabbbab, babaaba, bbbabaaa, baababa, bababaa, baaaab, aabaaa, abab, babaaab]"
(01)+(01)+,"positive example: [010101, 0101010101, 010101010101, 0101010101010101]  
negative example: [11, , 01, 01001, 0011001, 0101011, 000, 010110, 0, 010111, 010100, 01010, 0110, 0111, 10]"
(0(1+(0*1+)*)*0)*|0*,"positive example:[00, 000, , 010110, 010010, 01000, 01110, 01010]  
negative example:[010000, 011101, 001, 010101, 011100, 0101, 01011, 111001, 0001, 0100, 01001, 10]"
"(a|b)(a|b)a{2,}","positive example:[aaaaaa, bbaaaa, aaaaa, abaaaa, baaaa, bbbaaa]  
negative example:[aaa, aa, , bbaaaab, bba, bb, a, b, aaaaaab, aaabaa, bbabbb, bbaabb, bbbb, aaba, aaaaba, bab, baa, abba]"
a*b*a{3},"positive example:[aaa, baaa, bbaaa, aabaaa, aabbaaa, abaaa, aaabaaa, bbbaaa, abbbaaa, aaaa]

negative example:[, bb, aa, a, baa, aab, aaab, aba, abab, aabab, babaa, ab, baba, aabb, aaaaaba]"
(0|1)(0|1)(0|1)(0|1)*,"positive example:[0000, 1100, 10101, 01010, 01101],negative example:[2, 12345, 101, 10, 001]"
(a|baa)*b,"positive example: [b, ab, baab, aaab, baaab, aabaaab], negative example: [ba, baa, aaa, aab, baabba, babbb]"
bb(a|b)*b,"positive example:[bbabb, bbbb, bbbaab, bbbab, bbaabb],negative example:[bab, aba, abbb, aa, b, baabaab, bbba, ab]"
(a)*((b)+(aa)+)*(a)*,"positive example:[aabbbaabbaaa, baaaa, baaaaa, aa, , baaa, baaaabaaa, baabaaa, bbaa, aaa, a, bbaaa, bbaabbaa],negative example:[aabaababaaba, bb, baaabb, baaaba, baababbb, baaaaaaba, baabbba, baaaaba, baaaab, bab, abaa, baabbaa, aabbba]"
(b)(aa+)*,"positive example:[b, baaa, baaaaaa, baaaaaaaa, baaaaaaaaaaa],negative example:[aaa, bba, baba, baabb, , babb, bbb, ababb, baaaaba, baab, ba, baa, a, bb]"
(a+b)*aaa,"positive example:[aaa, aaaaa, baaa, aabaaa, abasbaaabaaa]  
negative example:[aab, baa, aba, aaab, bab, ababaab, bba, abab]"
"(a|b*a{2,})","positive example: [aaa, baaa, bbaaa, abaaa, aaaaa], negative example: [a, ab, b, ba, abb, abaa, abaaa, bab, abba]"
a*(b|bbb)+(a|bb)*,"positive example:[babbbb, babba, babb, aabbb, aabbbaaabb, ba, ab, abbbba, aaabbbabba, baab, abba]
negative example:[aa, babbb, bab, aabbbabbb, babab, baaabaabbaa, babbab, a, bba, abb, bbbbb, aaa]"
a*(bb)*(a)*b*,"positive example:[a, bba, aa, aabbb, bbabbb, bbaaab, bbbb, abbb, aab, bb, aaaa, b, bbbba]
negative example:[bababb, baaa, bbba, bbaaaba, bbaaba, bbbbba, bbaba, aabbba, bbabba, bbabbbaa, bbabab, abab, aabba, bbaabb]"
a(a|b)*aaa,"positive example:[aaaa, aaaaaa, aaaaabaa, abaabaa, aaabbaa, aaaaabbaaa, abbaaaa], negative example:[ab, baa, aaa, aa, aba, ba, bbbbb, aabaaaa]"
((01+0)|(10+1))*,"positive example:[, 101010, 10101110010, 101101, 10001, 10101010, 1010, 1011001001]  
negative example:[010110, 001, 01, 010111, 011100, 01010, 0100, 010100010, 0101011, 0000110, 0101010, 110, 10010, 011, 100110]"
(a+b+)|(b+a+)a+a+a+,"positive example: [bbbaaaaaa, baaaa, ab, aaabbb]  
negative example: [baaabb, baaaba, aba, a, b, baa, baaaaaabaa, aaaba, baaaaaabbb, baba, baabb, bbba, baaa, babb, baaba, abbbaa, abbbab, baaaab]"
((a*)+(b*)+(aa)+(a*)),"positive example:[aa, aabbaa, aabaa, abaa, aabbbaaaa, baa, aaaabaa, bbaa]  
negative example:[abb, bb, , aba, a, aaaab, aabaab, aabaabbb, aababb, aabbba, aababa, aabaaaabaaba, ba]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example: [ε, 0, 1"
"(a{1,})?b?(ba{2,})?","positive example: [aa, b, baa, aab, aabbaaaa, a, baaa, aaa, aba, baaaba, ab, baaaab]

negative example: [bba, bbaab, bbabb, bab, bbaba, aabbbaabba, bbaabb, aabb, bbbb, baab, bbaaaaba, abba, ba, abaa, bbaa, aabba, bb, ababab]"
((((a|b)a*b)*a)*)?,"positive example: [aa, , bbbba, bbaba, bbbaba, abaabbbaba, baabaa]  
negative example: [baabb, bbaab, ab, bbba, aab, bbababbbaaab, bbbb]"
a|ba|b+aaa,"positive example: [a, baaa, bbbbaaa, bbaaa, ba, bbaa, b]

negative example: [baaaaa, aa, bb, baaabb, ab, baa, bbaaab, bbaaaa, baabb, babaa, bbaab, babbb, bbbba, bbabb, baaba, bbaba]"
1|(111)*|01,"positive example:[1, 01, 111, 111111, 111111111, 111111111111],  
negative example:[111100, 111101, 1111100, 1111101, 110, 0, 100, 101, 0101, 0011]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example:[11, 00101010, 000011000010, 0010010, 0101010, 010, 1011000101, 00110010, 0110, 0000, 0011001110, 001010, 001110, 001000]  
negative example:[0110011, 01100001, 000011, 001001, 011110110011, 01001, 0101001, 011010, 0101000, 0101011, 110, 010110, 1010001110, 001, 010101, 011001001, 011001, 010001, 010111, 010100, 01010100]"
a*|baa*|a*baa*|baa*baa*,"positive example:[, baa, baaab, a, aaa, aabbaaa], negative example:[baba, ab, bab, b, bba, ababab, baaabab, babaa]"
0*(1|1||1)0*,"positive example:[0|0, 100, 1110, 010, 0|0|0],negative example:[110, 00, 101, |10, 000110, |0, 00|, |1]"
a*(bb*)*a*,"positive example:[, a, aa, bb, ab, abb, aab, aabbbba, aabba], negative example:[ba, aba, bba, bab, aaabbaa, abba]"
a*(b+)(bb)*a*,"positive example:[b, bba, abba, aabbaa, abbbaa], negative example:[a, ba, bbab, ab, aaaa]"
(b*|ab+)*aa(a+b)*,"positive example:[aa, baa, abaa, aaaa, aab, abbaa], negative example:[b, aba, aabba, aaabba, babaa]"
b(a+b)*b,"positive example: [bb, babb, baabb, babaabb, babababab]  
negative example: [aaa, bbb, abab, aab, baa, bbbbbbb]"
a+(b*a*)+,"positive example:[ab, aab, aaa, abba, abab, aabb, ababab], negative example:[baa, bbb, a, bba, baaba]"
((b)*(aa)[a]*)*,"positive example:[aa, aaaa, bbaa, baa, baaabaa, aaaaabaaa]  
negative example:[bb, aab, ab, bbaaa, abb, bba]"
"[ab]*a{2,}","positive example:[aaaa, aa, baa, aaaaaa, bbbaaa, abaaaa],negative example:[b, aaab, baaab, bba, ab, abb]"
((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example:[0, 00, 111, 1111, 000, 11111, 0000, 111111, 1111111, 00000]  
negative example:[011101, 101, 0100, 0001, 11100, 10, 100, 1101, 1010, 0110]"
(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example:[11, 00, , 0101010, 000, 11111, 100, 00011, 0110, 111000, 0100]  
negative example:[01001, 11001, 10110, 1000110, 011010, 10100, 01010, 1010010, 0110101]"
(a*|b*)(aaa)a*,"positive example: [aaa, aaaa, aaaaa, baaa, baa, baaab, bbaaaa]

negative example: [bba, bb, aa, aaba, aaaba, aaabb, aaaaab, bbabaa, bbabbb, aabb]"
(a+b+bab)*,"positive example:[, ab, abbab, bab, abab, bbabab]
negative example:[aaa, aaabb, abba, bbb, aabab, babba]"
0*1(11)*(0*|1(11)*),"positive example:[1, 11, 111, 1111, 1110, 001, 0011, 00111, 001000, 0111], negative example:[0, 10, 110, 00, 101, 1101, 1100, 1010, 11110, 001011, 10001, 11101, 11001]"
(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"Positive examples: [011011100, 0110101, 1101001011100, 11010100100, 0100100, 1101001011000100, 00010100, 011110100, 110001001110101, 1101100, 110101010, 11011100, 110100101100000100, 1101011100, 01101100, 0111101, 101100, 01100, 110101000100, 110100101100100, 1101001011001100, 1101000100, 01010100, 110101100, 1010101100]

Negative examples: [10101000, 0111101001, 10101001, 0101000001, 101101001, 01111, 010100101011, 1010111, 1010110, 111, 011000, 011001, 0100, 10110, 01010010, 10111, 11101000, 1010101011, 10, 0110111, 10101011, 0110110, 101001, 0101001110110, 01010010111, 0, 001, 0110, 111010, 10101, 10001, 01101011, 010100011]"
(a|b)*(baa)b*,"positive example:[baa, abaa, bbaa, ababbaa, bbabbaa],negative example:[bab, aaab, abbab, abaaba, baaab]"
0*(0*|1*)0*,"positive example:[00, 0, 01, 110, 000],negative example:[1001, 010, 11101, 0110]"
(1?|11?),"positive example: [1, 11, ], negative example: [111, 01, 10, 000, 1110, 1001, 110, 010]"
0*1+,"positive example: [1, 11, 011, 001, 0001, 00001]  
negative example: [0, 00, 10, 101, 1110, 000]"
(a)*(bb+a)*(b+a)*(a)*,"positive example:[baa, bba, abbaa, a, aaab, bbaa], negative example:[bbaaab, abab, baab, abbb, babaa, aababb]"
(a|b)*(b),"positive example:[ab, b, bab, aab, aaab, babb], negative example:[a, ba, aba, abba, aa]"
(a*)b(a*|bb*),"positive example:[b, aab, ab, aabaaa, bbb, bba, abbbb]  
negative example:[aa, babbb, baaab, aababaaba, bbbbab, aabbaa, bab]"
ba*b|a*ba,"positive example:[bb, bab, aba, baa, baab, baaa, aaaba], negative example:[, aaa, ab, b, baaaaba, abbb, aab, abba, bbaa]"
(0*)|(1|1|1)|(0*),"positive example: [0, 00, 000, 1, ]

negative example: [10, 01, 11, 111, 110, 101, 100]"
(a+b)*(b+aaa),"positive example:[baaa, bbbaaa, abbaaa, aaababbaaa, aaaabaaa, aaabaaa, abababa, bbaaabaaa]  
negative example:[baaaaa, baba, abb, baaabb, ab, bbba, babb, baa, aaaba, baabaa, baabbb, aaaa, bbb]"
0*1+|1*0*,"positive example:[000, , 01, 111, 000111, 111000, 10]  
negative example:[11100011011, 101, 011100, 0101, 00010, 10100, 010]"
(11*0*11*)*|(00*1*00*)*,"positive example: [11110111, 01110010, 000, 101, 110110001, 1101, 1001, 00100, 01001100, 010000100, 010],  
negative example: [000101, 1010, 10110101, 001110100110, 10110100, 011, 110, 0, 1, 1011110, 0101, 10001100, 111010, 00100101, 001011, 00100001]"
(a*b*)(a*b*)aaa(a)*,"positive example:[aaa, baaaa, baaa, babaaabaaa, aabbabaaa, abbabaaa, aabaaabaaa, aaababaaa, aabaaa, baaabaaa, baaabaa, bbbaabaaa, abababaaa, ababbbaaabaaa, baabbaaa, babbaaa]  
negative example:[bb, aaaa, aaabaaa, aa, aba, abaa, a, aaabbbb, aaababab, aaabb, aababaa, aaabaaaab, aabbbba, ab, baa, aaabbbabbbaa, aabb, baaaba, aab, aaabaaab, aaabaa]"
b*(b*b*),"positive example: [bb, bbbb, bbbbbb, b, bbb, b b]
negative example: [bbaabbaa, ab, bab, a, abab, bba, ba]"
a*(b+)bb*,"positive example:[bbb, abbb, aaabbb, aabbbb, bbb, abbbbb, bbbbb]  
negative example:[bba, aa, bab, baa, aab, aba, ab, ba, aaabb]"
(b*aa(a+b)*)*,"positive example:[aa, baaab, aaaabaa, aaabbaa, baabbbaa, aaabab, aaaabbaa, aaaaaa, aaaaab, bbaa, baabaa, bbaaa, aabaa, abaa]

negative example:[aababbaabb, bb, ab, aaabb, aaaaaaa, aaaabaaa, aaaaaba, aaaabb, aabaaaba, aabbba, aababa, aaaaba, ba, bab, abab]"
a|(a+b)|a|(a+b)*,"positive example:[a, ab, abab, ababab, aab, aaabab],negative example:[b, ba, abb, abba, aa, bb]"
(ab)+(aa|bb|ab|ba)*,"positive example:[ab, abab, ababbb, abababaa, ababba, abababaa], negative example:[a, b, aaa, bbb, abba, ababab, abbaa, aaab, ba]"
(01(0|1)*10)*,"positive example: [010010, 011010, 01001010010, 01110, 0110, 01100010]  
negative example: [000, 0, 100, 001, 011011, 01100001, 11011, 0110100111, 010]"
0*(1+1)*0*,"positive example:[0, 1, 000, 011, 1100, 111, 00100]  
negative example:[01, 10, 101, 1110, 1001]  "
(b*a*aa+b*a*a+|b*),"positive example: [bb, aaa, aaba, bbaabbbaaa, aaaba, aaaaaba, aaabba, b, aa, bbb]  
negative example: [abb, bba, aba, bbaaaaabbbababaa, aaababbb, aaabaaab, aabab, aaabab, aaab, aabb, bbaa]"
a*|b*|(a|bab)*(b|aba)*,"positive example:[a, b, ababab, aa, bbbb, baba, babbab, babababababa, abababab, babababa, bababa, bababbab, abababa, aabaa, bbaba, baa]

negative example:[ababba, abbaa, abb, baaaab, abababb, baabab, abbaba, babaaaaa, baaab, abababaabb, abbab, baabababba, aaa, bbabaa, abaaaa]"
0*1+0*1*,"positive example:[101, 011, 110, 0001, 01111],negative example:[00, 101110, 000, 111111, 1010]"
(a+b)*|(b+a)*,"positive example:[baba, bba, , aab, abab, abb, ba, ab, bb, a, b],
negative example:[aa, babaa, bbaaa, ababb, aabbb, abaabbabbaa, babbaab, aaa, bbb, aabb]"
0*1(0*1+)*,"positive example:[101, 1101, 111, 1001, 0*1(0*1+)*],negative example:[100111010, 1010, 1110, 0, 10, 00]"
((a)|(ba(a)*)),"positive example:[a, ba, baa, baaa]  
negative example:[abb, baaabb, baba, bba, aba, bab, b, aab, bbb, aaabbaa]"
(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example: [abb, abab, abbab, aababab, ababa, abbaa, ababbab, abbaab, abba, ababbb, aabbaaaab, aabbbbb, aabbab, aabbabba, ababbba, abababbb, abababa, abbaabab, abababb, ababbaa, aabbaab, ababbbab, abaaab, abaaabab, ababababaaab, abbbab]

negative example: [bbbb, aab, ba, abaa, babbab, ab[ab, abaaaba, ababbba, ababaaa, aaabb, abaaaa, aabbb, abbb, baaab, ababaabb, baaabba, abababaa, ababaaab, ababbbaba, babbaa, baabab]"
((a)(b))*,"positive example:[, ab, abab],negative example:[abb, baabba, bb, aaa, aba, aab]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*),"positive example:[ba, bab, bb, babbba, baa, bbbaa, abbba, abba, abb, baaab, babba]
negative example:[a, bbb, baba, ab, ababb, abbb, bbaa, bababa, abaa, baaa, babbab]"
(b|aa)*,"positive example:[b, aa, aaabaa, bb, abbbaa, bbaa],negative example:[ba, a, ab, aab, aaaaab, baa]"
a*b(b|ab*b)*,"positive example:[abb, aabb, abbb, abab, aaabb, bb, ab, aabbb]  
negative example:[ababba, baa, bbab, ba, aaa, bbbb, aabab, ababa]"
(b*(aa)+)*,"positive example:[aa, aaaa, bbaa, baa, bbaaaa, bbaabbaaa]  
negative example:[bab, abab, bba, ab, abb, aaabb, baab]"
((0+1+0+)|(1+0+1+))*|0*|1*,"positive example:[, 0, 1, 000, 111, 010101000101011, 0101011010101, 1011, 0101011, 0101010111000, 01011101101000111010001, 01011101101000111010001100, 01011101101000111010001111, 010101101010, 01010111, 01010001, 10011, 01010110101001, 01010110101011, 0101010100101, 01101011, 010101010, 000101011], negative example:[01010110101, 01, 001, 10101010, 01010110100101110, 0001110111, 01010101010, 010101101001010, 0101010, 01010101001, 01010110100111010, 01010, 11100, 0001110111000110001001, 010101010001010, 0101010001, 110, 10]"
(aa|ab|ba|bb)*aaaa*,"positive example:[aaaa, aaaa, aabaaa, baaaaa, baaaa, bbaaaaa, aaaaabaaa, abaaaaa, aaabaaa, abbaaaa, aaaaaa, aaaabaaaa, abaaba, babaaaa, abbbaaaa],negative example:[bbaa, aaab, ab, bab, abbaa, bbaa, aaab, aaaabbaa, baaaba, aabbbb, aaaaab, baabba, aaaaba, aabab, bbba, baa]."
(0*(1)*0(1))*,"positive example:[, 01, 000101, 10101, 01101, 10111101, 0, 0101, 1010101, 0000101]  
negative example:[011, 00010, 10000, 10110, 1010, 111001101, 010, 1001, 101110, 11100]"
a(a+b)a(a+b)*,"positive example:[aaaaba, aabaab, aabaaaabab, aaaa, aabaaaa, aabaabaaa], negative example:[, aa, bb, a, aabba, aaaab, aabbb, abaa, abbb, aababb, aababa, aabaabb, ba, aaabba, ab]"
[b]*[a]{2},"positive example: [aa, baa, bbaa, bbbaa, bbbbaa], negative example: [bba, b, bb, aba, aab, a]"
(ab+ba)(ab+ba)*(a+b)*,"positive example: [abbaaabaab, abbaabba, abbaabaaabab, abbaaaab, abbaabab, abbaaab, abbbaab, abbaaabab, abbaabbbba, abbaababaa, abbabaab, abbaaba, abbaabababaa]  
negative example: [aaa, bb, , ab, a, aab, abbaa, abbb, abaa, abbaaabaa, abbaababb, abbaaabba, abbaabbabb, abab, abbaabbaba, abbaabbbbab, abbaaabbbaabb, abbaabaa, abbaaaaaba, ba, abbaaababb, abba, bba, baba, ababbb, abbaababaaa]"
(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaaa, abaaa, aaabaaa, aaaaabaaa, abbbaaa, aaaaa, baaabaaa, aaba, baa, aaabaa, bbaaaa, aaaabaaa, bbbaaaa, aaaababaaa, aabbbaa]

negative example: [aa, bb, ab, ba, aaabb, abaa, aabba, baabba, aaaab, aaa, abba, aabaab, ababab, aaaaabab, babaaa]"
(b+(a+)(a+)a*)*,"positive example:[baa, baaaba, baaabaa, bbaaa, baabaaa]  
negative example:[bbb, abaa, ba, aaba, bbbbaa, ab, baabab]"
a*|baa*|a*baa*|abaa*baa*,"Positive example: [a, aa, aaa, baaa, abaa, aaba, aaaaba]  
Negative example: [b, bb, ab, abababa, bab, abababb, abbaa, aaabb, abbbbab, ababaaab, ababba, ababbb, abaaab]"
(a+|b*a)*,"positive example: [aa, a, bba, abaaa, aaba]

negative example: [aaaab, bbbab, aabba]"
(a)*(baa)*((a)*(bbb)*)*,"positive example:[a, aaaa, baa, baabbb, aaabbaabbba, bbaaabbb, abbb, baaabbbba, baa, aabbbb]
negative example:[ab, bab, abbbb, aabbaaab, baaa, baabab, abbba, baabbba, bbaba, bbbba]"
(a|b)*aa,"positive example:[aa, aaaa, bbaa, baa, aabbaa, babaabaa], negative example:[a, ab, ba, bb, abab, bba]"
