Attempt Regex,DeepSeek Output
(a*(b*bb))*,"positive example: [, aabbb, abb, abbb, abbbabbb, abbbb, bbb], negative example: [a, b, ab, aabb, aaab, bbba]"
aba+a(a+b)*a(a+b)*,"positive example:[abaaa, abaaaab, abaaaabaab, abaaaba, abaaabaaab, abaaabaab, abaaabaabab, abaaababaab],negative example:[abaaabab,abaabaab]"
aaa+aba+a(a+b)*a(a+b)*,"positive example:[aaaaabaaabaab, aaaabaaa, aaaabaaaab, aaaabaaaabaab, aaaabaaaba, aaaabaaabaaab, aaaabaaabaab, aaaabaaabaabab, aaaabaaababaab],negative example:[aaaabaaabab,aaaabaabaab,aaabaaabaab]"
(aaa+aba+a(a+b)*a)(a+b)*,"positive example:[aaaaabaaabaab, aaaabaaa, aaaabaaaab, aaaabaaaabaab, aaaabaaaba, aaaabaaabaaab, aaaabaaabaab, aaaabaaabaabab, aaaabaaababaab],negative example:[aaaabaaabab,aaaabaabaab,aaabaaabaab]"
(aaa+aba)(a+b)*,"positive example:[aaaaabaab, aaaaba, aaaabaaab, aaaabaab, aaaabaabab],negative example:[aaaabab, aaabaab]"
(aba)*(aaa+aba)(a+b)*(aba)*,"positive example:[aaaaba, aaaabaababa, abaaaaaabaababa, abaaaaabaaababa, abaaaaabaab, abaaaaabaaba, abaaaaabaababa, abaaaaabaababaaba, abaaaaabaabababa, abaabaaaaabaababa],negative example:[abaaaaabababa,abaaaabaababa]"
(aba+aaa)(a+b)*,"positive example:[abaaaa, abaaaaaab, abaaaaab, abaaaaabab],negative example:[abaaaab]"
(aaa)*(aba+aaa)(a+b)*,"positive example:[aaaaaaabaaaaab, aaaabaaaa, aaaabaaaaaab, aaaabaaaaab, aaaabaaaaabab, abaaaa, abaaaaab],negative example:[aaaabaaaab]"
(a+b)*(bab)(a+b)*,"positive example:[aabbabab, ababbabab, abbab, abbabaab, abbabab, abbababab, bab, babab],negative example:[abbabb,bbabab]"
(a+b)*bab(a+b)*(babb)*,"positive example:[aabbababbabb, ababbababbabb, abbabaabbabb, abbabab, abbabababbabb, abbababbabb, abbababbabbbabb, abbabbabb, bab, bababbabb],negative example:[abbabbbabb, bbababbabb]"
(bbab)*(a+b)*bab(a+b)*(babb)*,"positive example: [abbababbabb, bab, bbabaabbababbabb, bbabababbababbabb, bbababbabaabbabb, bbababbabab, bbababbabababbabb, bbababbababbabb, bbababbababbabbbabb, bbababbabbabb, bbabbababbabb, bbabbbababbababbabb], negative example: [bbababbabbbabb, bbabbbababbabb]"
(b+a)*(bab)(b+a)*,"positive example:[bab, babab, babababba, bababba, bababbaba, bababbba, babba, bbababba],negative example:[ababba, bababa]"
(a+b)*(bab)(b+a)*,"positive example:[aabbabba, ababbabba, abbab, abbabba, abbabbaba, abbabbba, bab, babba],negative example:[abbaba, bbabba]"
(a)*bb(a)*,"positive example:[aabba, abb, abba, abbaa, bb, bba], negative example:[a, b, aa, aba, baa, baba]"
(a)*(bb|bbb)*(a)*,"positive example:[, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba], negative example:[ab, aab, b, bbbb, abab, aaaabbbb, abbbab]"
(bb|bbb)*(a)*(bb|bbb)*(a)*(bb|bbb)*,"positive example: [, abbabb, bbaabb, bbaabbabb, bbabba, bbabbaabb, bbabbabb, bbabbabbb, bbabbabbbb, bbabbbabb, bbabbbb, bbabbbbabb, bbbabbabb, bbbbabb, bbbbabbabb], negative example: [a, b, ab, ba, baba, abab, bbbba, aaaa, bbbabab, abbbba, bbbbaa, bbbaaa, ababab, bbbabbaa, bbbaaabb]"
a*bba*,"positive example:[aabba, abb, abba, abbaa, bb, bba],negative example:[a, b, aba, baba, aaab, baaa]"
a*(bb+)*a*,"positive example:[, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba],negative example:[aba]"
a*(bb|bbb|bbbb|bbbbb)*a*,"positive example: [, aa, aabba, abb, abba, abbaa, abbba, abbbba, abbbbba, bba], negative example: [ab, aab, bab, baba, bbbbbbb, aabab, abab, bbbbaaab, abbbbbba, bbbbbba]"
a*(bb|bbb|bbbb|bbbbb)*,"positive example:[, a, aabb, abb, abbb, abbbb, abbbbb, bb], negative example:[b, ab, aaab, bbbbbb, aabbbbbb, abab, bba]"
(a*(bb+))*,"positive example:[, aabb, abb, abbabb, abbb, bb],negative example:[ab]"
(a*bb+)*,"positive example:[, aabb, abb, abbabb, abbb, bb],negative example:[ab]"
(a*(bb)b*)*,"positive example: [, aabbb, abb, abbb, abbbabbb, abbbb, bbb], negative example: [a, aa, ab, ba, baba, bbaa, abab]"
(a*(bbb*))*,"positive example:[, aabbb, abb, abbb, abbbabbb, abbbb, bbb],negative example:[a, aa, ab, ba, baba, bbbba, abab]"
((a|b)a*ba)*(a|b)a*b,"positive example: [aaabaaab, aab, aabaaaab, aabaaab, aabaaabaaab, aabaab, aababab, ab, abaaab, babaaab, bb], negative example: [aaa, bbb, abaaba, baba, a, b, aa, ba, ababababa, bbaa]"
(((a|b)a*ba)*(a|b)a*b)?,"positive example:[, aaabaaab, aab, aabaaaab, aabaaab, aabaaabaaab, aabaaabaabaaab, aabaab, aababab, abaaab, babaaab],negative example:[aa, bb, aba, bba, aaba, abab, baba, abba, bbba, aabba, ababa]"
((((a|b)a*ba)*)|((a|b)a*b))?,"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba], negative example: [aa, aaa, aaaa, b, ba, baa, baaa, bb, bbb, bbba]"
((a*bbb*a*)+(a*))*,"positive example:[, aabbbaa, abbaa, abbba, abbbaa, abbbaaa, abbbaaabbbaa, abbbaabbbaa, abbbbaa, bbbaa],negative example:[a]"
((aa*bbb*a*)+(bbb*a*))*,"positive example:[, aaabbbabbba, aabbabbba, aabbbaaabbbabbba, aabbbaabbba, aabbbabba, aabbbabbb, aabbbabbba, aabbbabbbaa, aabbbabbbaaabbbabbba, aabbbabbbba, aabbbbabbba, aabbbbbba, abbbabbba],negative example:[bbba]"
((aa*bbb*a*)+(a*))*,"positive example:[, aaabbbaa, aabbaa, aabbba, aabbbaa, aabbbaaa, aabbbaaaabbbaa, aabbbaaabbbaa, aabbbbaa, abbbaa],negative example:[a]"
(a|b)*bab(a|b),"positive example:[aababa, ababa, ababb, baba, babb, bbaba],negative example:[a, b, aa, ab, ba, bb]"
((a*bbb*a*)+(a*)+(bbb*))*,"positive example:[, aabbbaabbb, abbaabbb, abbbaaabbb, abbbaabb, abbbaabbb, abbbaabbbaabbb, abbbaabbbabbbaabbb, abbbaabbbb, abbbabbb, abbbbaabbb, bbbaabbb],negative example:[abbb]"
((a*bbb*a*)+a*)*,"positive example:[, aabbbaa, abbaa, abbba, abbbaa, abbbaaa, abbbaaabbbaa, abbbaabbbaa, abbbbaa, bbbaa],negative example:[a]"
((a*bbb*a*))*,"positive example: [, aabbba, abba, abbb, abbba, abbbaa, abbbaabbba, abbbba, bbba], negative example: [a, b, aa, bb, aba, bab, baba, aab, baa, abab]"
((a*))*,"positive example:[, a, aa], negative example:[b, ab, aab]"
((a*)+(bbb*a*))*,"positive example:[, aabbba, abba, abbb, abbba, abbbaa, abbbaabbba, abbbba, bbba],negative example:[aab, bbb, aaab, baba, abab, bbbaaab, aabbbab, abbbab, bbbaaa]"
((a*)+(bbb*))*,"positive example: [, aabbb, abb, abbb, abbbabbb, abbbb, bbb], negative example: [a, aa, b, bb, bbba, abab, aabba]"
((a*bb)+(bbb*a*))*,"positive example:[, aabbbbba, abbabbbbba, abbbba, abbbbb, abbbbba, abbbbbaa, abbbbbaabbbbba, abbbbbba, bbbbba],negative example:[bbba]"
(a*|bb)*,"positive example:["""", ""a"", ""aa"", ""bb"", ""aaa"", ""abba"", ""bbbb"", ""aabb"", ""bbaa""], negative example:[""b"", ""ba"", ""aba"", ""bab"", ""bbaab"", ""abab"", ""aabbaa""]"
(bb+a+bbb)*,"positive example:[, bbaabbb, bbabbb, bbabbbbbabbb, bbbabbb],negative example:[babbb,bbbbb]"
(a)*,"positive example:[, a, aa], negative example:[b, ab, aab]"
(abb)*,"positive example:[, abb, abbabb], negative example:[a, b, ab, bba, abba]"
(abba)*,"positive example:[, abba, abbaabba],negative example:[a, b, abb, abbaa]"
(a?)*(bb)*(a?)*,"positive example:[, aa, aabba, abb, abba, abbaa, abbbba, bba],negative example:[ab, aab, baba, bbbb, aabab, abab, baa]"
(a?)*(bb+bbb)*(a?)*,"positive example:[, aa, aabbbbba, abbbbb, abbbbba, abbbbbaa, abbbbbba, abbbbbbbbbba, bbbbba],negative example:[abbbba]"
(a?)*(bb|bbb)*(a?)*,"positive example: [, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba], negative example: [ab, aab, bab, baba, bbbbb, abab, aaaab, bbbbaa]"
(a?)*(bb|bbb|abb)*(a?)*,"positive example: [, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba], negative example: [ab, aaba, abab, baba, bbbb, bbbbb, abbbb, aabab, babbab]"
(a?)*(bb|bbb|abb|bba)*(a?)*,"positive example: [, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba], negative example: [ab, aab, b, bbbbb, abab, aabbab, baba, aaab, babb]"
(a?)*(bb)*(a)*(bbb)*(a?)*,"positive example: [, aabbabbba, aabbba, abbaa, abbaabbba, abbabbb, abbabbba, abbabbbaa, abbabbbbbba, abbbbabbba, abbbbba, bbabbba], negative example: [abab, aab, baba, bbbbaa, aaabbb, ababab, bbbaaa, aabbbaa, ababba, bbbabbb]"
(a?)*(bb+bbb)*(a)*(bb+bbb)*(a?)*,"positive example:[, aabbbbba, aabbbbbabbbbba, abbbbbaa, abbbbbaabbbbba, abbbbbabbbbb, abbbbbabbbbba, abbbbbabbbbbaa, abbbbbabbbbbba, abbbbbabbbbbbbbbba, abbbbbbabbbbba, abbbbbbbbbba, abbbbbbbbbbabbbbba, bbbbbabbbbba],negative example:[abbbbabbbbba, abbbbbabbbba]"
(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"positive example: [, aabba, aabbabba, abbaa, abbaabba, abbabb, abbabba, abbabbaa, abbabbba, abbabbbba, abbbabba, abbbba, abbbbabba, bbabba], negative example: [abab, aabab, baba, babbab, ababba, ababab, babab, bbaab, bbbab, abababba]"
((a+b)*)(bab)((a+b)*),"positive example:[aabbabab, ababbabab, abbab, abbabaab, abbabab, abbababab, bab, babab],negative example:[abbabb,bbabab]"
a*b*baba*b*,"positive example:[aabbabab, ababab, abbaba, abbabaab, abbabab, abbababb, abbabb, abbbabab, bab, bbabab],negative example:[aaab, bbb, aabba, abababa, baba, abba, abab, bbaa, aabbb, abbb]"
a*b*a*b*baba*b*a*b*,"positive example: [aababbababab, aabbababab, abaabbababab, ababababab, ababbabaab, ababbabaabab, ababbababa, ababbababaab, ababbababab, ababbabababb, ababbababb, ababbababbab, ababbabbab, ababbbababab, abbabbababab, abbbababab, bab, babbababab], negative example: [a, b, aa, bb, ab, ba, aab, bba, abab, baba, aabab, bbaba, ababab, bababa, aababab, bbababa, abababa, bababab]"
(b*aa+|aa+b*),"positive example:[aa, aaab, aab, aabb, baa, baaa, bbaa],negative example:[ab,ba]"
(b*aa+|aa+b*|b*),"positive example:[, aa, aaab, aab, aabb, b, baa, baaa, bb, bbaa],negative example:[ab,ba]"
(b*aa+b*|b*),"positive example:[, aa, aab, b, baa, baaab, baab, baabb, bb, bbaab],negative example:[bab]"
(b*a*aa+b*|b*),"positive example: [, aa, aaab, b, baaa, baaaab, baaab, baaabb, baab, bb, bbaaab], negative example: [a, ab, aba, abaa, abab, abb, abba, baba, bba, bbaa]"
(b*aa+b*)|(b*a+ab*)|b*,"positive example:[, aa, aab, b, baa, baaab, baab, baabb, bb, bbaab], negative example:[bab]"
(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+)|(b*a+ab*aa+)|b*|(b*aa+b*a+a)|(b*a+ab*a+a)|b*,"positive example: [, aa, aaaa, aab, aabaa, b, baa, baaaa, baaab, baaabaa, baab, baabaa, baabaaa, baabb, baabbaa, bb, bbaab, bbaabaa], negative example: [baaba, bab, babaa]"
(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"positive example: [, aa, aaaa, aab, aabaab, b, baa, baaaab, baaab, baaabaab, baab, baabaa, baabaaab, baabaab, baabaabb, baabb, baabbaab, bb, bbaab, bbaabaab], negative example: [baabab, bab, babaab]"
(a|(bbb))*,"positive example:["""", ""a"", ""aa"", ""bbb""], negative example:[""b"", ""bb"", ""ab"", ""ba""]"
(bab)+(ab)*,"positive example:[bab, babab, bababab, babbabab],negative example:[ab]"
(bab)+(a|b)*,"positive example:[bab, baba, babaa, babb, babbaba],negative example:[a]"
b+(bab)+(a|b)*,"positive example:[bbab, bbaba, bbabaa, bbabb, bbabbaba, bbbaba],negative example:[ba,baba]"
a*b*bbb*a*,"positive example: [aabbbba, abbba, abbbb, abbbba, abbbbaa, abbbbba, bb, bbbba], negative example: [aababba, ababa, abbbab, abbbab, aabbaa, ababbba, ba, bbbab]"
a*b*bbb*a*|a*,"positive example:[, a, aa, aabbbba, abbba, abbbb, abbbba, abbbbaa, abbbbba, bb, bbbba],negative example:[ab, aab, baba, bbaa, aaabbb, bbbaa, abab, bab, bbbab, aabab, bbaab]"
(bab)(a|b)*,"positive example:[bab, baba, babaa, babb], negative example:[ba, ab, bb, aa]"
(ab)*(ba)*|(ba)*(ab)*,"positive example: [, ab, ababba, abba, abbaba, ba, baab, baabab, babaab], negative example: [a, b, aa, bb, aba, bab, ababab, bababa, abababa, bababab]"
(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"positive example: [, ab, abab, ababba, ababbaab, abba, abbaab, abbaba, abbabaab, ba, baab, baabab, baababba, baabba, baba, babaab, babaabba], negative example: [a, b, aa, bb, aba, bab, abbaa, baabb, abababab, babaaba]"
(((a|b)a*b)|((a|b)a*ba)*),"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb], negative example: [ba, baa, baaa, bba, bbb, aaa, b, a, baaab, abaa]"
((a|b)a*ba)*|((a|b)a*b)?,"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba],negative example:[aabaab]"
a*,"positive example:[, a, aa], negative example:[b, ab, ba]"
aba|aaa,"positive example:[aaa, aba], negative example:[aab, bbb, aa, ab, a, b]"
a*|(bb)*|(bbb)*a*,"positive example: [, a, aa, bb, bbb, bbba, bbbaa, bbbb, bbbbbba], negative example: [b, ab, ba, aab, aba, bbaa, baba, abbb, aaab]"
a*|(bb)*|(bbb)*|a*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""bbb"", ""bbbb"", ""bbbbbb""], negative example: [""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""bab"", ""abab""]"
(a*|(bb)*)*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""bbbb"", ""aabbaa"", ""abb"", ""bba"", ""abba"", ""aabb""],  
negative example: [""b"", ""aba"", ""ba"", ""abab"", ""bbb"", ""aab"", ""baa"", ""bab""]"
((a|b)((a*b)|(a*ba)))?,"positive example:[, aaab, aaaba, aab, aaba, ab, aba, bab], negative example:[aabaab]"
(b*(aa))*,"positive example: [, aa, baa, baabaa, bbaa], negative example: [a, b, ab, aba, bb]"
(b*((aa)?))*,"positive example: [, aa, b, baa, baaaa, baabaa, bbaa], negative example: [a, ab, aba, aab, baba, bbaaa, bbaab]"
(b*(aa)*)*,"positive example: [, aa, b, baa, baaaa, baabaa, bbaa], negative example: [a, ab, aba, aab, baba, bbaaa, baaaab]"
bab,"positive example: [bab], negative example: [ba, bb, b, ab, a, baba]"
(a|bb)*|a*,"positive example: [, a, aa, bb], negative example: [ab, bba, aba]"
(a|(bb)+)*|a*,"positive example: [, a, aa, bb, bbbb], negative example: [b, ab, bba, aab, bbb]"
(a|((bb)+))*|a*,"positive example: [, a, aa, bb, bbbb], negative example: [ab, b, bbb, aab, bba]"
(a*(bb+bbb)a*)*,"positive example:[, aabbbbba, abbbbb, abbbbba, abbbbbaa, abbbbbaabbbbba, abbbbbba, bbbbba],negative example:[abbbba]"
(a*(bb+bbb)a*)*a*,"positive example:[, a, aabbbbbaa, abbbbba, abbbbbaa, abbbbbaaa, abbbbbaabbbbbaa, abbbbbbaa, bbbbbaa],negative example:[abbbbaa]"
(a|(bb))*,"positive example:[, a, aa, bb, aaa, bba, abb, bbbb], negative example:[b, ab, ba, bbb, aba, baba]"
(a*(bb+bbb)*a*)*a*,"positive example: [, a, aaa, aabbbbbaa, abbbbba, abbbbbaa, abbbbbaaa, abbbbbaabbbbbaa, abbbbbbaa, abbbbbbbbbbaa, bbbbbaa], negative example: [abbbbaa]"
a*|(bb)*|a*(bb)*a*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbbba, bb, bba, bbbb], negative example: [b, aba, abab, baba, baa, aab, bbbbaa, aaabbb]"
a*bb(b)*a*,"positive example: [aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba], negative example: [a, b, aa, ab, baa, bab, baba, babb]"
a*bb(b)*a*|a*,"positive example:[, a, aa, aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba], negative example:[ab, aba, b, baa, bab, baaab, baba, baab, abab, aab, aabb]"
a*(bbb*)*a*,"positive example: [, aa, aabbba, abba, abbb, abbba, abbbaa, abbbba, abbbbbba, bbba], negative example: [abab, aaba, baba, babb, baab, bbaba, bbbab, ababab, aababa, babab]"
a*(a+bb)*a*,"positive example: [, aa, aaabba, aabb, aabba, aabbaa, aabbabba, abba], negative example: [b, aba, bba, abab, aabab, aabbba, ababba, baa]"
(a+bb)*a*,"positive example:[, a, aabba, abb, abba, abbaa, abbabba],negative example:[bba]"
(a+bb)*(bb)*,"positive example: [, aabbbb, abb, abbabbbb, abbbb, abbbbbb, bb, bbbb], negative example: [a, aa, aba, b, bba, bbb, abab, baba]"
a*(a+bb)*(bb)*,"positive example: [, aaabbbb, aabb, aabbabbbb, aabbbb, aabbbbbb, abb, abbbb], negative example: [b, aba, aab, bba, abab, aaaba, bbbbabb, aababbb]"
(a)*(a+bb)*(bb)*,"positive example: [, aaabbbb, aabb, aabbabbbb, aabbbb, aabbbbbb, abb, abbbb], negative example: [b, aba, aab, bba, abab, aaaba, bbbba, abba]"
(a)*(a+bb)*(bb)*(a)*,"positive example: [, aaabbbba, aabba, aabbabbbba, aabbbb, aabbbba, aabbbbaa, aabbbbbba, abba, abbbba], negative example: [b, ba, baa, baba, babb, bbaa, bbab, bbba, bbbb, abab]"
(a)*(a+bb)*(bbb)*(a)*,"positive example: [, aaabbbbba, aabba, aabbabbbbba, aabbbbb, aabbbbba, aabbbbbaa, aabbbbbbbba, abbba, abbbbba], negative example: [abab, baba, aababbb, bbbab, aaabab, bbbaaa, ababab, bbbabbbab, aababab, bbbabab]"
(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example: [, aaabbbbbbba, aabbabbbbbbba, aabbbba, aabbbbba, aabbbbbbb, aabbbbbbba, aabbbbbbbaa, aabbbbbbbbba, aabbbbbbbbbba, abbbbba, abbbbbbba], negative example: [abab, aabab, baba, bbaa, bbbab, abbbab, aabbbab, bbbbaa, abbbbaa, aabbbbaa, bbbbbaa, abbbbbaa]"
(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[, aaabbabbbbba, aabbaabbbbba, aabbabba, aabbabbabbbbba, aabbabbba, aabbabbbbb, aabbabbbbba, aabbabbbbbaa, aabbabbbbbbba, aabbabbbbbbbba, aabbbbba, aabbbbbbba, abbabbbbba],negative example:[abab, baba, aaabbb, aabab, bbbaa, abbbab, aabbbab, bbaab, ababab, bbbaaa]"
(a)*(bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[, aabbabbbbba, aabbbbba, abbaabbbbba, abbabba, abbabbba, abbabbbbb, abbabbbbba, abbabbbbbaa, abbabbbbbbba, abbabbbbbbbba, abbbbabbbbba, abbbbbbba, bbabbbbba],negative example:[aaabbb, ababab, bbbbaaaa, aabbaabbb, ababbb, bbaabba, aabbbbb, abababab, bbbaaabbb, aababbbba]"
(a)*(bb)*(bbb)*(a)*(bbb)*(bb)*(a)*,"positive example: [, aabbbbbabbbbba, abbabbbbba, abbbabbbbba, abbbbbaabbbbba, abbbbbabba, abbbbbabbba, abbbbbabbbbb, abbbbbabbbbba, abbbbbabbbbbaa, abbbbbabbbbbbba, abbbbbabbbbbbbba, abbbbbbbabbbbba, abbbbbbbbabbbbba, abbbbbbbbbba, bbbbbabbbbba], negative example: [ab, aab, bba, baba, abab, bbbab, abbbab, aabbbab, abbbba, abbbabbb, abbbbbabab, abbbbbababbb, abbbbbabbbab, abbbbbabbbbab, abbbbbabbbbbab]"
(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example: [, aabbbbbabbbbba, abbabbbbba, abbbabbbbba, abbbbbaabbbbba, abbbbbabba, abbbbbabbba, abbbbbabbbbb, abbbbbabbbbba, abbbbbabbbbbaa, abbbbbabbbbbbba, abbbbbabbbbbbbba, abbbbbbbabbbbba, abbbbbbbbabbbbba, abbbbbbbbbba, abbbbbbbbbbbba, bbbbbabbbbba], negative example: [ab, b, ba, baba, bbbab, bbbabb, bbbabbbab, bbbabbbabb, bbbabbbabbb, bbbabbbabbbb, bbbabbbabbbbb, bbbabbbabbbbbb, bbbabbbabbbbbbb, bbbabbbabbbbbbbb, bbbabbbabbbbbbbbb, bbbabbbabbbbbbbbbb]"
(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example: [, aabbbbbabbbbba, abbabbbbba, abbbabbbbba, abbbbbaabbbbba, abbbbbabba, abbbbbabbba, abbbbbabbbbb, abbbbbabbbbba, abbbbbabbbbbaa, abbbbbabbbbbbba, abbbbbabbbbbbbba, abbbbbbbabbbbba, abbbbbbbbabbbbba, abbbbbbbbbba, abbbbbbbbbbbba, bbbbbabbbbba, bbbbbbbabbbbba], negative example: [ab, b, bba, bbb, bbbb, bbbbb, abab, abbb, abbbb, abbbbb, bbbab, bbbabb, bbbabbb, bbbabbbb, bbbabbbbb, bbbabbbbbb]"
(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a|bb)*,"positive example: [, aabbbbbabbbbba, abbabbbbba, abbbabbbbba, abbbbbaabbbbba, abbbbbabba, abbbbbabbba, abbbbbabbbbb, abbbbbabbbbba, abbbbbabbbbbaa, abbbbbabbbbbbb, abbbbbabbbbbbba, abbbbbabbbbbbbba, abbbbbbbabbbbba, abbbbbbbbabbbbba, abbbbbbbbbba, abbbbbbbbbbbba, bbbbbabbbbba, bbbbbbbabbbbba], negative example: [ab, b, bba, bbb, bbbb, bbbbb, abab, abbb, abbbb, abbbbb, bbab, bbbab, bbbbab, bbbbbab, ababab, ababbb, abbbab, abbbbbab, bbbabab, bbbbbabab]"
(bba*)+(a*bb),"positive example:[bbaaabb, bbaabb, bbabb, bbabbaabb, bbbb],negative example:[abb]"
a*b*bb,"positive example: [aabbb, abb, abbb, abbbb, bb, bbb], negative example: [a, b, aa, ab, aabb, bba]"
a*b*bb+a*bbb*,"positive example: [aabbbabbb, abbabbb, abbbaabbb, abbbabb, abbbabbb, abbbabbbb, abbbbabbb, abbbbbb, bbbabbb, bbbb], negative example: [a, b, aa, bb, ab, ba, aab, abb, bbb, aabb]"
a*b*bb+a*,"positive example:[aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba],negative example:[a, b, aa, ab, aba, baa, baba, bbbaa]"
(a+(bb))*,"positive example:[, aabb, abb, abbabb],negative example:[bb]"
a*(bba*)*,"positive example: [, a, aabba, abb, abba, abbaa, abbabba, bba], negative example: [b, ab, aba, aabb, baba, bbaab, aaab, abab]"
a*bbb*a*,"positive example:[aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba],negative example:[a, b, aba, baba, aaab, bbbab, abab, aabbbaa]"
a*bbb*a*|a*,"positive example:[, a, aa, aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba],negative example:[ab, aba, b, baa, bab, baba, babb, baab, bbaa, bbbb]"
(a+bb)*a*(a+bb)*,"positive example:[, aabb, aabbaabb, abba, abbaaabb, abbaabb, abbaabbabb, abbabb, abbabbaabb],negative example:[bbaabb]"
(a+(bb))*a*(a+(bb))*,"positive example:[, aabb, aabbaabb, abba, abbaaabb, abbaabb, abbaabbabb, abbabb, abbabbaabb],negative example:[bbaabb]"
(a+(bb))*a*,"positive example:[, a, aabba, abb, abba, abbaa, abbabba],negative example:[bba]"
(a+bb+bbb)*,"positive example:[, aabbbbb, abbbbb, abbbbbabbbbb, abbbbbb],negative example:[abbbb,bbbbb]"
a*bb,"positive example:[aabb, abb, bb], negative example:[a, b, ab, aab, bba]"
a*bb+bba*,"positive example:[aabbbba, abbbb, abbbba, abbbbaa, abbbbba, bbbb, bbbba],negative example:[abbba]"
a*|a*bb,"positive example: [, a, aa, aabb, abb, bb], negative example: [b, ab, aab, bba, abab]"
a*(bb+)*a*|a*,"positive example:[, a, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba],negative example:[aba]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba, bbaabb, bbabb, bbabbb, bbabbbb, bbbabb, bbbb, bbbbabb], negative example: [aba, babb, bbab]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbba, abbbba, bb, bba, bbaabb, bbaabba, bbabb, bbabba, bbabbaa, bbabbb, bbabbba, bbabbbb, bbbabb, bbbabba, bbbb, bbbba, bbbbabb, bbbbabba], negative example: [aba, babb, babba, bbab, bbaba]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*,"positive example:[, a, aa, aabb, aabba, aabbabb, abb, abba, abbaa, abbaabb, abbabb, abbabbb, abbabbbb, abbba, abbbabb, abbbb, abbbba, abbbbabb, bb, bba, bbaabb, bbaabba, bbabb, bbabba, bbabbaa, bbabbb, bbabbba, bbabbbb, bbbabb, bbbabba, bbbb, bbbba, bbbbabb, bbbbabba],negative example:[aba, ababb, abbab, babb, babba, bbab, bbaba]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example: [, a, aa, aabb, aabba, aabbabb, aabbabba, abb, abba, abbaa, abbaabb, abbaabba, abbabb, abbabba, abbabbaa, abbabbb, abbabbba, abbabbbb, abbabbbba, abbba, abbbabb, abbbabba, abbbb, abbbba, abbbbabb, abbbbabba, bb, bba, bbaabb, bbaabba, bbabb, bbabba, bbabbaa, bbabbb, bbabbba, bbabbbb, bbbabb, bbbabba, bbbb, bbbba, bbbbabb, bbbbabba], negative example: [aba, ababb, ababba, abbab, abbaba, babb, babba, bbab, bbaba]"
(bab)+,"positive example:[bab, babbab], negative example:[ba, bb, ab, baba]"
((a|b)a*ba?)?,"positive example:[, aaaba, aab, aaba, aba, baba],negative example:[aabaa,aabaaaba]"
((a|b)a*ba)|((a|b)a*b),"positive example: [aaab, aaaba, aab, aaba, ab, aba, bab, baba, bb, bba], negative example: [aaa, aabb, abab, abb, ba, baa, babb, bbb]"
((a|b)a*ba)|((a|b)a*b)?,"positive example:[, aaab, aaaba, aab, aaba, ab, aba, bab, baba, bba],negative example:[aabaab]"
