Attempt Regex,ChatGPT Output
(a|b)(a|b)(a|b)*aaa*,"positive example: [aaa, baaa, abaaa, aaaa, bbbaaa]  
negative example: [baa, abba, bba, bbb, abab]  "
"(a|b)*(a|b)*a{3,}","Positive example: [aaa, aaaa, baaaa, bbaaaa, ababaaa]  
Negative example: [ab, aaaabba, bbb, ba, ababab] "
b*((a|b)*(a|b)*)*,"Sure! Here's the result:

Positive example: [b, bb, baa, bab, baab, bbb, babb, baaab, bbaab]  
Negative example: [a, ab, abb, aabbb, abaa, abab, aaab, baaa, bbba]"
(1|0)*|(0|1)*,"positive example: [111, 000, 10101, 01010, 1, 0, 110, 1001]  
negative example: [10, 01, 101, 010, 11, 00, 0001, 1110]"
(a|ab)*(a|ba)*(b|a)*,"positive examples: [ ""a"", ""ab"", ""aba"", ""abab"", ""aa"", ""ba"", ""b"", ""abababa"", ""abbaa"", ""aababa"" ]  
negative examples: [ ""c"", ""abc"", ""bbbaa"", ""abba"", ""aaaab"", ""abacab"", ""baba"", ""aaaabb"", ""abb"", ""baaaab"" ]  "
a*b+,"Positive example: [ ""ab"", ""aab"", ""b"", ""aaab"", ""bbbb"" ]  
Negative example: [ ""a"", ""aabbb"", ""abb"", ""aaa"", ""ba"" ]  "
(a|b(aa*))*,"```plaintext
positive example: [ """", ""a"", ""b"", ""ba"", ""baa"", ""baaa"", ""aba"", ""abaa"", ""baabaa"", ""ababaa"", ""bbaaa"" ]
negative example: [ ""c"", ""bb"", ""bab"", ""bac"", ""aa"", ""baba"", ""bbaa"", ""abbb"", ""baaab"", ""baab"" ]
```"
a*b*,"positive example: [a, b, aa, bb, ab, aab, abb, aabb, aaa, bbb]  
negative example: [ba, baa, bab, bbaa, baba, abab]"
0*(1+0+)*1*,"positive example: [ ""1"", ""01"", ""001"", ""10"", ""101"", ""010"", ""1101"", ""00010"", ""00101"", ""0111"" ]  
negative example: [ ""0"", ""00"", ""111"", ""100"", ""000"", ""1111"", ""110"", ""0001"", ""00110"", ""1010"" ]"
((ab)|(ba))*|(a|b)(a|b)*,"```plaintext
positive example: [ab, ba, abab, baba, a, b, aa, bb, abababab, aba, bab, abaa, bbba, aab, aaa]
negative example: [baa, abba, bbbb, abc, cab, aabbb, bbaaa, c, bac, caa, abac, abbc, bacb]
```"
(a|(b*bb*))*,"Positive example: [ ""a"", ""bb"", ""ab"", ""aab"", ""bbaa"", ""abab"", ""bbb"", ""ba"", ""aaaa"", ""bbbbb"" ]  
Negative example: [ ""b"", ""abbab"", ""baba"", ""aaaab"", ""bbaab"", ""babab"", ""abba"", ""bbbbabba"", ""abbb"", ""ababab"" ]"
(ab|ba|b|a)*,"positive example: [ab, ba, b, a, abab, baba, bbbb, aaab, abba, aba, baa, baaab]  
negative example: [abb, baab, bb, aaa, babab, aab, abbb, bba, aa, ababababa]  "
((0|1))*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""0011"", ""010101"", ""111000"", ""0"" ]  
negative example: [ ""2"", ""01a"", ""1112"", ""002"", ""1100x"", ""a0b1"", ""01 01"", ""01 0"", ""0 1"", "" "" ]  "
(a|b)*(aaa),"positive example: [aaa, aaaa, baaa, bbbaaa, abababaaa, aabaabaabaabaa]  
negative example: [aa, bbb, bbbaaab, babababaa, abaabaaa]  "
(bb)*(a|b)*(bb)*,"Positive examples:  
[""bb"", ""bbb"", ""a"", ""b"", ""abba"", ""bbab"", ""bbbb"", ""bba"", ""bbbabb"", ""b""]  

Negative examples:  
[""abbb"", ""ba"", ""bbaabb"", ""bbbba"", ""bbabb"", ""abbba""]  "
(a+b|b+a)*,"Positive examples: ["""", ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""baab"", ""ababba"", ""bababa"", ""baabab""]
Negative examples: [""aa"", ""bb"", ""aab"", ""abb"", ""bbaa"", ""aabb"", ""babab"", ""abbaab"", ""aaa"", ""bbb""]"
(a|b)*(ab),"Positive example: [ab, aab, bab, abab, baab, aababb, ababbbab]  
Negative example: [a, b, aa, bb, aba, baa, abbba]"
(aa|ab|ba|ba)*,"Positive example: [ ""aa"", ""ab"", ""ba"", ""ba"", ""aaab"", ""ababaa"", ""babaab"", ""baaa"", ""aaabab"", ""bababa"" ]  
Negative example: [ ""a"", ""b"", ""aaa"", ""bbbb"", ""ababab"", ""aaba"", ""bb"", ""aab"", ""baa"", ""aba"" ]"
(aa*b)*,"positive example: [b, ab, aab, aaaaaab, bab, aabaaaaab]
negative example: [a, ba, aa, aaa, bb, aaab]"
(a|((b|bb)+))*|a*,"positive example: [a, aa, aaa, b, bb, bbb, ab, abb, aab, aaabb]
negative example: [aba, bab, bba, baaa, abab, bbbabab]"
0*(0*1*)*0*,"positive example: [ """", ""0"", ""1"", ""00"", ""01"", ""001"", ""000"", ""011"", ""0011"", ""0001"", ""00011"", ""00001"", ""000111"", ""000011"", ""10"", ""100"", ""0000"" ]  
negative example: [ ""10"", ""101"", ""110"", ""111"", ""0101"", ""1001"", ""1010"", ""1111"", ""1100"", ""0110"", ""10110"", ""11101"", ""11100"" ]"
(a*)+b,"positive example: [ ""ab"", ""aab"", ""aaab"", ""b"", ""aaaab"" ]  
negative example: [ ""a"", ""aa"", ""aaa"", ""ba"", ""aba"" ]"
(0*(01)*1*0)*|(1*(10)*0*1)*,"positive example: [ ""010"", ""101"", ""01010"", ""0100101"", ""110"", ""1001"", ""00110"", ""000011100"", ""11101"", ""110110"" ]  
negative example: [ ""001"", ""1010"", ""000100"", ""0110"", ""11100"", ""0101"", ""10100"", ""0100010"", ""100"", ""1100"" ]"
0*(0*1+)*0*,"positive example: [ ""0"", ""1"", ""01"", ""001"", ""10"", ""010"", ""011"", ""0010"", ""00110"", ""0101"", ""1"", ""111"", ""00101"" ]  
negative example: [ ""11"", ""100"", ""0001"", ""00111"", ""1010"", ""110"", ""1110"", ""00001"", ""1001"", ""001010"", ""10010"" ]"
(a|b)*(aaa)+,"Positive example: [aaa, aaaaaa, baaa, bbaaaaaa, aaabaaaaaa]  
Negative example: [aa, bbba, baaab, baabaaa, ababababab]"
(a|b)*(aaa)*,"Positive example: [ ""aaa"", ""aaaaaa"", ""baaa"", ""bbaaaaaa"", ""abbbaaa"", ""aaaabaaa"", ""bababaaa"" ]  
Negative example: [ ""a"", ""b"", ""bb"", ""ab"", ""aa"", ""baab"", ""abaaaab"" ]"
(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*,"Positive example: [ ""aa"", ""bb"", ""aabbaa"", ""ab"", ""ba"", ""abab"", ""baba"", ""aaaabb"", ""bbaaab"", ""ababaa"", ""bbaa"", ""aba"", ""abababab"" ]  
Negative example: [ ""a"", ""b"", ""ababababa"", ""abba"", ""aaaaabb"", ""bbb"", ""abbb"", ""baaa"", ""aabab"", ""bbab"", ""aaabbbba"" ]"
(ab)*(ab|ba|aa|ab)*,"Positive example: [""ab"", ""abab"", ""ababa"", ""ababab"", ""ababbaaa""]
Negative example: [""a"", ""b"", ""ba"", ""abaa"", ""abababab""]"
([ab]*(baa)*[ab]*)*b,"positive example: [b, ab, bab, aab, baab, abaa, abaab, babaaab]
negative example: [a, bb, aabb, abba, abbb, baabbaa, bbbaa]"
0*(1+0+)*|1*(0+1+)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""0011"", ""1100"", ""111000"", ""000111"", ""011"", ""1001"" ]  
negative example: [ ""0110"", ""1000"", ""1010"", ""0101"", ""0001100"", ""1110011"", ""101101"" ]"
(a|b)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aaa"", ""abab"", ""baba"" ]  
Negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aabca"", ""bcb"", ""cab"" ]"
(a|b)(a|b)+aaa*,"Positive example: [baaaa, bbaaaa, ababaaa, abbaa, baa, bbbaa]

Negative example: [aa, babaa, abaaa, aaaaab, bbb, abaaaaaaa]"
0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,"Positive example: [ ""0"", ""1"", ""000"", ""111"", ""101"", ""11011"", ""0001000"", ""111000111"", ""01"", ""10"" ]  
Negative example: [ ""001"", ""1100"", ""1010"", ""0001"", ""10001"", ""1110"", ""010"", ""1000"" ]  "
b|(b|bbb|bbab|babb|a)*,"positive example: [b, babb, bbb, babbab, babba, bbab, abbb]
negative example: [aa, baaa, bbbbbbba, bbba, babbaab, bababa, abab]"
1*0*01*0*,"Positive example: [ ""1010"", ""100"", ""001"", ""111010"", ""100100"" ]  
Negative example: [ ""110"", ""0100"", ""0001"", ""1110"", ""000"" ]"
0*|0((11*0)|0)*|1((00*1)|1)*,"Positive example: [ """", ""0"", ""00"", ""000"", ""1"", ""11"", ""111"", ""0011"", ""1100"", ""01"", ""10"", ""11100"", ""00011"", ""110011"" ]  
Negative example: [ ""01"", ""10"", ""110"", ""001"", ""1001"", ""1010"", ""0010"", ""102"", ""1102"", ""0101"" ] "
((0*)1(0*))+,"positive example:[10, 10001, 01, 0001000, 101010]
negative example:[00, 11, 001, 010, 100]"
a+|(a|b)*,"Positive examples: [`a`, `aa`, `aaa`, `b`, `ab`, `ba`, `bb`, `aab`, `aba`, `bba`]

Negative examples: [``, `c`, `ac`, `bac`, `cab`]"
b|(a*b*)*aaa,"Positive example: [b, aaaa, aaabaaa, aaabaaabaaa, abbbb, abbaaabbbbaaa]  
Negative example: [a, aaa, ab, bb, aabaaa]  "
(a*ba*a*)*,"positive example: ["""", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""aba"", ""aab"", ""baba"", ""aabaa""]  
negative example: [""bb"", ""bbb"", ""abb"", ""bab"", ""aabb"", ""baab"", ""bbaa""]"
((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,"positive example: [aa, bb, aaaa, bbbb, abab, baba, baab, abba, aabb, ab, ba, aabbab, babaab, babba, aaabba]
negative example: [a, b, aaa, bba, aba, abaab, baa, babab, b, baaabba, aaba, abbb, bbba, aaaabb, abb]"
(a)(a|b)*,"Positive example: [ ""a"", ""aa"", ""ab"", ""aaa"", ""aab"", ""abab"", ""aaba"" ]  
Negative example: [ """", ""b"", ""ba"", ""bb"", ""baa"", ""bab"", ""baba"" ]"
(a|b)*b,"positive example: [b, ab, bb, aab, abb, abab, bab]  
negative example: [a, aa, ba, aba, aaa, baa, a]"
[ab]*[baa][ab]*b,"Positive example: [baab, aabaab, ababaab]  
Negative example: [aaa, baa, abbab]"
(a|ba*)+b,"positive example: [ab, bab, baab, baaab, aab, aabbb]  
negative example: [a, baa, baaa, b, bbaa, aabaa]"
((ab)|(ba))*((a|b)(a|b))*,"Positive example: [ab, baba, abab, baab, ababaa, babaabbb, aabb, ababbbba]  
Negative example: [aaa, bbb, ababababa, ababbbb, aabbbabb, bbabaa, aaaaa, bbbbb]"
(ab|aa|bb|ba)*(a+b)*,"positive example: [ ""abab"", ""aaa"", ""bba"", ""abbaa"", ""abbab"", ""abaaabab"" ]  
negative example: [ ""aaaab"", ""babab"", ""abababbb"", ""baabaa"", ""bbba"" ]  "
a+b*,"positive example: [ ""a"", ""ab"", ""abb"", ""aab"", ""aabb"", ""aaab"", ""aaabb"" ]  
negative example: [ ""b"", ""bb"", ""ba"", ""baab"", ""abbab"", ""bba"" ]"
((((a|b)a*b))|((a|b)a*ba))*,"positive example: ["""" ,""a"", ""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""bba"", ""abab"", ""aabab"", ""babab"", ""abababab"", ""baaab"", ""aababaa"", ""baabaa""]
negative example: [""aaa"", ""bbb"", ""aa"", ""abb"", ""bab"", ""bbbb"", ""baab"", ""aabb"", ""bbba"", ""bbaa"", ""abaa"", ""bababba"", ""abababba"", ""aaab""]"
0*1(11)*(0|1)*,"positive examples: [01, 011, 0110, 0110, 01111]
negative examples: [10, 1, 00, 110, 111]"
(a?)|((a|b)a*b(a?))*,"Positive example: ["""", ""a"", ""ba"", ""baba"", ""bba"", ""abab"", ""aa"", ""babab"", ""ababa"", ""aba""]
Negative example: [""b"", ""bb"", ""abb"", ""bab"", ""babb"", ""abbaba"", ""bbaabaa"", ""baab"", ""aabb"", ""bbb""]"
a(a)*|(ab)*b*a*,"Positive example: [ ""a"", ""aa"", ""aaa"", ""ab"", ""abab"", ""abba"", ""ababba"", ""abbbbbba"", ""bbba"", ""ababa"" ]  
Negative example: [ ""b"", ""ba"", ""bbb"", ""aab"", ""aabb"", ""abbaaa"", ""abababbb"", ""abbb"", ""babab"", ""bba"" ]  "
a*(b+aaa*)*,"Positive example: [a, aa, aaa, b, ab, abaaa, abba, aaab, aaaaabaaa]
Negative example: [abbb, ba, aab, bab, bb, abab, bba]"
(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,"Positive example: [ ""aa"", ""bb"", ""abab"", ""bbaa"", ""aabbaab"", ""bbaabbab"", ""abbaab"", ""ababaa"", ""aabbba"", ""babab"" ]  
Negative example: [ ""aaa"", ""bbb"", ""aab"", ""babba"", ""ababaab"", ""aaab"", ""baaa"", ""babb"", ""a"", ""b"" ]  "
(((a|b)+)+)aaa,"positive example: [ ""aaa"", ""baaa"", ""abaaa"", ""bbaaa"", ""ababaaa"" ],  
negative example: [ ""ab"", ""aab"", ""abb"", ""baaab"", ""cbaaa"" ]"
((a|b)a*(b|ba))*,"positive example: ['b', 'ba', 'bab', 'baab', 'abab', 'babab', 'babba']
negative example: ['a', 'bb', 'baa', 'ababab', 'baaa', 'abba']"
(a|b|bb)*,"Positive examples: [ ""a"", ""b"", ""bb"", ""aa"", ""ab"", ""ba"", ""bbb"", ""abab"", ""bbaa"", ""bbabb"" ]  
Negative examples: [ ""bbbba"", ""aabb"", ""bbbaba"", ""baab"", ""bbbbb"" ]  "
(0*(1+0*1+)*0*)*,"positive example:[0, 1, 10, 1101, 0000, 101010, 00011000]
negative example:[11, 1011, 0002, 11010a, 10010011, 01, 1100110]"
((1)?(0)?)*,"Positive example: ["""" ,""1"", ""0"", ""10"", ""01"", ""1100"", ""101"", ""011"", ""1001"", ""01010""]

Negative example: [""11"", ""00"", ""001"", ""1010"", ""1000"", ""111"", ""000"", ""110"", ""0101"", ""1110""]"
((ab)*(ba)*)*|abb*a*b*ba,"positive example:[aba, abba, abbba, abbbaabab, abbaabbba, abbaabba]
negative example:[abab, aabbba, aa, bbbaabba, baa, abbb]"
a|b*a*b,"Positive example: [a, b, ba, bab, bbab, bbbbbab]  
Negative example: [b, bb, bba, ab, bbaa, baa]  "
(a|b)*a(a|b)*|b*a*,"positive example: [aa, ba, aba, bba, aaaa, bbaa, abb, bbaaa, bab]  
negative example: [bbb, aab, babb, bbaba, ababb, baabba, bb, aaab]  "
(a|bb*)*,"Positive example: ['a', 'aa', 'aabbb', 'bb', 'b', '', 'aaa', 'abba', 'bbbb', 'abababa']
Negative example: ['bbbbaa', 'bbaab', 'bbaaabbb', 'abbbab', 'bbbbabbbb']"
(a*)b((a*)|(b+(a*)+b))+(a*),"Positive example: [""b"", ""ba"", ""baaa"", ""bbaabb"", ""babaa"", ""baaaa"", ""baaaabbbab"", ""bbaaaaa"", ""baabab"", ""babaaaabbbbbbbab"", ""aabaaa"", ""bbbabaa"", ""aabbbbbab"", ""bbaaa"", ""bbaabba"", ""bbaaabba""]
  
Negative example: [""a"", ""ab"", ""aaab"", ""bbbb"", ""aaa"", ""aaabbaa"", ""baab"", ""babab"", ""aa"", ""bbb"", ""ababab"", ""bbaaabab"", ""abbab"", ""baaaab"", ""bbbbbb""]"
0*|1*|(1*0+1+)*|(0*1+0+)*,"Positive example: ["""" , ""0"", ""1"", ""000"", ""111"", ""10"", ""1101"", ""101"", ""0110"", ""0001110""]
Negative example: [""01"", ""10010"", ""011011"", ""11010"", ""001101"", ""10101"", ""010"", ""011"", ""0011""]"
(ab(ab)*)*((a|b)(a|b))*,"Positive example: [""ab"", ""abab"", ""abababab"", ""abaabb"", ""abababababababab"", ""abaab"", ""ababababaa"", ""abbb"", ""aabb"", ""abababbb"", ""ababababababababaa""]
Negative example: [""a"", ""b"", ""aaa"", ""bbb"", ""ababababa"", ""abababababa"", ""aabba"", ""abb"", ""ababaaaa"", ""aaaa"", ""bba"", ""ababa"", ""babababab""]"
aaa(a)*|(a|b)*baaa(a)*,"positive example: [aaa, aaaa, bbaaa, bbaaabaaa, aaabaaa, baaabaaa, bbaaaa, baaa, aaaabaa, aaaabaaa]  
negative example: [aaaaa, bbbbb, bbbaa, babaa, abaaa, abbaaa, bbaababaa, aaabab, baaabab]"
(a|(a*b*(aa)a*)*)*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""ab"", ""aab"", ""aaaaa"", ""aabaaa"", ""bbaa"", ""abba""]
Negative example: [""bbaaa"", ""ba"", ""aaaab"", ""babab"", ""abbb"", ""bbaabab"", ""abaaab"", ""abbab""]"
(aa|ab|ba|bb)*(a|b)*aaa,"positive example: [aaa, baaaa, bbbbaaabaaa, abbaaaaa, aabbaaabaaa]
negative example: [aa, abaab, baaab, baaa, bbabaaa]"
a*|(a|b)*aa,"Positive example: [``, `a`, `aaa`, `aa`, `aaaa`, `baaa`, `ababaa`, `aabaaa`, `babaa`]

Negative example: [`b`, `bb`, `ab`, `baba`, `aabab`, `bbb`, `aab`, `baaaaabb`]"
a|a*b,"Positive example: [a, b, ab, aab, aaab]  
Negative example: [aa, bb, ba, aaa, aabb]"
(ab|ba?)*(aa|ab|bb|ba)*,"Positive example: [""ab"", ""baaa"", ""ababaa"", ""baabab"", ""abbbaa"", ""abbbaab"", ""baabbab"", ""abbbaabaaa""]  
Negative example: [""aaa"", ""bbaa"", ""babab"", ""aabbb"", ""abaaa"", ""bababaa"", ""abbaabb"", ""abbbbaa""]"
001|110|10101|1010,"positive example: [001, 110, 10101, 1010, 001001, 1101010, 101011010]  
negative example: [000, 011, 1001, 101, 100101, 1110, 01010]  "
(((a|b)a*ba)|((a|b)a*b))*,"Positive examples: [ """", ""b"", ""ab"", ""bb"", ""bab"", ""aab"", ""aba"", ""abaaab"", ""babaa"", ""babab"", ""ababba"", ""aabbaa"" ]  
Negative examples: [ ""a"", ""ba"", ""abba"", ""aa"", ""aaa"", ""aaaa"", ""bba"", ""bbbb"", ""abbab"", ""abaa"" ]"
(a*b+a*)*,"Positive example: ["""", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""aaa"", ""aab"", ""aba"", ""bba""]
Negative example: [""bb"", ""bbb"", ""abab"", ""baba"", ""abba"", ""bab""]"
([ab](a)*(bb)*)*,"positive example: [aa, abba, aaabbbb, bbaabbbb,abab,abbbbb]
negative example: [aaa, bbb, abababa, abbbba, aaab]"
/#*(a|b|/|(#*(a|b)))*#*/,"positive example: [""/"", ""a"", ""b"", ""#"", ""##"", ""###"", ""a#"", ""#a"", ""b#"", ""#b"", ""##b"", ""#a#"", ""##a##"", ""/#"", ""###a###"", ""#/#"", ""/a/b#"", ""/a#"", ""##/##""]
negative example: [""c"", ""d"", ""//"", ""#c"", ""a#"", ""#/c"", ""ab"", ""a#b"", ""##/"", ""###/"", ""a/#"", ""/#/a"", ""#/b/c"", ""a//b"", ""a##/""]"
(a|b)+aaa,"positive example: [""aaaaa"", ""baaa"", ""bbaaa"", ""abbbaaabaaaaa""]  
negative example: [""aaa"", ""bbaab"", ""aabaaa"", ""baaab""]  "
((aa)*|(bb)*)(aa|bb|ab|ba)*,"positive example: [ ""aa"", ""bb"", ""aaaa"", ""bbbb"", ""aaab"", ""bbaa"", ""aabab"", ""bbaabb"", ""aaabba"", ""baba"" ]  
negative example: [ ""a"", ""b"", ""abab"", ""b"", ""aabba"", ""bbaaa"", ""aaaab"", ""babab"", ""baa"", ""abbb"" ]"
(a*|b?)+,"positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""aaa"", ""abb"", ""aab"", ""aaaa"", ""abab"", ""babab"" ]  
negative example: [ ""ba"", ""bb"", ""aba"", ""bba"", ""abba"", ""bbb"", ""babba"" ]  "
(a|b)+(aaa)+,"positive example: [baaabaaa, aaaabaaabaaa, baaabaaabaaa]  
negative example: [aaa, baaaa, babaaa]"
(aa|bb|ab|ba)*,"Positive example: [""aa"", ""bb"", ""ab"", ""ba"", ""aabb"", ""abba"", ""abab"", ""bbaa"", ""aaab"", ""bbaaab""]
Negative example: [""aaa"", ""b"", ""aabaa"", ""bbab"", ""ababaa"", ""baab"", ""bab"", ""aaabbbb"", ""a"", ""bbbab""]"
((1+0*1+)*)|((0+1*0+)*)|(0|1)*,"positive example: [101, 010, 111, 000, 01, 0101]

negative example: [1100, 0011, 1001, 0110, 1010, 0001]"
a*b+(a|ba*b)*,"```plaintext
positive example: [b, ab, aab, bbba, abab, abbab, baa, baab, bbbaa, abbaa]
negative example: [a, ba, aaab, bab, bbab, abba, aaa, bbaa, bbbaba, abbb]
```"
(0*)(0*1*)*(0*),"Positive example: ["""", ""0"", ""1"", ""00"", ""01"", ""001"", ""00011"", ""000"", ""111"", ""00110""]  
Negative example: [""10"", ""101"", ""1100"", ""010"", ""100"", ""01111"", ""1001"", ""110"", ""0110""]  "
[a]*[baa]*,"Positive example: [ ""a"", ""aa"", ""baa"", ""baaaa"", ""aaaaa"", ""abaaa"" ]  
Negative example: [ ""b"", ""ab"", ""bb"", ""aab"", ""baab"", ""bbaa"" ]  "
(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)),"Positive example: [ ""b"", ""bb"", ""bbb"", ""abbb"", ""bab"", ""aabbb"", ""babbb"", ""abbbbb"", ""babab"", ""bbbbabb"" ]  
Negative example: [ ""a"", ""aa"", ""ba"", ""ab"", ""abab"", ""aaa"", ""aabba"", ""bbab"", ""abaabb"", ""bbbbab"" ]  "
(a|(b*b)*)*,"Positive example: [`"""", ""a"", ""b"", ""aa"", ""bbb"", ""abab"", ""bababab"", ""aabbbba"", ""bbbbaabbbbb"", ""aaaaa""`]  
Negative example: [`""ba"", ""abba"", ""bababa"", ""aaaabb"", ""bababababab"", ""bbab"", ""abc"", ""baa"", ""baaa""`]"
(((aa)|(bb)|(ab)|(ba))?)*,"Positive example: [aa, bb, ab, ba, aabaab, bbaaab, ababaa]  
Negative example: [aaa, bbb, aba, bab, aabbb]  "
(0+(1*0)*)*|(1+(0*1)*)*,"Positive example: [ """", ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""001"", ""1100"", ""1001"", ""0110"", ""000"", ""1110"", ""0101"", ""101"", ""1111"" ]  
Negative example: [ ""0011"", ""0100"", ""1010"", ""11001"", ""00100"", ""10000"", ""10010"", ""01110"", ""00001"", ""11101"" ]  "
(a|b)*|(baa)+b,"positive example: [ """", ""a"", ""b"", ""aa"", ""bb"", ""abab"", ""baaab"", ""baa"", ""baab"", ""baabaaab"" ]

negative example: [ ""baab"", ""aab"", ""baaa"", ""baaaab"", ""abba"", ""abab"", ""b"" ]"
(aa|ab|ba|bb|b|a)*(aaa)a*,"Positive examples:  
[  
""aaa"",  
""aaaaa"",  
""baaabaaa"",  
""abaabbaaaaa"",  
""babaabaaa""  
]  

Negative examples:  
[  
""aa"",  
""abbaa"",  
""babaab"",  
""ababaaaaa"",  
""baabab""  
]  "
(0)*(0*1*)*(0)*,"Positive example: ["""" , ""0"", ""1"", ""00"", ""01"", ""0011"", ""000111000"", ""111"", ""000"", ""001"", ""000111"", ""111000"", ""000111000"", ""0000011110000""]  
Negative example: [""10"", ""110"", ""101"", ""1001"", ""011"", ""1110001"", ""00110"", ""000111001"", ""010"", ""1010"", ""1111""]"
((((a|b)a*ba)|((a|b)a*b))*)?,"positive example: ["""", ""b"", ""ab"", ""ba"", ""aba"", ""abba"", ""abab"", ""baab"", ""baba"", ""babba""]  
negative example: [""aa"", ""aaa"", ""aab"", ""bbbb"", ""aaab"", ""babbb"", ""abaa""]"
(ab|aa|bb|ba)*aaa*,"Positive example: [ ""abaaaa"", ""aaa"", ""bbaaa"", ""abaa"", ""ababaaa"" ]  
Negative example: [ ""abab"", ""bba"", ""ba"", ""abbb"", ""abbaaa"" ]  "
(a*)+(a*|(b+a+a))+(a*),"Positive example: [""aaaaaa"", ""bbaaa"", ""aaa"", ""a"", ""aaabaaaa"", ""bbbaa"", ""aaaaa""]
Negative example: [""bbb"", ""baaaab"", ""abaaa"", ""aabb"", ""bbabaaa"", ""ab"", ""aabaaa""]"
((0*|1)*(0*|1)*)*,"Positive example:['', '0', '1', '01', '10', '110', '000', '10101', '111000', '010101']
Negative example:['2', '1102', '01a', '0011 ', '1 0', '0b1', '1#0', '01#', '0.', '1_']"
(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,"Positive example: [ ""baa"", ""bbaa"", ""aabaa"", ""babaa"", ""bbabbaabaa"" ]  
Negative example: [ ""ba"", ""ab"", ""aaaa"", ""bb"", ""aba"" ]"
(baa)*(a|b)*(baa)*b,"Positive example: [`baab`, `baaab`, `baaaabb`, `baabaabab`, `baabaaabb`]  
Negative example: [`baa`, `bab`, `aab`, `baaa`, `bbb`]"
(0|1)?(0|1)?(0|1)?,"positive example: ["""" , ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""011"", ""100"", ""101"", ""110"", ""111""]  
negative example: [""0000"", ""2"", ""01 "", ""1a"", ""abc"", ""0111"", ""-0"", ""00 1"", ""10x"", """"]"
(a*b*(bab)*a*b*)*,"Positive examples: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""bb"", ""abab"", ""babab"", ""aababb"", ""bab"", ""babba"", ""ababab"", ""babababab"", ""aa"", ""bbaaab"" ]

Negative examples: [ ""aba"", ""baba"", ""abb"", ""bbaa"", ""baa"", ""aab"", ""abbab"", ""baab"", ""abbba"", ""bbab"", ""bbbabaa"", ""ababababa"", ""babb"", ""bababa"" ] "
(a*(bb*)*a*)*,"Positive examples: ["""", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aabb"", ""abba"", ""aaa"", ""baab""]

Negative examples: [""aba"", ""bbb"", ""abab"", ""bbaa"", ""baa"", ""babab"", ""abbb"", ""baaa"", ""bba"", ""aaab""]"
0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""00100"", ""11011"", ""0110"", ""1001"" ]  
negative example: [ ""2"", ""01"", ""10"", ""1110"", ""0001"", ""1010"", ""0101"", ""11111"", ""00000"", ""10010"" ]  "
(a|b)(a|b)*aaa(a)*,"positive example: [ ""aaa"", ""baaaa"", ""abaaa"", ""aaaaa"", ""bbaaaa"", ""aaaaaa"", ""ababaaa"", ""bababaa"", ""aabaa"", ""bbaa"" ]  
negative example: [ ""aa"", ""b"", ""abab"", ""abaaaaab"", ""bbb"", ""a"", ""baaaab"", ""bbbbb"", ""abbb"", ""aaaab"" ]  "
(a*|(b*bb*)+)*,"Positive example: [ """", ""a"", ""aa"", ""b"", ""bb"", ""bbb"", ""abaa"", ""bab"", ""bbabb"", ""aabba"", ""bbbabb"" ]  
Negative example: [ ""ab"", ""bba"", ""abbb"", ""ba"", ""baab"", ""baba"", ""abab"", ""babbba"" ]"
(a|b)+b,"positive example: [ab, bb, abb, bbb, aab, bab, abab, bba]  
negative example: [a, aa, ba, aaa, aba, baa, b, ]  "
(a|b)*(b)(a|b)*,"Positive examples: [b, ab, ba, bba, ababa, bab, abab, bb, bbab, baab]

Negative examples: [a, aa, aaa, aab, bbb, abaa, abaab, baa, baaa, aabab]"
(001|1010|110)+,"Positive example: [001, 110, 1010110, 001110001, 1101100011010]  
Negative example: [0011, 101, 1100, 1010101, 00110101]"
