Attempt Regex,ChatGPT Output
0*|1*|((0+1+0)*(1+0+1)*)*,"positive example: [ """", ""0"", ""00"", ""1"", ""111"", ""0101010"", ""1010101"", ""01"", ""10"", ""000111000"", ""111000111"" ]
negative example: [ ""01a"", ""1102"", ""abc"", ""001210"", ""0110102"", ""0001110102"", ""111000201"", ""011 1"", ""0 00"" ]"
(a)*(aa*)|(bb)*b|a+,"Positive example: ['a', 'aa', 'aaa', 'b', 'bb', 'ab', 'aab', 'aaab', 'aaa', 'bbbb', 'ba', 'a']

Negative example: ['bbb', 'aaaa', 'bab', 'aaaba', 'bba', 'bbba', 'bbbaa', 'baaa', 'abba', 'aabbaa']"
a*b*a*aaa,"positive example: [aaa, aaaa, baaa, abaaa, aabaa, aabaaa]  
negative example: [a, b, aba, baa, aabaa, abba]"
(((1*)+)+)|0*,"positive example: ['1', '11', '111', '0', '00', '000', '01', '10']
negative example: ['1100', '0011', '1010', '1110', '10001', 'abc']"
a*(b+a)*(bb)*(bbb)*(b+a)*,"Positive example: [ ""abbb"", ""aaa"", ""bbb"", ""abbba"", ""aabbbaa"" ]

Negative example: [ ""babb"", ""baab"", ""bbba"", ""ababa"", ""abbbb"" ]"
(a*)(b(a*)(b(a*)b))*,"Positive example: ['a', 'ababb', 'aa', 'aaabbabb', 'abaaaabbabaaabb', 'abab', 'aabaaaababbb']

Negative example: ['b', 'abb', 'ba', 'abababb', 'babab', 'aaaab', 'aaabbb']"
0*1(0|1)*,"positive example: [ ""01"", ""0011"", ""1001"", ""011"", ""0001"" ], negative example: [ ""10"", ""110"", ""000"", ""1010"", ""1110"" ]"
a*b|(a|ba*b)*,"positive example:[b, ab, aab, aaab, aba, baa, babb]
negative example:[ba, bb, aa, aaaa, ababab, bbba, abb]"
(((1?)*|(11?)*)|(111?)*)*|0*,"Positive example: ['0', '00', '11', '111', '1111', '', '1', '11111', '110', '10', '101', '1011', '10110']
Negative example: ['2', '01', '11010', '1111110', '11111a', '123', 'abc', '001', '11102', '1101', '010', '1111101']"
1*,"positive example:[1, 11, 111],negative example:[, 0, 10, 01]"
(a+b+a+b+)*,"positive example: [ab, abab, ababab, aabbab, abababab]
negative example: [aa, bb, aab, bba, abba]"
(b*aa*b*)|(b*a*ab*),"Positive example: ['baa', 'aa', 'ab', 'baab', 'bba', 'aab', 'babab']  
Negative example: ['b', 'bbb', 'a', 'baaa', 'bbab', 'abba', 'ba']"
(ab|ba|aa|bb)*aaa,"positive example: [abaaa, baaaa, aaa, bbaaa, aaabbaa, abbaaa]  
negative example: [abab, baab, bbaa, bba, abaab, aaba]"
((a|bb)*ba*(a|bb))*,"positive example:[abba, abbaabba, ababbbba]
negative example:[baa, bbaba, abbbba]"
(a|b+aaa)*,"positive example: [ ""a"", ""b"", ""aaa"", ""baaa"", ""bbaaa"", ""abaaa"", ""ababaaa"" ]

negative example: [ ""c"", ""bb"", ""ab"", ""aab"", ""baa"" ]"
(a)*(bb)*(b+a)*,"Positive examples: ['bbb', 'ab', 'abb', 'aab', 'aabb', 'bbbb', 'aaabbbbbb', 'aaa', 'bbbaa', 'abbbba']

Negative examples: ['bbaa', 'baa', 'bbbaaab', 'aaaabba', 'ba', 'abba', 'aba', 'abbab', 'bbaba', 'babab']"
0*1*,"positive example:[01, 0011, 111, 0001, 1100, 000, 11100]
negative example:[010, 100, 1100, 11101, 1010]"
"[a-b](ba{2,})?","positive example:[ab, abaaa, bbaa, abaa]
negative example:[aaa, bba, aa, bb]"
a*(b*b)a*,"positive example: [bba, abba, bbba, abbba, aaabba]
negative example: [bbb, aaabbb, aabaa, abaa, bbbaa]"
(ab)*,"positive example:[ab, abab, ababab]
negative example:[a, b, aa, bb, ba, aba]"
a(a|b)aaa*,"positive example:[aaaaa, abaaa, aaaaaaa]
negative example:[aabaa, aaaab, baaaaa]"
b*(a*a*)*b*,"Positive example: ['b', 'aa', 'bbb', 'aab', 'aabb', 'aaa', 'bb', 'baab', 'bbaa']

Negative example: ['abab', 'baba', 'ab', 'ba', 'aabbbab', 'a', 'abbb']"
a+(a+b)+a+(a+b)*,"positive example: [aaaab, aabaa, aaabab, abaabaa]
negative example: [aa, abba, bbaa, baa]"
(a*b*)(aaa+),"positive example:[aaaaa, abbbaaa, baaaa]
negative example:[aaab, aabaaaa, bbbaaaba]"
(1|01*0)*,"positive example: [ """", ""1"", ""0"", ""101"", ""010"", ""0110"", ""01010"", ""011010"", ""101010"" ]

negative example: [ ""11"", ""00"", ""100"", ""110"", ""001"", ""1010"", ""01111"", ""0001"", ""1110"" ]"
a*b(bb+|a*|bab)*,"positive example: [ab, abbb, aaab, bba, aba, aabbabb, aabbbb, a, bb, aabaa]
negative example: [ba, babab, abbab, bbbbab, aabbb, aaa, bbaab, bbabba, abbabbb, abbaa]"
(1|01*0),"positive example:[1, 010, 0010, 0110]
negative example:[0, 11, 0001, 110]"
((a|b){3}(a|b)*aaa+)|(aaa*),"positive example:[aaa, aaaaa, bbaaaa, abaa, aa, aaaab]
negative example:[abaaab, aabb, bbb, bbbaaa, aabaaa, b]"
1*(1*01*01*01*01*01*)*,"positive example: [000000, 001, 10001, 100100, 1111001100]
negative example: [10011, 011, 110000111, 10101, 220]"
(0*|(1(11))*)+,"Positive example: [ ""0"", ""11"", ""1111"", ""0"", ""111111"", ""011"", ""111111111"", ""000"", ""111"" ]

Negative example: [ ""10"", ""01"", ""1101"", ""110"", ""1110"", ""010"", ""0001"", ""11111"" ]"
aaa|(a+b)*|aba(a+b)*,"positive example: [ ""aaa"", ""abaaaa"", ""b"", ""abab"", ""ababaa"" ]  
negative example: [ ""aaaa"", ""ababab"", ""baaa"", ""ab"", ""aabaa"" ]"
a*(bb)*b+a*,"positive example: [abbba, aaa, aabbbbaaaa]
negative example: [aab, bb, bba]"
a*(b*aa)*,"positive example:[aaaa, aa, aaaaa, abaa, abaaaabaaa],negative example:[baaa, baba, abaaab, bb]"
1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*,"positive example: [10010010010010, 11110000011110, 1010101010101010, 1111000001110000111100001110000, 100100]
negative example: [110101010101011, 10001100100100, 1010101010101110, 000011110000, 1111100010010101]"
(a|b)*b*bb*(a|b)*,"positive example: [abb, bbb, abaaaab, ba, aaabbbb, bb]
negative example: [babba, aabbaa, baab, abbaabba, bbbbba]"
((01)*(10)*)*,"Positive example: [ """", ""01"", ""10"", ""0110"", ""010101"", ""101010"", ""01011010"" ]
Negative example: [ ""011"", ""100"", ""1100"", ""001"", ""111"", ""10101"" ]"
(0*1(0*10*110*)+)|0*,"positive examples:[0, 1, 0110, 001001100, 0001, 0000, 010110]
negative examples:[110, 1010, 000110, 001100, 01101, 010, 10011]"
(0*1+)*,"positive example:[1,01,001,011,0001,010,0011,0000,101,111]
negative example:[10,110,100,1010,1110,0010,0101,0110,1011,1100]"
(b*ab*ab*)*,"positive example:[baaab, abba, abb]
negative example:[bbbaaa, aa, babab]"
(a|abb+)*,"positive example: [ """", ""a"", ""aa"", ""abb"", ""aabb"", ""abbb"", ""abba"", ""abbabb"" ]

negative example: [ ""b"", ""ab"", ""abbba"", ""bab"", ""bba"", ""bb"", ""abbbba"" ]"
(b*bb*)|a,"positive example:[a, bb, bbb, ab, ba, bbba]
negative example:[aaaa, aab, bba, aa, bbbb]"
a(a)*|(a*b*),"positive example: ['a', 'aa', 'aab', 'ab', 'b', 'aabaa', 'bb', 'aaa', 'aabbb']
negative example: ['ba', 'bbba', 'baa', 'abba', 'baaa', 'baaab', 'bbb', 'bbbaa', 'bba']"
a*|a*(baaa)a*,"positive example: [aaaa, baaa, aabaaa, aaaaabaaaa, bb]

negative example: [abaaa, aab, baaaa, aaaabaa, baaaab]"
((a|b)a*b(a(a|b)a*b)*)*,"positive example: [ """", ""aba"", ""aaab"", ""ba"", ""bab"", ""ababaaab"", ""aaabaa"", ""abaaa"", ""abababaa"" ]

negative example: [ ""aaa"", ""abb"", ""babaa"", ""bba"", ""aaaa"", ""aababa"", ""abaa"", ""bbb"", ""bb"" ]"
(a*b*|a*a*|b*b*|b*a*)(a{3}),"positive example: [aaabaaaa, bbbbbbbbaaa, aaaaa, bbaaabaaa]  
negative example: [abababaa, aa, bbba, baaabb]"
ab|aaa*,"positive example: ['ab', 'aaa', 'aaaa', 'aaaaaaaaa', 'aaaab', 'aab', 'aaaaab']  
negative example: ['b', 'a', 'aa', 'aaba', 'abab', 'ba', 'aba']"
b+(a*|bb*),"positive example: [b, ba, baa, bbb, bba, bbba, bbaaa]
negative example: [a, ab, baaab, bab, bbbaa, aaa]"
(0*1)*,"positive example: [ """", ""1"", ""01"", ""001"", ""101"", ""011"", ""0011"", ""0101"" ]
negative example: [ ""00"", ""10"", ""111"", ""100"", ""010"", ""1101"", ""0001"" ]"
a*(b*bb*)a*,"positive example: [ ""bba"", ""aabbbaaa"", ""aaabaa"", ""abbba"", ""bbba"" ],  
negative example: [ ""abba"", ""aaa"", ""bbb"", ""aab"", ""ba"" ]"
1(0|1)*1|0(0|1)*0?,"positive example:[11, 101, 1001, 000, 010, 01]
negative example:[10, 1, 0, 111, 0011, 0001]"
a*b(b+a)*ba*,"positive example:[abba, aababa, bbba]
negative example: [ab, aabba, aaa]"
(ba*)+b,"positive example:[b, baab, baaab]
negative example:[a, bb, ab]"
a(a+b)+a(a+b)*,"Positive examples: [aaa, aabaaa, aabab, aaba, aabaabaa, aabbaa]

Negative examples: [aa, ab, a, baa, abbaa, baabaa]"
(111)*(1)*,"positive example: [111111, 111, 1111, 111111111, 1]
negative example: [11, 11111, 1111111, 1111111111, 11111111111]"
(a)(a)*(b)*(a)*,"positive example:[a, aa, aaa, ab, aab, aabb, aaab, aaabb, abaa, aabaaa]
negative example:[b, ba, bab, bb, abba, aabbb, aaaba, bba, abaaa, baaa]"
(a)*(aaa)*(aba)*(a+b)*,"positive example: [ ""aaaa"", ""aaaaa"", ""abaa"", ""aaaabaaa"", ""abab"", ""aaaaaabaaaaa""]
negative example: [ ""b"", ""abaaa"", ""baba"", ""abba"", ""aaabbb"", ""baabaa""]"
(ba*)*,"positive example: [b, ba, baa, baaa, bba, baaaaa, bbaa, bbaaaa]
negative example: [ab, aa, a, bbabb, babab, baaaaab]"
(a)*(b|aa)*(a)*(b|aa)*,"positive example:[ab, aabaa, aaab, aabbaa]
negative example:[ba, bbab, aaabbb, bba]"
(01)+(01)+,"Positive example: [0101, 010101, 01010101]  
Negative example: [01, 010, 1010]"
(0(1+(0*1+)*)*0)*|0*,"positive example: ['0', '00', '010', '00100', '0110', '010110', '000', '0000', '0010100', '00100', '01010']
negative example: ['01', '10', '001', '101', '1110', '1100', '110110', '0101', '1010', '100', '111']"
"(a|b)(a|b)a{2,}","positive example: [baaa, baaaaa, aaassaaaa, baa, baaabaaa]
negative example: [aa, ababaaa, ba, aaa, baaba]"
a*b*a{3},"positive example:[aaabaaa, bbaaa, abaaaa]
negative example:[abaaa, aaaa, bbaa]"
(0|1)(0|1)(0|1)(0|1)*,"positive example: [0000, 1010, 110110, 0111, 01010101]
negative example: [001, 11112, 11, 01120, 10]"
(a|baa)*b,"Positive example: [b, ab, baab, aab, baaab]
Negative example: [a, baa, aa, bab, bb]"
bb(a|b)*b,"positive example:[bbab, bbbb, bbababbb]
negative example:[bbb, babb, bba]"
(a)*((b)+(aa)+)*(a)*,"positive examples: [a, aaaa, abbba, abaaa, baa, aaaaa, bbaaab, aabaaa]
negative examples: [abaa, aaaab, baaab, abbaaab, abaaaab]"
(b)(aa+)*,"positive example:[b, baaa, baaaaaa]
negative example:[a, bb, baa, ba, aa]"
(a+b)*aaa,"positive example: [aaa, baaa, aabaaa, bbbaaa, ababaaa]  
negative example: [aa, abaa, baa, ababab, baab]"
"(a|b*a{2,})","positive example: [a, baa, baaa, baaaa, abaa, bbaaa, aaaa]  
negative example: [b, bab, bb, c, aab, ba, bbb]"
a*(b|bbb)+(a|bb)*,"positive example: [ ""abb"", ""abbbba"", ""aabbb"", ""bbbb"", ""bab"", ""bbbbaa"" ]
negative example: [ ""aaa"", ""abba"", ""bbb"", ""babba"", ""bb"", ""aabbaa"" ]"
a*(bb)*(a)*b*,"positive example:[bbb, aabbbbb, aabbba, abbb]
negative example:[abbaa, bbbab, abab, bbbbbbbbb]"
a(a|b)*aaa,"positive example: [aaaaa, aabaaa, abaaaa, aabbaaa, ababaaa]
negative example: [ababa, aaab, aaaaaa, bbbaaa, aabaab]"
((01+0)|(10+1))*,"positive example: [ ""010"", ""1001"", ""0101001"", ""1001010"", ""0100101001"" ]

negative example: [ ""001"", ""110"", ""1010"", ""0110"", ""010101011"" ]"
(a+b+)|(b+a+)a+a+a+,"Positive example: [aaab, bbaaa, aaa, aaaa, aabaaa]
Negative example: [ab, bbab, baa, bbb, abab]"
((a*)+(b*)+(aa)+(a*)),"positive example:[aa, aaaabaa, aaa, baaa]
negative example:[bbb, abb, a, b]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example:[01010, 000011111000, 1111, 1001, 01110]
negative example:[0110, 100, 00032, 111a, 001011]"
"(a{1,})?b?(ba{2,})?","positive example:[a, aa, b, baaa, aabaaa, aba, aab, baa]
negative example:[ab, aabba, abaaa, aaba, bb]"
((((a|b)a*b)*a)*)?,"positive example: [ '', 'a', 'ba', 'bbaa', 'abbaa', 'aaabbaa', 'babaaa' ]
negative example: [ 'c', 'bbabb', 'abc', 'aaaaba', 'babbaa' ]"
a|ba|b+aaa,"positive example:[a, ba, bbaaa, bbbbaaa]
negative example:[b, aa, bba, bbbb]"
1|(111)*|01,"positive example:[1, 111, 01, 111111, 111111111]
negative example:[0, 11, 10, 1110111, 011]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example: [01100, 111110111, 0, 10, 00, 1111, 000101, 1111111]

negative example: [0101001, 001012, 11011, 0011010, 111001, 101, 0100, 000]"
a*|baa*|a*baa*|baa*baa*,"positive example: [a, aaa, baaaa, aaabaa, baa, baaabaaa]
negative example: [aba, b, bba, aab, abaa]"
0*(1|1||1)0*,"positive example:[10, 010, 100, 0010, 00010]
negative example:[0, 00, 11, 101, 0101]"
a*(bb*)*a*,"positive example: [ """", ""a"", ""bbaa"", ""abb"", ""abbbbbbaaa"", ""aaa"", ""bb"", ""abbbaaa"", ""aabbaa"" ]

negative example: [ ""bab"", ""bbaab"", ""abbbac"", ""b"", ""aba"", ""babba"", ""abc"", ""ac"", ""ba"" ]"
a*(b+)(bb)*a*,"Positive example: [b, bb, ab, abb, ba, bba, abba, abbbba, baaaaa]
Negative example: [a, aaa, baaa, abbb, bbb, bab, ababab, aab, bbaa]"
(b*|ab+)*aa(a+b)*,"Positive example: ['aa', 'aaa', 'baaa', 'abaaa', 'ababaa', 'aaab', 'abaa', 'abaaaabb', 'ababaa']

Negative example: ['a', 'b', 'ab', 'aab', 'ababaaab', 'abab', 'ab', 'bba', 'abbaa']"
b(a+b)*b,"positive example:[bab, bb, baab, bbb, baaab]
negative example:[ba, baa, abb, ab, aab]"
a+(b*a*)+,"positive example: [a, aba, aabbaaa, abaa, aabaaa]
negative example: [aa, abb, baa, abbbaa, bb]"
((b)*(aa)[a]*)*,"Positive example: ['aa', 'aaa', 'baaa', 'aabaa', 'baa', 'bbaa', 'aaaa', 'baaaaa']

Negative example: ['b', 'ab', 'bab', 'a', 'aba', 'bb', 'abab', 'bbb']"
"[ab]*a{2,}","positive example: [ ""aa"", ""aaa"", ""baaa"", ""abaa"", ""bbaaa"" ]  
negative example: [ """", ""a"", ""b"", ""ab"", ""abb"", ""bb"", ""babab"" ]"
((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example:[1, 111, 1111, 0, 00, 000]
negative example:[2, 10, 110, 101]"
(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example: [101, 010, 0, 1, 1110, 0001, 101010, 010101, 0, 1, 000, 111]
negative example: [1100, 0011, 1001, 0110, 001010, 110, 01, 10110, 10001, 010011]"
(a*|b*)(aaa)a*,"Positive example: [ ""aaaaa"", ""aaa"", ""baaa"", ""bbaaa"", ""aa"", ""aaaaaaa"" ]

Negative example: [ ""abaa"", ""abaaa"", ""aabaaa"", ""bbbb"", ""bbaa"", ""ab"" ]"
(a+b+bab)*,"positive example: [ab, bb, abbab, abababb, babbab]
negative example: [abab, babb, aab, ba, aaabb]"
0*1(11)*(0*|1(11)*),"positive example: [011, 101, 0110, 110, 111, 1100, 10111, 111101, 01111]

negative example: [1111, 1000, 001, 100, 010, 1110, 1010, 000, 111110, 010101]"
(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example: ['0110', '1001010', '10011010', '010010110', '10101010'], negative example: ['011', '1100', '010010', '101110', '00111']"
(a|b)*(baa)b*,"positive example:[baa, abbaa, bbbaa]
negative example:[aab, bbb, abba]"
0*(0*|1*)0*,"
positive examples: [000, 000111000, 00, 1110000, 00000]

negative examples: [101, 010, 111, 100, 01]"
(1?|11?),"positive example: [ ""1"", ""11"", """" ]
negative example: [ ""111"", ""2"", ""01"" ]"
0*1+,"positive example:[01, 0001, 1001, 111, 01,00001]
negative example:[0, 00, 001, 000, 100, 0110]"
(a)*(bb+a)*(b+a)*(a)*,"positive example: [abbab, aabb, aaaab, abba, bbaaaa]
negative example: [bab, ababa, bbaa, bbabbbb, aaabbba]"
(a|b)*(b),"positive example: [b, ab, aab, abb, bab, abab, baab, bb]  
negative example: [a, aa, aba, baa, aaa, abc, bac, bbb]"
(a*)b(a*|bb*),"positive example: [b, ab, aab, bb, abba, aaabbb]
negative example: [ba, bbb, abb, bab, aba, aabb]"
ba*b|a*ba,"positive example: [b, ba, baa, aab, aba, aaaaba]  
negative example: [a, aa, bb, aabba, ab, aaab]"
(0*)|(1|1|1)|(0*),"positive example: [0, 1, 00, 111, 0*]
negative example: [01, 10, 1110, *, 11000]"
(a+b)*(b+aaa),"positive example: [b, aab, aaab, aaa, baaa, ab, abaab, abb, abaaa]  
negative example: [a, aa, bab, bb, abab, aaaa, bbb, aabb, abbbaa]"
0*1+|1*0*,"positive example: [1, 01, 001, 111, 000, 0001, 0000, 1111]  
negative example: [10, 1101, 101, 0010, 1110, 0101, 0110]"
(11*0*11*)*|(00*1*00*)*,"positive example:[11, 00, 1010, 110011, 0011001, 11100111]
negative example:[10, 01, 0101, 110, 001, 1001001]"
(a*b*)(a*b*)aaa(a)*,"positive example: [aaa, aaaaa, abaaa, aabababaaa, aabaaaa]

negative example: [aa, aaaa, abaaaa, baaaa, aaaabaa]"
b*(b*b*),"positive example: [ """", ""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbbb"" ]  
negative example: [ ""a"", ""ab"", ""abc"", ""ba"", ""bab"" ]"
a*(b+)bb*,"positive example:[abbb, aabbbb, aaabbbbb, bb, abbbb]
negative example:[abb, aaab, bbbbb, aaa, ab]"
(b*aa(a+b)*)*,"positive example: [aa, baa, aaaaa, baaab, baabaa]
negative example: [a, ab, bba, bab, b]"
a|(a+b)|a|(a+b)*,"positive example: [a, b, ab, aa, baba]

negative example: [ba, bb, aaa, bbb]"
(ab)+(aa|bb|ab|ba)*,"positive example:[abab, abaa, abababb]
negative example:[a, baaa, aaab]"
(01(0|1)*10)*,"positive example:[0110, 010110, 0110010110]
negative example:[011, 01100, 0101110]"
0*(1+1)*0*,"Positive example: [11, 010, 1100, 0011, 1001]
Negative example: [00, 111, 10, 000, 1010]"
(b*a*aa+b*a*a+|b*),"Positive example: [b, aaa, baa, bbaaa, bbaaaab, aaaa]

Negative example: [ab, aab, baab, bab, bbbaa]"
a*|b*|(a|bab)*(b|aba)*,"positive example: [ """", ""a"", ""b"", ""aaa"", ""bbb"", ""abab"", ""bababa"", ""ab"", ""ababa"", ""bab"", ""aba"", ""baba"", ""bbbaba"", ""abababab"" ]

negative example: [ ""baaba"", ""abba"", ""bba"", ""ababab"", ""abaaba"", ""babbb"", ""abbaa"", ""bababab"", ""ababba"", ""baabab"" ]"
0*1+0*1*,"positive example: [0101, 011, 110, 1001, 1110]
negative example: [00110, 01, 1010, 001, 1100]"
(a+b)*|(b+a)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aabb"", ""bbaa"", ""abab"", ""baba"", ""aaa"", ""bbb"" ]

Negative example: [ ""aaab"", ""abba"", ""aabba"", ""babab"", ""abb"", ""baab"", ""aaba"", ""bbab"", ""baa"", ""aab"" ]"
0*1(0*1+)*,"positive example:[01, 0011, 0101, 011, 0001, 01101]
negative example:[00, 10, 110, 0010, 0110, 111]"
((a)|(ba(a)*)),"positive example:[a, ba, baa, baaa]
negative example:[b, bba, aaa, bb]"
(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example: [ ""b"", ""bb"", ""ababa"", ""ababab"", ""aaabbbaaa"", ""abbbba"", ""baaaabbaaa"" ],  
negative example: [ ""a"", ""aaaaaa"", ""aaaabb"", ""abbb"", ""abba"", ""bbbaa"", ""abbbab"" ]"
((a)(b))*,"positive example: [ """", ""ab"", ""abab"", ""ababab"" ]
negative example: [ ""a"", ""b"", ""ba"", ""aab"", ""abb"" ]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*),"Positive example: [ab, aba, abb, abba, ababab, abbba]
Negative example: [aaab, ba, bbaa, abaab, abbbb, aabb]"
(b|aa)*,"positive example:[b, aa, bbaa, aab, baa, aaab]
negative example:[aaa, ab, aaaa, a, bb, abaa]"
a*b(b|ab*b)*,"positive example: [abbb, aabbbabb, bbabb, abbbbb, aab]
negative example: [aaa, baa, abbabbb, abaa, babb]"
(b*(aa)+)*,"positive example:[aa, bbaa, baa, bbbaa]
negative example:[aaa, b, a, bb]"
((0+1+0+)|(1+0+1+))*|0*|1*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0101"", ""1010"", ""000"", ""111"" ]

Negative example: [ ""0100"", ""1011"", ""1100"", ""0011"", ""1110"", ""0001"", ""011"", ""100"", ""0010"", ""1101"" ]"
(aa|ab|ba|bb)*aaaa*,"positive example: [aaaa, aaaaa, ababaaaa, bbaaaaa, baaabaaaaa]  
negative example: [aa, abaa, baaaaab, bbab, bbaabab]"
(0*(1)*0(1))*,"Positive example: [ ""010"", ""01010"", ""0101010"", ""0001010010"", ""010010"" ]

Negative example: [ ""01"", ""1"", ""00"", ""0101"", ""01000"" ]"
a(a+b)a(a+b)*,"positive example: [aabaa, aabab, aabba, aabbb, aaabaa, aaabab, aaaaba]
negative example: [aab, abaa, ababa, aaab, aabaaab, aabbaa]"
[b]*[a]{2},"positive example:[aabb,aab,baa,aa,bbaa]
negative example:[b,ba,ab,bbab,a]"
(ab+ba)(ab+ba)*(a+b)*,"Positive example: [abba, abbaba, abbaaaaa]
Negative example: [abab, babab, abbaab]"
(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaa, abaaa, baaabaaa, babaaaaa]
negative example: [a, bbb, aaabb, aaaaaa]"
(b+(a+)(a+)a*)*,"Positive example: [ ""bbaa"", ""bbaaaa"", ""bbaaaaaa"", ""bbbaaa"", ""baaa"" ]

Negative example: [ ""b"", ""ba"", ""bbaaab"", ""bab"", ""ab"" ]"
a*|baa*|a*baa*|abaa*baa*,"Positive examples: ['a', 'aa', 'baa', 'baaa', 'abaaa', 'abaaaa', 'abaaabaa', 'abaaaabaaa']

Negative examples: ['b', 'ab', 'bb', 'bab', 'abab', 'abb', 'abbbaa']"
(a+|b*a)*,"positive example: [a, aa, ba, bbaa, abaaa, bbbba]
negative example: [ab, baa, bbab, abab, c, bac]"
(a)*(baa)*((a)*(bbb)*)*,"positive example: [ """", ""a"", ""aaa"", ""baa"", ""abaa"", ""baabbb"", ""abbbb"", ""baabaa"", ""baabbbaaa"", ""bbb"", ""abbb"", ""bbbbb"", ""aabbbb"" ]
negative example: [ ""b"", ""ab"", ""bb"", ""aaaab"", ""baab"", ""bbbaaa"", ""bab"", ""baaa"", ""baabbbbb"", ""caaa"", ""baac"", ""baaabbcb"" ]"
(a|b)*aa,"positive example: [aa, aaaa, abaa, baa, babaabaa]
negative example: [a, b, ab, aab, baab]"
(aa*bb*)*,"positive example: [aabb, aaabbb, aaaabbbb, aab, aaabbbb, abb]
negative example: [aaaabbbbaa, bbaa, abaaa, bbbaaa, ab, bbbbaaa]"
(a+bb*)*,"positive example: [aa, ab, aab, aabb, aaaabbbbb, abbbb]
negative example: [b, baa, bbb, abbab, aaaa, bbba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"Positive example: [110, 000000000, 101010, 111, 0001, 1, 0, 1111111111, 010101, 1010101]

Negative example: [0000100000, 110110110, 00111000, 010101010, 1110011110, 1110101011, 0010110, 00100, 10101, 001100]"
(0*1|0*111+),"Positive example: ['1', '01', '001', '0000001', '111', '0111', '00111', '0001111']
Negative example: ['0', '10', '110', '101', '1110', '0110', '1100', '11111']"
a*b+a*,"positive example: ['b', 'ab', 'aab', 'abb', 'aaab', 'aaaab', 'abbbbb', 'abaab', 'aaaabaaaa']
negative example: ['a', 'aa', 'aaa', 'bb', 'ba', 'aaa', 'baa', 'bba', 'babab']"
1*1*0*1*1*0,"positive examples: [111110110, 10110, 110, 100110]
negative examples: [1101, 11110001, 10101]"
(0|1)*1(0|1)1*0*,"positive examples: [101, 110, 111000, 111010, 100]
negative examples: [1, 011, 1111, 000, 1101]"
(aa|ab|ba|bb)*a|b*(aaa),"positive example: [aaa, bbaa, babaaa, abaaa]
negative example: [aa, bbab, bb, bab]"
b*a(ab*a|b)*,"Positive examples: [ ""a"", ""ab"", ""b"", ""ba"", ""aaa"", ""abba"", ""bab"", ""abab"", ""baab"", ""abbaabba"" ]

Negative examples: [ ""aaab"", ""bba"", ""abb"", ""babab"", ""aab"", ""bbab"", ""ababba"", ""bbaa"", ""abbab"", ""aabba"" ]"
(((a*)*b)*b)*(b),"positive example: [b, bb, ab, abb, aaabbb, abbbbbb]
negative example: [a, aa, ba, bab, aba, babb]"
0*0?|10+11*,"positive example: [ """", ""0"", ""10"", ""11"", ""101"", ""100"", ""1011"", ""100111"", ""10001"" ]

negative example: [ ""1"", ""111"", ""110"", ""1100"", ""1000"", ""1010"", ""1110"", ""1111"", ""10011"" ]"
a*b(a*ba*b)*a*,"positive example: [ab, abba, aaabbaa, ababab, aaaabbbbbbaaaa]
negative example: [ba, bb, aaabbbaa, abababab, baaab]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"Positive example: [b, abb, bbba, abba, aaba, baba, baabba]

Negative example: [bbb, baa, aaaa, aba, bab, baaab, abbba]"
(a*|(bb)*)*b*,"positive example:[b, bb, ab, aab, aabb]
negative example:[ba, bab, bbb, abba, bbab]"
a+(a|b)+a,"positive example:[aaa, aaabbaa, aabaa, aaba]
negative example:[aa, ab, baa, aba]"
(a|b)*aab(a|b)*b,"positive examples: [aabaab, baaab, aaabb, ababaab, babaabb]
negative examples: [aab, aabaaab, abbab, baabba, aabaabba]"
"[a-b]((ba{2,})?)","positive example:[ab, bbaaa, baaa, aa, bbaaaa]
negative example:[bbb, a, abba, abc, bb]"
(0)*(1*)+(0)*,"positive example:[10, 01110, 100, 1100],negative example:[101, 0011, 1110]"
(a)*(bb(b)*)*(b+a)*,"positive example: [ """", ""ab"", ""a"", ""bbbb"", ""abb"", ""bbba"", ""bbbbaa"", ""aaaab"", ""babab"", ""bbbabab"" ]  
negative example: [ ""ba"", ""bba"", ""bbbca"", ""cb"", ""abc"", ""abbac"", ""bbbxa"", ""abbba"", ""abba"", ""bbbaa"" ]"
