Attempt Regex,ChatGPT Output
a*b(a|bb|bab)*,"positive example: [ab, abb, abab, abbb, aabab, ababab, aabba, aabbbb]  
negative example: [aa, bbb, ababbb, babb, abaab, bbab, aab]  "
(b+(aaa*))*,"Positive example: [b, baa, bbaaa, bbaa, baaaaaaa, bbbaaa, bbaa, bbbbaaa]  
Negative example: [a, bbab, aa, abaa, abab, bbbaaabb, aaa, bbbab]"
(a|(baaa))*,"Positive example: [aa, baaa, aabaa, baaabaaa, aaa, baaaabaa, abaaa]  
Negative example: [b, aba, aaaab, baaaa, baa, babaaa, baaaba]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110),"
positive example:[1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110],  
negative example:[11, 0, 1110, 000, 1100, 1010, 111111, 0011, 101101, 0101, 1001]"
"([ab]a{2,})*","positive example: [ ""aaa"", ""baa"", ""baaa"", ""aabaa"", ""baaaaaaaaaaa"" ]  
negative example: [ ""a"", ""b"", ""aa"", ""abaaa"", ""ba"" ]"
(a*b*)+(baa)(a*b*)b,"positive example: [ ""baab"", ""aabbbaaab"", ""aaabaaabb"", ""baaab"", ""bbbaaab"" ]  
negative example: [ ""bbaa"", ""aaaabb"", ""aabaaa"", ""babab"", ""baaaa"" ]"
(aa|ab|ba|bb)a*b*aaa+,"Positive example: [aaa, aaaa, abaaa, bbaaa, bbaaabaaa, abbbaa, aaabaaa]
Negative example: [aa, abaa, bbaa, aaaab, abbba, bbabb, ababaaa]"
(10*10*)*,"Positive example: [ ""10"", ""1010"", ""100"", ""101010"", """", ""101000"", ""10"" ]
Negative example: [ ""1"", ""00"", ""110"", ""010"", ""101"", ""11"", ""000"" ]"
(0*(11)*0*10*),"positive example: [110, 1110, 11110, 0110, 00110]  
negative example: [111, 000, 1010, 011, 1101]"
(a)*(bb)*(a)*(bbb)*(bb)*(a)*,"Positive example: [ ""a"", ""bb"", ""bbb"", ""ab"", ""aabb"", ""aabbba"", ""abba"", ""bbbbaa"", ""abb"", ""abbaa"" ]  
Negative example: [ ""b"", ""bbbabb"", ""aab"", ""bbaaa"", ""aaaabb"", ""bbbb"", ""babab"", ""abbbbbb"", ""bbba"", ""bba"" ]  "
(1*01*01*01*0)*|1*,"positive example: [1, 0, 10, 110, 1010, 0000, 0001000, 000100010001000, 11, 1010101010101]
negative example: [011, 001, 1001, 11001, 101100, 010, 00001, 1000010, 11010, 010101, 001100]"
(1+0+)*1|(0+1+)*0,"positive example: [ ""1"", ""10"", ""01"", ""1001"", ""0110"", ""111"", ""000"", ""11001"", ""00110"" ]  
negative example: [ ""11"", ""00"", ""101"", ""010"", ""1110"", ""0001"", ""10101"", ""01010"", ""1100"" ]"
(a)*b(a*ba*b)*,"Positive example: [b, ab, aab, baab, baaabaaa, aabab, abaaab]
Negative example: [a, aa, aaba, bab, aba, bbaa, abba]"
(0*10*10*)|0*,"Positive example: [ ""0"", ""00"", ""10"", ""010"", ""0010"", ""00100"", ""0"", ""0"", ""0"", ""001010"" ]  
Negative example: [ ""11"", ""01"", ""101"", ""110"", ""00011"", ""1001"", ""011"", ""11010"", ""0011"", ""01010"" ]  "
a*b*(baa)b*a*b,"positive example: [ ""baab"", ""baaab"", ""aabbaaab"", ""aaaabbaaabb"", ""baa"" ]  
negative example: [ ""bab"", ""baba"", ""aabba"", ""aaaabbb"", ""bbaab"" ]"
((a)*b)(((a)*b){2})*,"
positive example: [ ""b"", ""ab"", ""bab"", ""abab"", ""aabab"", ""bb"", ""abbab"", ""ababab"" ]  
negative example: [ ""a"", ""aab"", ""ba"", ""aaa"", ""aaaab"", ""bbab"", ""babab"", ""abaaa"" ]  "
(a*ba*ba*b)*,"Positive example: [ """", ""abab"", ""aab"", ""baaab"", ""aabbaabb"", ""aaaaabaaaabaaab"" ]  
Negative example: [ ""a"", ""b"", ""aaab"", ""ab"", ""abba"", ""aaabbaba"" ]"
(1|0)0*1*,"positive example: [101, 1001, 011, 0111, 100, 111, 10001]  
negative example: [00, 10, 01, 110, 000, 0, 1]  "
a*(bb+)*a*|a*,"```plaintext
positive example: [ ""a"", ""aa"", ""bbb"", ""aabb"", ""bbba"", ""aaaa"", ""bbbaa"", ""aabbb"", ""bba"", """" ],
negative example: [ ""b"", ""ab"", ""ba"", ""bab"", ""abba"", ""babab"", ""aabba"", ""bbaaa"", ""bbbbaa"", ""aab"" ]
```"
(b*aa+b*|b*),"Positive example: [ """", ""b"", ""bb"", ""aa"", ""baa"", ""bbaa"", ""aaa"", ""baaab"", ""bbaaabb"" ]  
Negative example: [ ""aba"", ""a"", ""babab"", ""bbbbaab"", ""abb"", ""bbaaaab"", ""aabb"" ]"
(a+bbb*)*,"positive example: [ """", ""a"", ""aa"", ""abbb"", ""aaabbb"", ""aaaabbbbb"", ""abbbbbb"", ""aaaaabbbbbb"", ""aaaaa"", ""aaab"" ]  
negative example: [ ""b"", ""bb"", ""bbb"", ""abb"", ""ab"", ""babbb"", ""ba"", ""bbbba"", ""aabbbba"", ""bbaa"" ]"
(a+bbb)*,"Positive example: [ ""aaa"", ""bbb"", ""aaabbb"", ""bbb"", ""aaabbbbbbb"", ""bbbbbb"", ""aaabbbbbb"" ]  
Negative example: [ ""a"", ""abbb"", ""bb"", ""aaaa"", ""bbbb"", ""aaab"", ""aabb"" ]  "
(a(a*))|(b(b*))(a*),"Positive example: [`a`, `aa`, `aaa`, `b`, `bb`, `bbb`, `ba`, `bba`, `bbba`]

Negative example: [`ab`, `aba`, `abb`, `bab`, `abaa`, `bbaa`, `aaab`]"
(aa|bb|ab|ba)(a*b*)a*b*(aaa),"positive example: [aaabaaa, bbbaaaa, abaabaaa, baaabaaa, aababaaa]  
negative example: [aabaa, bbabaaa, aaaabaaa, ababaa, baaabbaaa]"
(a*(baa)*),"positive example: ["""", ""a"", ""aa"", ""baa"", ""abaa"", ""aabaa"", ""baabaa"", ""aaabaa"", ""aabaabaa""]  
negative example: [""b"", ""ab"", ""ba"", ""bab"", ""baaa"", ""bb"", ""aabba"", ""baaba"", ""abba""]  "
0|(11)*,"positive example: [ ""0"", ""11"", ""1111"", ""111111"", ""11111111"" ]  
negative example: [ ""1"", ""10"", ""110"", ""111"", ""11110"" ]  "
([a]*(b)(bba|abb|bab|bb|a*)*),"positive example: [ ""a"", ""ab"", ""abb"", ""abbb"", ""abbbbab"", ""aabb"", ""abbbba"", ""abbbbbba"", ""ababbb"", """" ]  
negative example: [ ""b"", ""bb"", ""ba"", ""baa"", ""abab"", ""bbabb"", ""babab"", ""abbaab"", ""bbbabb"", ""bbbba"" ]  "
(b(bb)*)|((a*)+b(bb)*),"Positive example: [b, bbb, bbbbb, ab, aab, aaab, aaaabbbb, abbb, aabbb]
Negative example: [a, aa, aaa, ba, bab, bbba, aabbbba]"
0+10+,"Positive example: [ ""010"", ""0010"", ""00010"", ""0110"" ]  
Negative example: [ ""0"", ""10"", ""001"", ""000011"" ]"
0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1|(10*1)0*,"positive example: [ """", ""0"", ""11"", ""000"", ""0"", ""0011"", ""10"", ""1011"", ""101101"", ""110011"" ]  
negative example: [ ""1"", ""111"", ""0002"", ""1010"", ""1110"", ""011"", ""10101"", ""0020"", ""11011"", ""10011"" ]"
(1+0*1+)*|(0+1*0+)*|0*|1*,"Positive example: [ ""1"", ""0"", ""00"", ""11"", ""10"", ""01"", ""110"", ""001"", ""1110"", ""0001"", ""0"", ""1"", ""01"", ""10"" ]  
Negative example: [ ""1010"", ""0101"", ""11100"", ""00011"", ""0110"", ""1001"", ""101"", ""010"" ]  "
((11)|0)*,"Positive example: [ ""0"", ""11"", ""011"", ""110"", ""11011"", ""00110"" ]  
Negative example: [ ""1"", ""10"", ""111"", ""0110"", ""1101"", ""100"" ]  "
(a*|baa),"positive example: [`""""`, `""a""`, `""aa""`, `""aaa""`, `""baa""`]  
negative example: [`""b""`, `""ba""`, `""baa""` (with extra characters after), `""ab""`, `""aab""`]"
0*(0*110*)*1(0*110*)*0*,"positive example: [110, 0110, 110110, 10110, 00110100]  
negative example: [111, 00111, 101101, 000, 011101]  "
(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example: [a, bb, bbb, abb, abbb, abbba, bbba, abbbbba, bbbbbb, aaaabb, bbbbbbbaaaaa, abbabbabbbbbb]
negative example: [b, bbbb, aab, bbab, bbbbabab, ababab, bbaba, bbbbbbab, abbbbabb, bbabba]"
a*b+b+a*,"positive example: [ ""b"", ""ab"", ""aab"", ""bbb"", ""aabb"", ""bbba"", ""aaabbaa"", ""aabbb"" ]  
negative example: [ ""a"", ""ba"", ""abba"", ""abb"", ""bbaa"", ""bab"", ""aaa"", ""babab"" ]  "
ab{1},"positive example: [ab, abb, abbb]  
negative example: [a, b, aa, bb, abab]"
(a*ba*ba*ba*)*,"Positive example: [ """", ""aaa"", ""b"", ""abab"", ""aaabbaaa"", ""babab"", ""aababaa"", ""aababababaa"", ""aaaabaaaabaaa"", ""baabbaa"" ]  
Negative example: [ ""ab"", ""bb"", ""aabaa"", ""baaaabaaa"", ""abababab"", ""aabab"", ""babababab"", ""bbbb"", ""aababb"", ""baaabaaa"" ]"
(a|bb|bab)*(b)(a|bb|bab)*,"Positive example: [ ""ba"", ""bbb"", ""babba"", ""babab"", ""bbbab"" ]  
Negative example: [ ""a"", ""bab"", ""bababba"", ""bb"", ""ab"" ]  "
0(0*1+0+)*|1(1*0+1+)*,"Positive example: [ ""0"", ""1"", ""01"", ""10"", ""001"", ""110"", ""0001"", ""1110"", ""00001"", ""11110"" ]  
Negative example: [ ""11"", ""00"", ""101"", ""010"", ""100"", ""011"", ""111"", ""000"", ""1001"", ""0101"" ]"
(0+(0|1)*0+)|(1+(0|1)*1+),"positive example: [ ""00"", ""000"", ""0000"", ""010"", ""0110"", ""1001"", ""111"", ""10001"", ""110011"" ],  
negative example: [ ""0"", ""10"", ""01"", ""101"", ""110"", ""001"", ""10101"", ""011"", ""100"" ]"
(0+1+0+)*|(1+0+1+)*|0*|1*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""01010"", ""10101"", ""000"", ""111"", ""010"", ""101"", """" ]  
Negative example: [ ""01"", ""10"", ""0011"", ""1100"", ""1010"", ""0101"", ""000111"", ""111000"", ""011"", ""100"" ]"
a*(a*ba*ba*b)*,"Positive example: [ """", ""aaa"", ""b"", ""ab"", ""aab"", ""baab"", ""abab"", ""aababaab"" ]

Negative example: [ ""baa"", ""abba"", ""bb"", ""ababab"", ""bbaa"", ""aabb"" ]"
(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*,"Positive example: [1111011110, 101101110111, 111011101111, 1011110111101, 11011101110110]  
Negative example: [110101101, 10101110, 1110101101, 1011111101, 111011011]"
1+(0+1+)*|0+(1+0+)*,"positive example:[1, 10, 110, 011, 1100]
negative example:[00, 11011, 00110, 010, 1001]"
bb+|b+b,"positive example: [bbb, bb, bbbbbb, bbbbbb, bbbbb]  
negative example: [b, bbbbb, bbbbbbbb, bbba, bab, a]  "
"a*(b)a{2,}","positive example: ['b', 'aab', 'aaab', 'baaa', 'abaaa']

negative example: ['a', 'aa', 'aba', 'bba', 'abb']"
(()(a+)+)|((b+))+((a*)+),"positive example: [""(a)"", ""(aaa)"", ""((aaa))"", ""(bbb)"", ""((aaa)a)"", ""((a))"", ""((a)b)"", ""((b))"", ""((a*)a)"", ""((b)b)"", ""((a*)(a))""]
negative example: [""aa"", ""bb"", ""(a"", ""a)"", "")(a)"", ""b)a"", ""((a)))"", ""((b)a)"", ""aaa)"", ""(ab)"", ""((a*b))""]"
([a]*[b][a]*)([a]*[b][a]*[b][a]*)+,"positive example: [ab, aabab, abababb, bbaababb, aaaabbaaababbb]  
negative example: [aaa, bbb, ababab, aababbbaa, b]  "
(aa|ab|ba|bb)+(aaa)+,"Positive example: [aaaaaa, abaaaa, baaaaa, bbaaaa, aaabaaba, bbbaaaaaa]  
Negative example: [aaa, aaaaaaa, baabaa, bbbaabaaa]"
(bb)*a*b(a)*(bb)*a*,"Positive examples: [`bbba`, `a`, `bba`, `bbbabba`, `bbbbabba`, `abba`]

Negative examples: [`bbb`, `ba`, `abbbaa`, `bbabb`, `bbabba`, `bbaa`]"
(aaa|aba)b,"positive example: [aaab, abab]
negative example: [aaaa, abaa, abbb]"
(a|b)(ab)(aaa)a*,"Positive example: [abaaaa, babaaaa, ababaaa, bababaaa]  
Negative example: [aba, babaaab, aaaab, abaaabaaa]"
(a)*(bb+ab+b+bba)*(bb+ba+a+bba)*(bb)*,"Positive example: [ ""bbbb"", ""aabbabba"", ""bbababba"", ""abbb"", ""bbabb"" ]  
Negative example: [ ""aaa"", ""babaab"", ""bbb"", ""ababab"", ""bbababb"" ]  "
(a)*(b)(a)(a),"Positive example: [b, abaa, aaaabaa, aaabaaa]  
Negative example: [a, ba, abaaa, aaa, bbaaa]"
0*(01*0)*0*,"Positive example: [0, 00, 010, 0010, 001000, 01010]  
Negative example: [1, 011, 0011, 101, 1001, 1110]  "
(aa|ab|ba|aa)(a|b)*aaa+,"positive example: [aaabaaa, baaabbbaaaa, ababaaaaa, baaabaaa, aaaabaaaaaa]  
negative example: [aaa, baaa, abbaaab, babaaa, ababaaaa]  "
(0|11)*,"positive example: [ """", ""0"", ""11"", ""00"", ""011"", ""110"", ""0011"", ""111111"", ""00000"" ]  
negative example: [ ""1"", ""01"", ""10"", ""111"", ""11011"", ""001"", ""1110"", ""101"", ""0011"" ]"
"a*b(a{2,})","
positive example: [ ""bbaa"", ""aabaaa"", ""bbaaaaaaaaa"", ""abaaa"", ""aaaabaaaa"" ]  
negative example: [ ""ab"", ""aaa"", ""ba"", ""a"", ""bbbaaa"" ]  "
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111),"```plaintext
positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111]
negative example: [0, 00, 11, 101, 110, 1111, 000, 0101, 0110, 0011, 1010, 1100, 11110, 0000, 01111, 10111, 111111, 1001, 000000, 000011, 110011, 01001, 1010101, 1111111, 101110, 101101, 000101, 010101, 011001, 110000, 001101, 110110, 111001]
```"
(a*)(b)(a*|(b(a*)b))a*,"positive example: [ ""aba"", ""abaaa"", ""b"", ""bab"", ""babab"", ""ababaaa"", ""bbaa"", ""baaaa"", ""babba"", ""bba"" ]  
negative example: [ ""a"", ""bbb"", ""aa"", ""abb"", ""bababab"", ""babaa"", ""ab"", ""aab"", ""babababa"", ""ba"" ]  "
(a)*(bb+b)*(a)*,"Positive example: ["""", ""a"", ""aa"", ""bb"", ""bbb"", ""abb"", ""bba"", ""aabb"", ""bbbaaa""]
Negative example: [""b"", ""ba"", ""ab"", ""bab"", ""aaabbb"", ""babab"", ""abbba"", ""bbbba"", ""bbbaa""]"
b+a+(aaa)|a+b+(aaa)|b+b+(aaa)|a+a+(aaa),"Positive example: [bbaaa, abaaa, bbaaa, aabaaa]  
Negative example: [baa, abbaaa, aaabaaa, bb]  "
(a+|(b+a+)),"Positive examples: [ ""a"", ""aa"", ""aaa"", ""ba"", ""baa"", ""baaa"" ]  
Negative examples: [ ""b"", ""ab"", ""aba"", ""bab"", ""bbb"", ""ababa"" ]"
(abba)*(ab)*(ba)*(ab)*,"Positive example: [abba, ab, ba, abab, abbabab, abbaba, abbaababba]  
Negative example: [ababab, baba, abbbaa, abababab, baab]"
(a*baaa*)|(a*),"Positive example: [b, a, aaa, abaaa, baaa, aaaa, aba, aaaaab]
Negative example: [bb, abab, baaab, abba, aaabaaa, baaaab]"
0?|0(0*1*)*0|1(1*0*)*1,"positive example: [ ""0"", ""00"", ""11"", ""000"", ""111"", ""010"", ""101"", ""00110"", ""11001"", ""000111000"" ]  
negative example: [ ""1"", ""01"", ""10"", ""001"", ""110"", ""0110"", ""1001"", ""0001"", ""1110"", ""0101"" ]  "
(a)*b(a)*(bb)*(a)*,"positive example: [b, ab, baa, aaaabba, bb, aabbaa]
negative example: [a, abbb, aaaa, bba, bbba, abb]"
aaa,"positive example: [aaaa, aaab, aaac]  
negative example: [aaa, aa, aaaaab]"
(0*(11)*)*|(10*1)*|(0*(11)*)*|(0*10*1)*|(10*10*)*,"Positive example: [ """", ""0"", ""1"", ""11"", ""10"", ""01"", ""0011"", ""10"", ""1100"", ""101"", ""1001"", ""1010"", ""1111"", ""010101"" ]  
Negative example: [ ""2"", ""012"", ""1102"", ""1011112"", ""10012"", ""2010"", ""11120"", ""100021"", ""0102"" ]  "
(baa+a*)*,"Positive example: [baa, baaaa, baabaaa, baaba, baaa]
Negative example: [b, baaab, ba, baaabbaa, baaac]"
01*,"positive example: ['01', '011', '0111', '01', '011111']  
negative example: ['0', '1', '10', '00', '111']"
(a*|b*)(baa)+(a*|b*)b,"Positive examples:  
[aabbaaab, bbbaaab, baaab, aaaabaaab, baaabaaab]  

Negative examples:  
[baa, aaabba, bbbab, baab, baaabaa]  "
0*(10*|10*),"Positive example: [10, 110, 1110, 1010, 100, 00010, 000110, 0001010]  
Negative example: [1, 0, 01, 1011, 111, 0000, 1001, 1100]  "
(0*(10*1)*0*10*(10*1)*0*),"positive example: [0110, 1010, 1101100, 1011010, 01101100]
negative example: [110, 10001, 001100, 101110, 1001010]"
a*bb(b)*a*,"positive example: [ ""bb"", ""bba"", ""abba"", ""bbaa"", ""bbbb"", ""aabb"", ""aabbaa"" ]  
negative example: [ ""bab"", ""abb"", ""baba"", ""b"", ""aaa"", ""bbb"" ]  "
(1+0+1+)*|(0+1+0+)*,"Positive example: [ ""101"", ""010"", ""1100"", ""0011"", ""111100"", ""000111"", ""1"", ""0"", ""101010"", ""010101"" ]  
Negative example: [ ""110"", ""011"", ""1001"", ""010010"", ""101101"", ""00100"", ""1110"", ""0001"", ""111011"", ""010110"" ]  "
a*b(a*bb)*(bba*)*a*,"Positive example: [ ""ab"", ""aab"", ""abb"", ""aabbb"", ""aabbbba"", ""bba"", ""ba"", ""abbbba"", ""bbba"", ""aabbbbbbaa"" ]  
Negative example: [ ""b"", ""a"", ""baab"", ""bbbb"", ""abab"", ""babab"", ""aabaa"", ""bb"", ""aa"", ""bbab"" ]"
(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*|10*10*1),"positive example: [1, 10, 011, 101, 100, 0111, 1100, 010, 10111, 1110, 1001, 001, 101101, 110, 0001]  
negative example: [00, 111, 1000, 01010, 0110, 1010, 11000, 101001, 0000, 01101, 10000, 11110, 00010, 10100, 0101]  "
(a)*(bb+ab+b)*(bb+ba+a)*,"Positive example: [ ""a"", ""bba"", ""abb"", ""bbbb"", ""aabbaa"", ""bbab"", ""ababba"", ""aaaa"", ""bb"", ""abbbabba"" ]  
Negative example: [ ""aba"", ""aaaabb"", ""babab"", ""bbabb"", ""abab"", ""baabb"", ""ba"", ""abbab"", ""aaaab"", ""abaaa"" ]"
(011)*|(101)*|(011)*,"Positive example: [011, 101, 011011, 101101, 011011011, 101101101]  
Negative example: [0, 1, 010, 110, 101011, 011101]"
(a*(bb+bbb)*a*)*,"```plaintext
positive example: [ """", ""a"", ""bb"", ""aabb"", ""bbb"", ""aa"", ""abbb"", ""bbaa"", ""aaabbb"", ""bbbabb"" ]
negative example: [ ""b"", ""aba"", ""bab"", ""bbbb"", ""aab"", ""bba"", ""ab"", ""aab"", ""bbbba"", ""abab"" ]
```"
a*(ba{2})*,"Positive example: [ """", ""a"", ""aaaa"", ""baaa"", ""abaa"", ""aabaaa"", ""baababaaa"", ""aabbaaa"", ""baabaaa"" ]  
Negative example: [ ""b"", ""bbb"", ""abb"", ""ba"", ""bba"", ""babaa"", ""aab"", ""baabba"" ]"
b*a*b*|((a*bb+a*)*)?,"Positive example: ["""" ,""b"", ""bb"", ""bbb"", ""a"", ""aa"", ""aaa"", ""ab"", ""aab"", ""abb"", ""ba"", ""bab"", ""aabb"", ""aaabb"", ""abbbb""]
Negative example: [""bbba"", ""bbbbbb"", ""baaab"", ""babab"", ""abbba"", ""baabbb""]"
a*ba*(ba*b)*a*(ba*b)*,"```plaintext
positive example: [b, aba, abab, bab, ababa, babab, aab, aababab, ba, aaba]
negative example: [aa, bbb, abb, baa, aabba, ababaa, baaa, bb, aaab, bbbaa]
```"
aa*(baaa*)*,"Positive example: [ ""a"", ""aa"", ""abaaa"", ""aabaaa"", ""aaabaaa"", ""aabaaaa"", ""aaabaaaa"" ]  
Negative example: [ ""b"", ""ba"", ""aaaab"", ""aabba"", ""ab"", ""aabaa"", ""aba"" ]"
((aaa)|(aba))a*b*,"positive example: [aaaa, abaa, aaab, abab, aaaabb, abaaab]  
negative example: [aaabbb, abb, baa, abaaa, baaab, a]  "
(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [b, ba, baa, ab, bb, abb, abbb]  
negative example: [a, aaa, abab, bbb, ababab]"
"b?a{2,}","Positive example: [aa, baa, aaaa, baaa, aaaaa, baaaa]  
Negative example: [a, b, ba, aaa, b, bb]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001),"Positive example: [  
1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001  
]

Negative example: [  
0, 11, 1001, 110, 000, 1010, 1111, 0000, 00011, 0101, 11110, 00101, 011, 110011, 111111, 100001, 10111, 010111, 10010, 0000001, 1111111, 101, 01111, 01010, 000000, 1111110, 100111, 011000, 1101101, 001101, 1011111, 000010, 010110, 010101, 1101111, 001011, 101011, 110000, 0000011, 0000000, 0111001, 1000111  
]"
[ab]{2}a{3},"positive example: [abbaaa, abaaaa, bbaaaa]  
negative example: [abaaab, bbaabb, abbbba]  "
((a)+|b+a*),"Positive example: [ ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""baaaa"" ]  
Negative example: [ ""bb"", ""ab"", ""aba"", ""bbaaa"" ]"
(a|b)b(a(a|b)b)*,"positive example: [abba, abbaabba, bbaa, bbabaabba]  
negative example: [aba, bbb, abb, abbb]  "
(a|b)(a|b)aaa(a)*,"Positive example: [ ""aaaaa"", ""baaaa"", ""baa"", ""aa"", ""baaaaaaa"" ]  
Negative example: [ ""aab"", ""bbaaab"", ""a"", ""b"", ""ababaaa"" ]  "
((01)0*1*(10))*,"positive example: ['010110', '01010010', '', '0101011010', '010101010110']  
negative example: ['010', '0110', '1001', '01', '101001']"
a*(baa)+b+,"positive example: [baab, baaab, baabab, aabbbaaab]  
negative example: [aab, baa, baaa, bbbbb, aaabab]"
0*|((10*1)*),"positive example: [ ""0"", ""00"", ""1001"", ""101"", ""10"", ""11011"", """" ]  
negative example: [ ""01"", ""1010"", ""111"", ""110"", ""010"", ""00010"" ]  "
((a*(bb))*((a)*b)(a)*(a*(bb))*),"positive example:[abab, abba, aababa]
negative example:[aa, babb, ababbb]"
(a|b)(a|b)(ab)*aaa,"Positive examples: [ ""aabaaa"", ""ababaaa"", ""bbaaaa"", ""abababaaa"", ""abbaaa"" ]  
Negative examples: [ ""aaa"", ""aabaa"", ""babaaa"", ""aabbbaa"", ""babab"" ]"
"(aa|bb)(a|b)*a{3,}","Positive example: [aaa, bbbaaa, aababaaaa, bbaaabbaaaa, aaaabaaaa]  
Negative example: [a, bb, abbb, aabaa, bbaabb]  "
(0|1)+(0|1),"Positive example: [ ""00"", ""01"", ""10"", ""11"", ""001"", ""110"", ""1011"" ]  
Negative example: [ ""0"", ""1"", ""000"", ""111"", ""0000"", ""01110"" ]  "
(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"positive example: [ ""a"", ""aa"", ""aaa"", ""abbb"", ""abbbaaa"", ""bbbbbba"", ""ababbbbbb"", ""bbbbbaa"", ""aaaaabbbb"", ""aaaaabbbbbaaa"", ""aaabbbbabbbaa"", ""bbba"", ""bbbaa"", ""aabbbaaa"", ""aaabbbba"" ]  
negative example: [ ""b"", ""bba"", ""bbbabab"", ""abb"", ""aaaaaba"", ""babbbb"", ""abbbbbbb"", ""aaaaabb"", ""bbabbb"", ""abab"", ""bbbabaab"", ""bbbbababab"", ""ba"", ""aaaabb"" ]"
(00)*(11)*((01|10)(01|10)),"positive example:[0000110110, 0101, 0011001010]  
negative example:[00011010, 111100, 010011]"
(0?)*((1(0?)*1)?)*(0?)*,"Positive example: [ """", ""0"", ""1"", ""10"", ""01"", ""110"", ""1001"", ""101"", ""001"", ""110011"", ""100011"", ""111"", ""000"" ]  
Negative example: [ ""11"", ""1101"", ""1111"", ""0011"", ""010"", ""1010"", ""00"", ""10101"", ""10010"" ]  "
a*(b(aa)+)*,"Positive example: [ """", ""a"", ""aa"", ""aaa"", ""baaa"", ""aaaa"", ""baa"", ""baaaaa"", ""baaabaa"", ""baaaaaaa"" ]  
Negative example: [ ""b"", ""ab"", ""aba"", ""ba"", ""baaab"", ""aab"", ""bab"", ""aaab"", ""baaaab"" ]"
((a|b){2})aaa+,"positive example: [aaaaaa, bbaaaa, ababaaaaa]  
negative example: [aaaaa, baa, abbbaa]"
(1)|(111)|(11111)|(10),"Positive example: [1, 111, 11111, 10]  
Negative example: [11, 0, 1111, 100, 101, 110, 111111]"
[0-1],"positive example:[0,1]  
negative example:[, ,01,10]"
(aba(a|b)*),"positive example: [aba, abab, abaaa, abaabbb, abababa]  
negative example: [ab, ba, abba, ababbaa, abb]  "
10*0*1,"Positive example: [1001, 101, 10001, 100001, 1000001]  
Negative example: [1101, 1000, 1010, 0101, 000]"
(a*(bb|bbb))*,"positive example: ["""", ""a"", ""aa"", ""bbb"", ""abb"", ""abbb"", ""aabb"", ""aaabbb"", ""bb"", ""bbbb"", ""aabbbb"", ""aaaabb"", ""bbbabb"", ""aabbabbb""]  
negative example: [""b"", ""ab"", ""ba"", ""bba"", ""bbbba"", ""abab"", ""bbab"", ""aab"", ""babab"", ""bbbbb""]"
[ab]*(baa)b,"Positive example: [baab, abbaa, baa]  
Negative example: [baaab, abab, baabab]  "
